brand,model_name,level_name,class_name,launch_price_krw,displacement_cc,body_length_mm,body_width_mm,body_height_mm
hyundai,그랜드스타렉스,어린이보호차,디젤 12인승 4WD,0,2497,0,0,0
hyundai,그랜드스타렉스,어린이보호차,디젤 15인승,0,2497,5125,1990,2085
hyundai,그랜드스타렉스,캠핑카,-,0,2497,0,0,0
hyundai,그랜드스타렉스,특장차,-,0,0,0,0,0
hyundai,그랜드스타렉스,휠체어리프트/슬로프,2WD,0,2497,5150,1920,0
hyundai,그랜드스타렉스,휠체어리프트/슬로프,4WD,0,2497,5150,1920,0
hyundai,그랜저HG,220 디젤,모던,31560000,2199,4920,1860,1470
hyundai,그랜저HG,220 디젤,모던,32150000,2199,4920,1860,1470
hyundai,그랜저HG,220 디젤,모던 컬렉션,33650000,2199,4920,1860,1470
hyundai,그랜저HG,220 디젤,프리미엄,33890000,2199,4920,1860,1470
hyundai,그랜저HG,220 디젤,프리미엄,34520000,2199,4920,1860,1470
hyundai,그랜저HG,220 디젤,프리미엄 컬렉션,36750000,2199,4920,1860,1470
hyundai,그랜저HG,240,럭셔리,29940000,2359,4910,1860,1470
hyundai,그랜저HG,240,모던,29760000,2359,4910,1860,1470
hyundai,그랜저HG,240,모던,29880000,2359,4920,1860,1470
hyundai,그랜저HG,240,모던,29880000,2359,4920,1860,1470
hyundai,그랜저HG,240,모던 컬렉션,30330000,2359,4920,1860,1470
hyundai,그랜저HG,240,모던 컬렉션,30900000,2359,4920,1860,1470
hyundai,그랜저HG,240,스페셜,0,2359,4910,1860,1470
hyundai,그랜저HG,240,아제라(수출형),0,2359,4910,1860,1470
hyundai,그랜저HG,300,노블,35270000,2999,4910,1860,1470
hyundai,그랜저HG,300,더 타임리스,37490000,2999,4920,1860,1470
hyundai,그랜저HG,300,로얄,39010000,2999,4910,1860,1470
hyundai,그랜저HG,300,아제라(수출형),40690000,3342,4910,1860,1470
hyundai,그랜저HG,300,익스클루시브,35950000,2999,4920,1860,1470
hyundai,그랜저HG,300,익스클루시브,36280000,2999,4920,1860,1470
hyundai,그랜저HG,300,익스클루시브 스페셜,38750000,2999,4920,1860,1470
hyundai,그랜저HG,300,익스클루시브 컬렉션,39200000,2999,4920,1860,1470
hyundai,그랜저HG,300,프라임,32920000,2999,4910,1860,1470
hyundai,그랜저HG,300,프리미엄,32730000,2999,4910,1860,1470
hyundai,그랜저HG,300,프리미엄,33610000,2999,4920,1860,1470
hyundai,그랜저HG,300,프리미엄,33200000,2999,4920,1860,1470
hyundai,그랜저HG,300,프리미엄 컬렉션,34800000,2999,4920,1860,1470
hyundai,그랜저HG,300 LPi,모던,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi,이그제큐티브,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi,익스클루시브,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi,프라임,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi,프리미엄,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi (장애인용),-,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi (택시형),개인형,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi (택시형),모범형,0,2999,4910,1860,1470
hyundai,그랜저HG,300 LPi (택시형),모범형 VIP 패키지,0,2999,4910,1860,1470
hyundai,그랜저HG,300 구조변경 (가솔린),모던,0,0,0,0,0
hyundai,그랜저HG,300 구조변경 (가솔린),이그젝큐티브,0,0,0,0,0
hyundai,그랜저HG,300 구조변경 (가솔린),익스클루시브,0,0,0,0,0
hyundai,그랜저HG,300 구조변경 (가솔린),택시형,0,0,0,0,0
hyundai,그랜저HG,300 구조변경 (가솔린),프라임,0,0,0,0,0
hyundai,그랜저HG,300 구조변경 (가솔린),프리미엄,0,0,0,0,0
hyundai,그랜저HG,330,셀러브리티,44500000,3342,4910,1860,1470
hyundai,그랜저HG,330,셀러브리티,40690000,3342,4910,1860,1470
hyundai,그랜저HG 하이브리드,2.4 HEV,프리미엄,36030000,2359,4910,1860,1470
hyundai,그랜저HG 하이브리드,2.4 HEV,프리미엄,37090000,2359,4920,1860,1470
hyundai,그랜저HG 하이브리드,2.4 HEV,프리미엄 컬렉션,38110000,2359,4920,1860,1470
hyundai,그랜저IG,2.2 디젤,모던,33550000,2199,4930,1865,1470
hyundai,그랜저IG,2.2 디젤,모던,34050000,2199,4930,1865,1470
hyundai,그랜저IG,2.2 디젤,프리미엄,34750000,2199,4930,1865,1470
hyundai,그랜저IG,2.2 디젤,프리미엄,35150000,2199,4930,1865,1470
hyundai,그랜저IG,2.2 디젤,프리미엄 스페셜,36750000,2199,4930,1865,1470
hyundai,그랜저IG,2.2 디젤,프리미엄 스페셜,37000000,2199,4930,1865,1470
hyundai,그랜저IG,2.4,모던,30550000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,모던,31050000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,모던,31120000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,모던 베이직 (렌터카),25900000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,익스클루시브 스페셜,36080000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,프리미엄,31750000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,프리미엄,32150000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,프리미엄,32350000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,프리미엄 스페셜,33750000,2359,4930,1865,1470
hyundai,그랜저IG,2.4,프리미엄 스페셜,34000000,2359,4930,1865,1470
hyundai,그랜저IG,3.0,모던 베이직 (렌터카),27100000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,모던 베이직 (렌터카),27150000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,모던 베이직 (렌터카),27250000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,익스클루시브,35500000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,익스클루시브,35950000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,익스클루시브 스페셜,38700000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,익스클루시브 스페셜,39000000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,익스클루시브 스페셜,38730000,2999,4930,1865,1470
hyundai,그랜저IG,3.0,프리미엄,34950000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,모던,0,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,모던,0,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,모던,0,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브,32950000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브,33250000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브,33450000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브 스페셜,34950000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브 스페셜,35050000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi,익스클루시브 스페셜,35400000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),모던,0,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),모던,29050000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),모던 베이직,26250000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),모던 베이직,26350000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),익스클루시브,33250000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (렌터카용),익스클루시브,33450000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (장애인용),익스클루시브 스페셜,35050000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (장애인용),익스클루시브 스페셜,35400000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (장애인용),프리미엄 스페셜,31700000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (장애인용),프리미엄 스페셜,31900000,2999,4930,1865,1470
hyundai,그랜저IG,3.0 LPi (택시형),개인형,25650000,2999,4930,1865,1480
hyundai,그랜저IG,3.0 LPi (택시형),개인형,25700000,2999,4930,1865,1480
hyundai,그랜저IG,3.0 LPi (택시형),모범형,28350000,2999,4930,1865,1480
hyundai,그랜저IG,3.0 LPi (택시형),모범형,28400000,2999,4930,1865,1480
hyundai,그랜저IG,3.0 LPi (택시형),모범형 VIP 패키지,29350000,2999,4930,1865,1480
hyundai,그랜저IG,3.0 LPi (택시형),모범형 VIP 패키지,29400000,2999,4930,1865,1480
hyundai,그랜저IG,3.3,셀러브리티,41600000,3342,4930,1865,1470
hyundai,그랜저IG,3.3,셀러브리티,43300000,3342,4930,1865,1470
hyundai,그랜저IG,3.3,셀러브리티,42700000,3342,4930,1865,1470
hyundai,그랜저IG,3.5 아제라(수출형),-,0,0,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브,38830000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브,39230000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브,39300000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브 스페셜,41130000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브 스페셜,41380000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,익스클루시브 스페셜,0,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,프리미엄,36830000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,프리미엄,37230000,2359,4930,1865,1470
hyundai,그랜저IG 하이브리드,2.4 HEV,프리미엄,37190000,2359,4930,1865,1470
hyundai,그린시티,21인승,마을버스,0,0,0,0,0
hyundai,그린시티,25인승,마을버스,0,0,0,0,0
hyundai,그린시티,29인승,시내버스,0,0,0,0,0
hyundai,그린시티,34인승,시외버스,0,0,0,0,0
hyundai,그린시티,34인승,자가용,0,0,0,0,0
hyundai,그린시티,CNG 21인승,마을버스,0,0,0,0,0
hyundai,그린시티,CNG 25인승,마을버스,0,0,0,0,0
hyundai,그린시티,CNG 29인승,시내버스,0,0,0,0,0
hyundai,넥쏘,모던,-,72030000,0,4670,1860,1630
hyundai,넥쏘,프리미엄,-,0,0,4670,1860,1640
hyundai,넥쏘 (NH2),익스클루시브,-,76440000,0,4750,1865,1640
hyundai,넥쏘 (NH2),익스클루시브,스페셜,79280000,0,4750,1865,1675
hyundai,넥쏘 (NH2),프레스티지,-,83450000,0,4750,1865,1675
hyundai,뉴 i30,1.6,PYL,18950000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,PYL 튜익스 블랙 라이트,21300000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,PYL 튜익스 크레용,19150000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,블루세이버,19650000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,유니크,18450000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,유니크,18200000,1591,4300,1780,1470
hyundai,뉴 i30,1.6,익스트림,20050000,1591,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,PYL,20950000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,PYL,21900000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,PYL 튜익스 블랙 라이트,23300000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,PYL 튜익스 블랙 라이트,24800000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,PYL 튜익스 크레용,21150000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,유니크,20450000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,유니크,20200000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,유니크,21100000,1582,4300,1780,1470
hyundai,뉴 i30,1.6 디젤,익스트림,22050000,1582,4300,1780,1470
hyundai,뉴 i30,1.8 수출형,-,0,0,4300,1780,0
hyundai,뉴 i30,2.0,D 스펙,19950000,1999,4300,1780,1470
hyundai,뉴 i30,2.0,D 스펙,20450000,1999,4300,1780,1470
hyundai,뉴 i30,2.0,PYL,19800000,1999,4300,1780,1470
hyundai,뉴 i30,2.0,PYL 튜익스 블랙 라이트,22700000,1999,4300,1780,1470
hyundai,뉴 i30,2.0,유니크,18900000,1999,4300,1780,1470
hyundai,뉴 슈퍼에어로시티,21+35+1인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,34인승,장애인버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,38인승,장애인버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,39인승,시내버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,46인승,시외버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,62인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 25+27+1인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 25+31+1인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 34인승,장애인버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 38인승,장애인버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 39인승,시내버스,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 46인승,자가용,0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 51인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,CNG 57인승,도시형(마을),0,0,0,0,0
hyundai,뉴 슈퍼에어로시티,캠핑카,-,0,0,0,0,0
hyundai,뉴 에쿠스,3.8,VS380 럭셔리,66220000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 럭셔리,66220000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 모던,0,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 모던,0,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 익스클루시브,88970000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 익스클루시브,87470000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프라임,75800000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프라임,75340000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프라임 VIP팩,79800000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프라임 VIP팩,75340000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프레스티지,86000000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프레스티지,85900000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프레스티지,105670000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지,105670000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지,103470000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지 VIP팩Ⅰ,90200000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지 VIP팩Ⅰ,101730000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지 VIP팩Ⅱ,99400000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프레스티지 VVIP팩,101730000,3778,5160,1900,1490
hyundai,뉴 에쿠스,3.8,VS380 프리미엄,78330000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8,VS380 프리미엄,77460000,3778,5160,1900,1495
hyundai,뉴 에쿠스,3.8 리무진,VL 380 프레스티지,0,3778,5460,1900,1490
hyundai,뉴 에쿠스,3.8 리무진,VL 380 프레스티지,131970000,3778,5460,1900,1490
hyundai,뉴 에쿠스,3.8 리무진,VL 380 프레스티지,135790000,3778,5460,1900,1490
hyundai,뉴 에쿠스,4.6,VS460 프레스티지,109000000,4627,5160,1900,1490
hyundai,뉴 에쿠스,5.0,VS500 (수출형),0,5038,5160,1900,1490
hyundai,뉴 에쿠스,5.0,VS500 프레스티지,0,5038,5160,1900,1490
hyundai,뉴 에쿠스,5.0,VS500 프레스티지,111930000,5038,5160,1900,1490
hyundai,뉴 에쿠스,5.0,VS500 프레스티지,109460000,5038,5160,1900,1490
hyundai,뉴 에쿠스,5.0 리무진,VL 500 프레스티지,146000000,5038,5460,1900,1495
hyundai,뉴 에쿠스,5.0 리무진,VL 500 프레스티지,143000000,5038,5460,1900,1490
hyundai,뉴 에쿠스,5.0 리무진,VL 500 프레스티지,146720000,5038,5460,1900,1490
hyundai,뉴 에쿠스,5.0 리무진,VL 500 프레스티지,146720000,5038,5460,1900,1490
hyundai,뉴 에쿠스,5.0 리무진,VL 500 프레스티지,143030000,5038,5460,1900,1490
hyundai,뉴 카운티,단축,15인승 슈퍼,0,0,0,0,0
hyundai,뉴 카운티,단축,25인승 디럭스,0,0,0,0,0
hyundai,뉴 카운티,단축,25인승 슈퍼,0,0,0,0,0
hyundai,뉴 카운티,단축,25인승 일반형,0,0,0,0,0
hyundai,뉴 카운티,단축,34인승 어린이버스 디럭스,0,3933,0,0,0
hyundai,뉴 카운티,이동도서관차,,0,0,0,0,0
hyundai,뉴 카운티,장애인용,,0,0,0,0,0
hyundai,뉴 카운티,장축,11인승 리무진,0,0,0,0,0
hyundai,뉴 카운티,장축,12인승 마을버스 중후문 디럭스,0,0,0,0,0
hyundai,뉴 카운티,장축,15인승 렌터카 투어,0,0,0,0,0
hyundai,뉴 카운티,장축,15인승 리무진,0,0,0,0,0
hyundai,뉴 카운티,장축,15인승 마을버스 전중문 디럭스,0,0,0,0,0
hyundai,뉴 카운티,장축,16인승 영업용 투어,0,0,0,0,0
hyundai,뉴 카운티,장축,17인승 영업용 투어 프리미엄,0,0,0,0,0
hyundai,뉴 카운티,장축,20인승 골드,0,0,0,0,0
hyundai,뉴 카운티,장축,21인승 골드,0,0,0,0,0
hyundai,뉴 카운티,장축,24인승 스페셜,0,0,0,0,0
hyundai,뉴 카운티,장축,25인승 골드,0,3933,7085,2035,2755
hyundai,뉴 카운티,장축,25인승 슈퍼,0,0,0,0,0
hyundai,뉴 카운티,장축,25인승 스페셜,0,0,0,0,0
hyundai,뉴 카운티,장축,25인승 하이-슈퍼,0,0,0,0,0
hyundai,뉴 카운티,장축,29인승,0,0,0,0,0
hyundai,뉴 카운티,장축,29인승 골드,0,0,0,0,0
hyundai,뉴 카운티,장축,29인승 슈퍼,0,0,0,0,0
hyundai,뉴 카운티,장축,29인승 어린이버스 디럭스,0,0,0,0,0
hyundai,뉴 카운티,장축,39인승 어린이버스 디럭스,0,0,0,0,0
hyundai,뉴 카운티,캠핑카,-,0,3933,0,0,0
hyundai,뉴 투싼ix,2.0 가솔린,모던,23500000,1999,4410,1820,1685
hyundai,뉴 투싼ix,2.0 가솔린,스마트 스페셜,21450000,1999,4410,1820,1685
hyundai,뉴 투싼ix,2.0 가솔린,스타일,19700000,1999,4410,1820,1655
hyundai,뉴 투싼ix,2.0 가솔린,스타일,19550000,1999,4410,1820,1655
hyundai,뉴 투싼ix,2.0 가솔린,월드컵 에디션,21450000,1999,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,모던,25900000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,모던,26100000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,스마트,20900000,1995,4410,1820,1655
hyundai,뉴 투싼ix,2.0 디젤 2WD,스마트,20900000,1995,4410,1820,1655
hyundai,뉴 투싼ix,2.0 디젤 2WD,스마트 스페셜,23800000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,스마트 스페셜,24250000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,월드컵 에디션,24150000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 2WD,프리미엄,27500000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 4WD,모던,27700000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 4WD,모던,27900000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 4WD,스마트,22700000,1995,4410,1820,1655
hyundai,뉴 투싼ix,2.0 디젤 4WD,스마트,22700000,1995,4410,1820,1655
hyundai,뉴 투싼ix,2.0 디젤 4WD,스마트 스페셜,25600000,1995,4410,1820,1655
hyundai,뉴 투싼ix,2.0 디젤 4WD,스마트 스페셜,26050000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 4WD,월드컵 에디션,25950000,1995,4410,1820,1685
hyundai,뉴 투싼ix,2.0 디젤 4WD,프리미엄,29300000,1995,4410,1820,1685
hyundai,뉴 투싼ix,퓨얼 셀 2WD,-,0,0,4410,1820,1670
hyundai,더 뉴 i30,1.6 디젤,PYL,21500000,1582,4300,1780,1470
hyundai,더 뉴 i30,1.6 디젤,유니크,20710000,1582,4300,1780,1470
hyundai,더 뉴 i30,1.6 디젤,튜익스,24340000,1582,4300,1780,1470
hyundai,더 뉴 i30,1.6 디젤,튜익스 블랙 라이트,24340000,1582,4300,1780,1470
hyundai,더 뉴 i30,2.0,D 스펙,20080000,1999,4300,1780,1470
hyundai,더 뉴 i30,2.0,PYL,19440000,1999,4300,1780,1470
hyundai,더 뉴 i30,2.0,수출형,0,0,4300,1780,1470
hyundai,더 뉴 i30,2.0,유니크,18550000,1999,4300,1780,1470
hyundai,더 뉴 i30,2.0,튜익스,22280000,1999,4300,1780,1470
hyundai,더 뉴 i40,1.7 디젤,D 스펙,32050000,1685,4820,1815,1470
hyundai,더 뉴 i40,1.7 디젤,PYL,30100000,1685,4820,1815,1470
hyundai,더 뉴 i40,1.7 디젤,스마트,28450000,1685,4820,1815,1470
hyundai,더 뉴 i40,1.7 디젤,유니크,28450000,1685,4820,1815,1470
hyundai,더 뉴 i40,1.7 디젤,프리미엄,30100000,1685,4820,1815,1470
hyundai,더 뉴 i40,1.7 디젤 (수출형),-,0,0,4775,1815,1470
hyundai,더 뉴 i40,2.0,D 스펙,29010000,1999,4815,1815,1470
hyundai,더 뉴 i40,2.0,PYL,27090000,1999,4815,1815,1470
hyundai,더 뉴 i40,2.0,스마트,24960000,1999,4820,1815,1470
hyundai,더 뉴 i40,2.0,스마트,26240000,1999,4820,1815,1470
hyundai,더 뉴 i40,2.0,유니크,25470000,1999,4815,1815,1470
hyundai,더 뉴 i40,2.0,프리미엄,26600000,1999,4820,1815,1470
hyundai,더 뉴 i40,2.0,프리미엄,28580000,1999,4820,1815,1470
hyundai,더 뉴 i40 살룬,1.7 디젤,D 스펙,29100000,1685,4745,1815,1470
hyundai,더 뉴 i40 살룬,1.7 디젤,PYL,29100000,1685,4745,1815,1470
hyundai,더 뉴 i40 살룬,1.7 디젤,스마트,27450000,1685,4745,1815,1470
hyundai,더 뉴 i40 살룬,1.7 디젤,유니크,27450000,1685,4745,1815,1470
hyundai,더 뉴 i40 살룬,1.7 디젤,프리미엄,29100000,1685,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,D 스펙,28220000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,PYL,26110000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,스마트,24210000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,스마트,25490000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,유니크,24490000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,프리미엄,26800000,1999,4745,1815,1470
hyundai,더 뉴 i40 살룬,2.0,프리미엄,28780000,1999,4745,1815,1470
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 12인승,스마트,0,0,0,0,0
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 밴 3인승,스마트,21150000,2359,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 밴 5인승,스마트,21650000,2359,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 어린이보호차,12인승,25650000,2359,5150,1990,2085
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 어린이보호차,15인승,27800000,2359,5150,1990,2085
hyundai,더 뉴 그랜드스타렉스,2.4 LPi 캠핑카,-,0,2359,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 6인승 2WD,익스클루시브,58510000,2497,5175,2000,2205
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 6인승 2WD,익스클루시브 듀얼 선루프,53920000,2497,5175,2000,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 6인승 4WD,익스클루시브,60380000,2497,5175,2000,2205
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 6인승 4WD,익스클루시브 듀얼 선루프,55790000,2497,5175,2000,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 9인승 2WD,익스클루시브,45400000,2497,5175,2000,2205
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 9인승 2WD,익스클루시브 듀얼 선루프,40720000,2497,5175,2000,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 9인승 4WD,익스클루시브,47300000,2497,5175,2000,2205
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 리무진 9인승 4WD,익스클루시브 듀얼 선루프,42620000,2497,5175,2000,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 3인승,스마트,23800000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 3인승,스마트,23800000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 3인승,스타일,22950000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 5인승,모던,24950000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 5인승,스마트,24050000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 밴 5인승,스타일,23400000,2497,5150,1920,1935
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어린이버스 15인승,2WD,0,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어린이버스 15인승,4WD,0,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어린이보호차 12인승,2WD,0,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어린이보호차 12인승,4WD,0,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 2WD,익스클루시브,30150000,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 2WD,프리미엄,27000000,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 2WD,프리미엄 스페셜,28450000,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 4WD,익스클루시브,32050000,2497,5150,1920,1970
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 4WD,프리미엄,28900000,2497,5150,1920,1970
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 어반 9인승 4WD,프리미엄 스페셜,30350000,2497,5150,1920,1970
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 왜건 11인승 2WD,모던,27600000,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 왜건 11인승 2WD,스마트,26350000,2497,5150,1920,1925
hyundai,더 뉴 그랜드스타렉스,2.5 디젤 왜건 11인승 2WD,스타일,25500000,2497,5150,1920,1925
