brand,model_name,level_name,class_name,launch_price_krw,displacement_cc,body_length_mm,body_width_mm,body_height_mm
chevrolet,더 뉴 말리부,2.0 터보,퍼펙트 블랙,32790000,1998,4935,1855,1465
chevrolet,더 뉴 말리부,2.0 터보,프리미어 스페셜,32490000,1998,4935,1855,1465
chevrolet,더 뉴 스파크,1.0,LS,12370000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,LS 베이직,11590000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,LT,12990000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,레드픽 에디션,14850000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,마이핏 LT,14380000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,마이핏 에디션,14870000,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0,프리미어,0,999,3595,1595,1485
chevrolet,더 뉴 스파크,1.0 승용밴,-,0,0,0,0,0
chevrolet,더 뉴 스파크,1.0 승용밴,베이직,0,0,0,0,0
chevrolet,더 뉴 아베오,1.4 터보,L,15600000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,L,15330000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,L,15330000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LS,16740000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LS,16740000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LS,16450000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LT,17790000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LT,17790000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보,LT,17470000,1362,4420,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LS,16690000,1362,4060,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LS,16690000,1362,4060,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LS,16400000,1362,4060,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LT,17960000,1362,4060,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LT,17960000,1362,4060,1735,1515
chevrolet,더 뉴 아베오,1.4 터보 해치백,LT,17640000,1362,4060,1735,1515
chevrolet,더 뉴 카마로 SS,6.2 V8,-,54280000,6162,4785,1895,1350
chevrolet,더 뉴 카마로 SS,6.2 V8,볼케이노 레드,55070000,6162,4785,1895,1350
chevrolet,더 뉴 트랙스,1.4 가솔린,LS,19550000,1362,4245,1775,1670
chevrolet,더 뉴 트랙스,1.4 가솔린,LS,18550000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LS,18550000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LS,18220000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LS 디럭스,20300000,1362,4245,1775,1670
chevrolet,더 뉴 트랙스,1.4 가솔린,LS 디럭스,19150000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LS 디럭스,19150000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LS 디럭스,18810000,1362,4255,1775,1650
chevrolet,더 뉴 트랙스,1.4 가솔린,LT,21050000,1362,4245,1775,1670
chevrolet,더 뉴 트랙스,1.4 가솔린,LT,21150000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT,21150000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT,20770000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT 디럭스,21850000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT 디럭스,21950000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT 디럭스,21950000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT 코어,21800000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LT 코어,21410000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,LTZ,22630000,1362,4245,1775,1670
chevrolet,더 뉴 트랙스,1.4 가솔린,LTZ,23900000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,레드라인 LT 코어,21760000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,레드라인 프리미어,23610000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,블레이드 에디션,24160000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,퍼펙트 블랙,23860000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,퍼펙트 블랙,23860000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,퍼펙트 블랙,23510000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,프리미어,23610000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,프리미어,23610000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.4 가솔린,프리미어,23260000,1362,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LS,21950000,1598,4245,1775,1670
chevrolet,더 뉴 트랙스,1.6 디젤,LS,20950000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LS,20950000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LS,20570000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LS 디럭스,22300000,1598,4245,1775,1670
chevrolet,더 뉴 트랙스,1.6 디젤,LS 디럭스,21550000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LS 디럭스,21550000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LS 디럭스,21160000,1598,4255,1775,1650
chevrolet,더 뉴 트랙스,1.6 디젤,LT,23130000,1598,4245,1775,1670
chevrolet,더 뉴 트랙스,1.6 디젤,LT,23650000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT,23650000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT,23230000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT 디럭스,24350000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT 디럭스,24450000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT 디럭스,24450000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT 코어,24300000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LT 코어,23870000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,LTZ,24500000,1598,4245,1775,1670
chevrolet,더 뉴 트랙스,1.6 디젤,LTZ,25800000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,레드라인 LT 코어,24220000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,레드라인 프리미어,25480000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,블레이드 에디션,26060000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,퍼펙트 블랙,25760000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,퍼펙트 블랙,25760000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,퍼펙트 블랙,25380000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,프리미어,25510000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,프리미어,25510000,1598,4255,1775,1680
chevrolet,더 뉴 트랙스,1.6 디젤,프리미어,25130000,1598,4255,1775,1680
chevrolet,더 뉴 트레일블레이저,1.3 터보 2WD,LT,26990000,1341,4410,1810,1635
chevrolet,더 뉴 트레일블레이저,1.3 터보 2WD,RS,30990000,1341,4425,1810,1660
chevrolet,더 뉴 트레일블레이저,1.3 터보 2WD,액티브,30990000,1341,4425,1810,1660
chevrolet,더 뉴 트레일블레이저,1.3 터보 2WD,프리미어,27990000,1341,4410,1810,1660
chevrolet,더 뉴 트레일블레이저,1.3 터보 AWD,RS,0,1341,4425,1810,1660
chevrolet,더 뉴 트레일블레이저,1.3 터보 AWD,액티브,0,1341,4425,1810,1660
chevrolet,리얼 뉴 콜로라도,3.6 V6,익스트림,46490000,3649,5395,1885,1795
chevrolet,리얼 뉴 콜로라도,3.6 V6 4WD,Z71-X,44990000,3649,5395,1885,1795
chevrolet,리얼 뉴 콜로라도,3.6 V6 4WD,Z71-X 미드나잇,46490000,3649,5395,1885,1795
chevrolet,리얼 뉴 콜로라도,3.6 V6 4WD,익스트림,41600000,3649,5395,1885,1795
chevrolet,리얼 뉴 콜로라도,3.6 V6 4WD,익스트림-X,43000000,3649,5395,1885,1795
chevrolet,말리부,2.0,LS,21850000,1998,4865,1855,1465
chevrolet,말리부,2.0,LS 디럭스 팩,23910000,1998,4865,1855,1465
chevrolet,말리부,2.0,LS 디럭스 팩,23790000,1998,4865,1855,1465
chevrolet,말리부,2.0,LS 디럭스 팩,24590000,1998,4865,1855,1465
chevrolet,말리부,2.0,LS 디럭스 팩,24590000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT,25260000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT,25480000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT,25640000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT,25940000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT,25480000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT 디럭스팩,26100000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT 디럭스팩,26580000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT 디럭스팩,26740000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT 디럭스팩,26940000,1998,4865,1855,1465
chevrolet,말리부,2.0,LT 디럭스팩,26470000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ,28310000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ,28730000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ,29270000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ,29470000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ,29500000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(블랙휠),29630000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(블랙휠),30150000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(블랙휠),30690000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(블랙휠),30890000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(블랙휠),30330000,1998,4865,1855,1465
chevrolet,말리부,2.0,LTZ 디럭스팩(알로이휠),29430000,1998,4865,1855,1465
chevrolet,말리부,2.0 LPGi,LS,0,1998,4865,0,0
chevrolet,말리부,2.0 LPGi,LS 디럭스,0,1998,4865,0,0
chevrolet,말리부,2.0 LPGi,LT,24220000,1998,4865,0,0
chevrolet,말리부,2.0 LPGi,LT 디럭스,25250000,1998,4865,0,0
chevrolet,말리부,2.0 LPGi,LTZ,26910000,1998,4865,0,0
chevrolet,말리부,2.0 LPGi,LTZ 디럭스,27870000,1998,4865,0,0
chevrolet,말리부,2.0 디젤,LS 디럭스팩,27030000,1956,4865,1855,1465
chevrolet,말리부,2.0 디젤,LS 디럭스팩,27770000,1956,4865,1855,1465
chevrolet,말리부,2.0 디젤,LT 디럭스팩,29200000,1956,4865,1855,1465
chevrolet,말리부,2.0 디젤,LT 디럭스팩,29980000,1956,4865,1855,1465
chevrolet,말리부,2.0 디젤,LT 프리미엄팩,30370000,1956,4865,1855,1465
chevrolet,말리부,2.4,LTZ,31100000,2384,4865,1855,1465
chevrolet,말리부,2.4,LTZ,31080000,2384,4865,1855,1465
chevrolet,말리부,2.4,LTZ,31620000,2384,4865,1855,1465
chevrolet,말리부,2.4,LTZ,31440000,2384,4865,1855,1465
chevrolet,말리부,2.4,LTZ,30540000,2384,4865,1855,1465
chevrolet,볼트 (VOLT),1.5 EREV,-,38000000,1490,4580,1785,1495
chevrolet,볼트 (VOLT),1.5 EREV,-,36360000,1490,4580,1785,1495
chevrolet,볼트 EUV,(전기),프리미어,44900000,0,4305,1770,1615
chevrolet,볼트 EV,(전기),-,47790000,0,4165,1765,1610
chevrolet,볼트 EV,(전기),LT,45580000,0,4165,1765,1610
chevrolet,볼트 EV,(전기),LT,45930000,0,4165,1765,1610
chevrolet,볼트 EV,(전기),LT 디럭스,46580000,0,4165,1765,1610
chevrolet,볼트 EV,(전기),LT 디럭스,0,0,4165,1765,1610
chevrolet,볼트 EV,(전기),프리미어,47790000,0,4165,1765,1610
chevrolet,볼트 EV,(전기),프리미어,48140000,0,4165,1765,1610
chevrolet,스파크,1.0,L,8100000,995,3595,1595,1520
chevrolet,스파크,1.0,L,9100000,995,3595,1595,1520
chevrolet,스파크,1.0,L,9170000,995,3595,1595,1520
chevrolet,스파크,1.0,L,9070000,995,3595,1595,1520
chevrolet,스파크,1.0,L,9960000,995,3595,1595,1520
chevrolet,스파크,1.0,LS,8880000,995,3595,1595,1520
chevrolet,스파크,1.0,LS,10100000,995,3595,1595,1520
chevrolet,스파크,1.0,LS,10220000,995,3595,1595,1520
chevrolet,스파크,1.0,LS,10550000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 스타,9490000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 스타,10980000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 스타,11030000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 스타,11100000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 플러스,13150000,995,3595,1595,1520
chevrolet,스파크,1.0,LS 플러스,12210000,995,3595,1595,1520
chevrolet,스파크,1.0,LT,10150000,995,3595,1595,1520
chevrolet,스파크,1.0,LT,11430000,995,3595,1595,1520
chevrolet,스파크,1.0,LT,11430000,995,3595,1595,1520
chevrolet,스파크,1.0,LT,11680000,995,3595,1595,1520
chevrolet,스파크,1.0,LT,12980000,995,3595,1595,1520
chevrolet,스파크,1.0,LT 스페셜 에디션,10490000,995,3595,1595,1520
chevrolet,스파크,1.0,비트 에디션,12180000,995,3595,1595,1520
chevrolet,스파크,1.0,스트라이프 에디션,11820000,995,3595,1595,1520
chevrolet,스파크,1.0,시티 팝 에디션,13980000,995,3595,1595,1520
chevrolet,스파크,1.0,씨티런 에디션,11890000,995,3595,1595,1520
chevrolet,스파크,1.0,씨티런 에디션,12150000,995,3595,1595,1520
chevrolet,스파크,1.0,타투 에디션,11930000,995,3595,1595,1520
chevrolet,스파크,1.0,타투 에디션,11930000,995,3595,1595,1520
chevrolet,스파크,1.0,타투 에디션,12190000,995,3595,1595,1520
chevrolet,스파크,1.0,트랜스포머 에디션,11520000,995,3595,1595,1520
chevrolet,스파크,1.0,팝 에디션,12180000,995,3595,1595,1520
chevrolet,스파크,1.0,팝 에디션,13480000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,L,9100000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,L,10230000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,L,10300000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,L,10250000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS,9880000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS,11230000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS,11350000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS 스타,10490000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS 스타,12110000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS 스타,12160000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS 스타,12280000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LS 플러스,12330000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT,11150000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT,12560000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT,12560000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT,12860000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT 스페셜 에디션,11490000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi,LT 스페셜 에디션,12280000,995,3595,1595,1520
chevrolet,스파크,1.0 LPGi 밴,-,0,0,0,0,0
chevrolet,스파크,1.0 S,LS,12810000,995,3595,1595,1520
chevrolet,스파크,1.0 S,LS 플러스,13150000,995,3595,1595,1520
chevrolet,스파크,1.0 S,LT,13730000,995,3595,1595,1520
chevrolet,스파크,1.0 밴,-,0,0,0,0,0
chevrolet,스파크 EV,EV,-,39900000,0,3595,1595,1520
chevrolet,아베오,1.4 터보,L 스타,15720000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,L 스타,15450000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,LS 고급형,16980000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,LS 고급형,16680000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,LT 스포츠,18780000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,LT 최고급형,17980000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,LT 최고급형,17660000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,스타일,18060000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보,퍼펙트 블랙,18200000,1362,4400,1735,1515
chevrolet,아베오,1.4 터보 해치백,LS 스탠다드,16710000,1362,4040,1735,1515
chevrolet,아베오,1.4 터보 해치백,LS 스탠다드,16420000,1362,4040,1735,1515
chevrolet,아베오,1.4 터보 해치백,LS 스포츠,17580000,1362,4040,1735,1515
chevrolet,아베오,1.4 터보 해치백,LT 최고급형,17980000,1362,4040,1735,1515
chevrolet,아베오,1.4 터보 해치백,LT 최고급형,17660000,1362,4040,1735,1515
chevrolet,아베오,1.4 터보 해치백,RS,19490000,1362,4040,1735,1510
chevrolet,아베오,1.4 터보 해치백,RS,19980000,1362,4040,1735,1510
chevrolet,아베오,1.4 터보 해치백,RS,19620000,1362,4040,1735,1510
chevrolet,아베오,1.6,L 스타,14190000,1598,4400,1735,1515
chevrolet,아베오,1.6,L 스타,14410000,1598,4400,1735,1515
chevrolet,아베오,1.6,L 일반형,12590000,1598,4400,1735,1515
chevrolet,아베오,1.6,LS 고급형,14450000,1598,4400,1735,1515
chevrolet,아베오,1.6,LS 고급형,15140000,1598,4400,1735,1515
chevrolet,아베오,1.6,LS 고급형,15490000,1598,4400,1735,1515
chevrolet,아베오,1.6,LS 일반형,13880000,1598,4400,1735,1515
chevrolet,아베오,1.6,LT 스포츠,17060000,1598,4400,1735,1515
chevrolet,아베오,1.6,LT 최고급형,15410000,1598,4400,1735,1515
chevrolet,아베오,1.6,LT 최고급형,15710000,1598,4400,1735,1515
chevrolet,아베오,1.6,LT 최고급형,15840000,1598,4400,1735,1515
chevrolet,아베오,1.6,LT 최고급형,16260000,1598,4400,1735,1515
chevrolet,아베오,1.6 해치백,L 스타,14390000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,L 일반형,12800000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LS 고급형,14630000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LS 고급형,15340000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LS 스탠다드,0,0,0,0,0
chevrolet,아베오,1.6 해치백,LS 일반형,14060000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LS 일반형,15320000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LS 펀 에디션,16140000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LT 최고급형,15590000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LT 최고급형,15890000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LT 최고급형,16040000,1598,4040,1735,1515
chevrolet,아베오,1.6 해치백,LT 최고급형,16500000,1598,4040,1735,1515
chevrolet,어메이징 뉴 크루즈,1.4 터보,LT 디럭스팩,20300000,1362,4605,1790,1475
chevrolet,어메이징 뉴 크루즈,1.4 터보,LT 디럭스팩,20640000,1362,4605,1790,1475
chevrolet,어메이징 뉴 크루즈,1.4 터보,LTZ,21550000,1362,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.4 터보,LTZ,21990000,1362,4515,1790,1475
chevrolet,어메이징 뉴 크루즈,1.4 터보,프레셜 에디션 퍼펙트 블랙,22160000,1362,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.4 터보 5도어,LTZ,21590000,1362,4515,1790,1475
chevrolet,어메이징 뉴 크루즈,1.6 디젤,LT 디럭스팩,22440000,1598,4640,1790,1475
chevrolet,어메이징 뉴 크루즈,1.6 디젤,LTZ,23670000,1598,4640,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8,LS,17500000,1796,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8,LT,18220000,1796,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8,LT 디럭스팩,18220000,1796,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8,LTZ,20370000,1796,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8,퍼펙트 블랙,20640000,1796,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,1.8 5도어,LTZ,20700000,1796,4510,1790,1475
chevrolet,어메이징 뉴 크루즈,2.0 디젤,LT 디럭스팩,22250000,1998,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,2.0 디젤,LTZ,22790000,1998,4600,1790,1475
chevrolet,어메이징 뉴 크루즈,2.0 디젤 5도어,LTZ,22890000,1998,4510,1790,1475
chevrolet,올 뉴 말리부,1.5 터보,LS,23530000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LS,23880000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LS,23450000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LS 디럭스,25060000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT,24710000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT,25060000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT,24610000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT 디럭스,28230000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT 디럭스,28630000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LT 디럭스,28310000,1490,4925,1855,1470
chevrolet,올 뉴 말리부,1.5 터보,LTZ,29010000,1490,4925,1855,1470
