source_id,source_kind,brand,model_name,model_code,category,level_name,level_code,class_name,class_code,year_code,year_label,price_url,catalog_url,landing_url,effective_text,source_status,notes,collected_at
official_hyundai_catalog_index,official_catalog_index,hyundai,쏘나타 디 엣지 nline 포함,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/sonata-the-edge2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/sonata-the-edge_catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,쏘나타 디 엣지 Hybrid,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/sonata-the-edge-hybrid2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/sonata-the-edge-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,그랜저,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/grandeur-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/grandeur-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,그랜저 Hybrid,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/grandeur-hybrid-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/grandeur-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,아반떼 nline 포함,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/avante-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/avante-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,아반떼 Hybrid nline 포함,,승용,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/avante-hybrid-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/avante-hybrid_catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,싼타페,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/santafe-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/santafe-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,싼타페 Hybrid,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/santafe-hev-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/santafe-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,투싼 nline 포함,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/tucson-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/tucson-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,투싼 Hybrid nline 포함,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/tucson-hybrid-2026-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/tucson-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,코나 nline 포함,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/kona-2025-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/kona-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,코나 Hybrid nline 포함,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/kona-hybrid-2025-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/kona-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,베뉴,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/venue-2025-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/venue-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,디 올 뉴 팰리세이드,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/palisade-2025-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-all-new-palisade-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,디 올 뉴 팰리세이드 Hybrid,,SUV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/palisade-hev-2025-price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-all-new-palisade-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,더 뉴 스타리아 킨더 NEW,,MPV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/us4-pe-kinder_price.pdf,https://www.hyundai.com/contents/repn-car/catalog/staria-kinder-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,더 뉴 스타리아 라운지,,MPV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-lounge_price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-lounge-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,더 뉴 스타리아 라운지 Hybrid,,MPV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-lounge-hybrid_price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-lounge-hybrid-catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,더 뉴 스타리아,,MPV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria_price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria_catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
official_hyundai_catalog_index,official_catalog_index,hyundai,더 뉴 스타리아 Hybrid,,MPV,,,,,,,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-hybrid_price.pdf,https://www.hyundai.com/contents/repn-car/catalog/the-new-staria-hybrid_catalog.pdf,https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download,2026년 3월 기준 ('26.03.13 업데이트),ok,Price URL captured from Hyundai download button.,2026-03-15T15:09:31+00:00
