brand,model_name,class_name_examples,level_name_examples,context_summary
hyundai,아반떼AD,"['모던', '모던 스페셜', '밸류 플러스', '스마트', '스마트 스페셜', '스타일', '프리미엄', 'DCT', 'M/T', '오리지널']","['1.6', '1.6 LPi', '1.6 LPi (장애인용)', '1.6 디젤', '1.6 터보 스포츠', '2.0']","class_name_examples=모던, 모던 스페셜, 밸류 플러스, 스마트, 스마트 스페셜, 스타일, 프리미엄, DCT, M/T, 오리지널 | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (장애인용), 1.6 디젤, 1.6 터보 스포츠, 2.0 | launch_price_range_krw=13650000~24270000 | displacement_range_cc=1582~1999 | body_length_range_mm=4530~4570"
hyundai,아반떼MD,"['M16 디럭스', 'M16 럭셔리', 'M16 모던', 'M16 블루세이버', 'M16 에비뉴', 'M16 탑', 'M16 프리미엄', 'M16 스마트', 'M16 스타일', 'M16 프리미어']","['1.6', '1.6 LPi', '1.6 LPi (장애인용)']","class_name_examples=M16 디럭스, M16 럭셔리, M16 모던, M16 블루세이버, M16 에비뉴, M16 탑, M16 프리미엄, M16 스마트, M16 스타일, M16 프리미어 | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (장애인용) | launch_price_range_krw=0~21650000 | displacement_range_cc=1591~1591 | body_length_range_mm=4530~4570"
hyundai,아슬란,"['G300 모던', 'G300 모던 베이직', 'G300 모던 스페셜', 'G300 익스클루시브', 'G330 모던', 'G330 익스클루시브', 'G330 프리미엄']","['3.0', '3.3']","class_name_examples=G300 모던, G300 모던 베이직, G300 모던 스페셜, G300 익스클루시브, G330 모던, G330 익스클루시브, G330 프리미엄 | level_name_examples=3.0, 3.3 | launch_price_range_krw=37900000~45900000 | displacement_range_cc=2999~3342 | body_length_range_mm=4970~4970"
hyundai,아이오닉 플러그인,"['N', 'Q']",['1.6 HEV'],"class_name_examples=N, Q | level_name_examples=1.6 HEV | launch_price_range_krw=33260000~35530000 | displacement_range_cc=1580~1580 | body_length_range_mm=4470~4470"
hyundai,아이오닉 하이브리드,"['I', 'N', 'Q', '밸류 플러스']",['1.6 HEV'],"class_name_examples=I, N, Q, 밸류 플러스 | level_name_examples=1.6 HEV | launch_price_range_krw=23000000~28980000 | displacement_range_cc=1580~1580 | body_length_range_mm=4470~4470"
hyundai,엑센트 (신형),"['럭셔리', '모던', '밸류 플러스', '스마트', '스마트 스페셜', '스타일', '프리미어', '프리미엄', '블루세이버', '탑']","['1.4 VVT', '1.6', '1.6 디젤', '위트 1.4 VVT', '위트 1.6', '위트 1.6 디젤']","class_name_examples=럭셔리, 모던, 밸류 플러스, 스마트, 스마트 스페셜, 스타일, 프리미어, 프리미엄, 블루세이버, 탑 | level_name_examples=1.4 VVT, 1.6, 1.6 디젤, 위트 1.4 VVT, 위트 1.6, 위트 1.6 디젤 | launch_price_range_krw=11040000~19640000 | displacement_range_cc=1368~1591 | body_length_range_mm=4115~4370"
hyundai,올 뉴 아반떼 [CN7],"['모던', '스마트', '인스퍼레이션', '스타일', 'N 라인 모던', 'N 라인 스포츠', 'N 라인 인스퍼레이션']","['1.6', '1.6 LPi', '1.6 LPi (렌터카용)', '1.6 LPi (장애인용)', '1.6 터보']","class_name_examples=모던, 스마트, 인스퍼레이션, 스타일, N 라인 모던, N 라인 스포츠, N 라인 인스퍼레이션 | level_name_examples=1.6, 1.6 LPi, 1.6 LPi (렌터카용), 1.6 LPi (장애인용), 1.6 터보 | launch_price_range_krw=0~27790000 | displacement_range_cc=1591~1598 | body_length_range_mm=4650~4675"
hyundai,올 뉴 아반떼 하이브리드 [CN7],"['모던', '스마트', '인스퍼레이션']",['1.6 HEV'],"class_name_examples=모던, 스마트, 인스퍼레이션 | level_name_examples=1.6 HEV | launch_price_range_krw=21990000~28140000 | displacement_range_cc=1580~1580 | body_length_range_mm=4650~4650"
hyundai,올 뉴 투싼,"['모던', '모던 초이스', '모던 피버', '베스트 초이스', '스마트', '스타일', '스타일 피버', '얼티밋 에디션', '인스퍼레이션', '프리미엄']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD', '1.7 디젤 2WD', '2.0 디젤 2WD', '2.0 디젤 4WD']","class_name_examples=모던, 모던 초이스, 모던 피버, 베스트 초이스, 스마트, 스타일, 스타일 피버, 얼티밋 에디션, 인스퍼레이션, 프리미엄 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD, 1.7 디젤 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD | launch_price_range_krw=19630000~33050000 | displacement_range_cc=1591~1995 | body_length_range_mm=4475~4480"
hyundai,제네시스,"['그랜드', '그랜드 프라임팩', '럭셔리', '럭셔리 VIP팩', '럭셔리 프라임팩', '모던', '모던 스페셜', '프리미엄', '프리미엄 다이나믹 에디션', '프리미엄 스페셜']","['BH330', 'BH380', 'GP380', 'GP500']","class_name_examples=그랜드, 그랜드 프라임팩, 럭셔리, 럭셔리 VIP팩, 럭셔리 프라임팩, 모던, 모던 스페셜, 프리미엄, 프리미엄 다이나믹 에디션, 프리미엄 스페셜 | level_name_examples=BH330, BH380, GP380, GP500 | launch_price_range_krw=0~79000000 | displacement_range_cc=3342~5038 | body_length_range_mm=4975~4985"
hyundai,제네시스 DH,"['-', '모던', '프리미엄', '익스클루시브', '파이니스트 에디션', '프레스티지']","['5.0 (수출형)', '5.0 AWD (수출형)', 'G330', 'G330 AWD', 'G380', 'G380 AWD']","class_name_examples=-, 모던, 프리미엄, 익스클루시브, 파이니스트 에디션, 프레스티지 | level_name_examples=5.0 (수출형), 5.0 AWD (수출형), G330, G330 AWD, G380, G380 AWD | launch_price_range_krw=0~71670000 | displacement_range_cc=3342~5038 | body_length_range_mm=4985~4990"
hyundai,제네시스 쿠페,"['D', 'P', 'R', 'RW', 'GT P', 'GT R', 'GT RW']","['2.0 터보', '3.8']","class_name_examples=D, P, R, RW, GT P, GT R, GT RW | level_name_examples=2.0 터보, 3.8 | launch_price_range_krw=23200000~35820000 | displacement_range_cc=1998~3778 | body_length_range_mm=4630~4630"
hyundai,캐스퍼,"['디 에센셜', '모던', '스마트', '인스퍼레이션']","['1.0', '1.0 밴', '1.0 터보', '1.0 터보 밴']","class_name_examples=디 에센셜, 모던, 스마트, 인스퍼레이션 | level_name_examples=1.0, 1.0 밴, 1.0 터보, 1.0 터보 밴 | launch_price_range_krw=0~18700000 | displacement_range_cc=998~998 | body_length_range_mm=3595~3595"
hyundai,코나,"['모던', '모던 아트', '모던 초이스', '모던 테크', '모던 팝', '스마트', '아이언맨 에디션', '프리미엄', '플럭스 모던', '플럭스 프리미엄']","['1.6 가솔린 터보 2WD', '1.6 가솔린 터보 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=모던, 모던 아트, 모던 초이스, 모던 테크, 모던 팝, 스마트, 아이언맨 에디션, 프리미엄, 플럭스 모던, 플럭스 프리미엄 | level_name_examples=1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=0~31220000 | displacement_range_cc=1582~1598 | body_length_range_mm=4165~4165"
hyundai,코나 N,['-'],['2.0 가솔린 터보'],class_name_examples=- | level_name_examples=2.0 가솔린 터보 | launch_price_range_krw=34180000~34180000 | displacement_range_cc=1998~1998 | body_length_range_mm=4215~4215
hyundai,코나 하이브리드,"['모던 스페셜', '스마트 스페셜', '프리미엄 스페셜']",['1.6 HEV 2WD'],"class_name_examples=모던 스페셜, 스마트 스페셜, 프리미엄 스페셜 | level_name_examples=1.6 HEV 2WD | launch_price_range_krw=23730000~27300000 | displacement_range_cc=1580~1580 | body_length_range_mm=4165~4165"
hyundai,투싼ix,"['LMX20 프리미엄', 'LX20 럭셔리', 'LX20 프리미어', 'X20 워너비', 'LX20 모던', 'LX20 스마트팩', 'LX20 월드컵 스페셜 에디션', 'X20 디럭스', 'X20 럭셔리', 'X20 스마트']","['2.0 가솔린', '2.0 디젤 2WD', '2.0 디젤 4WD']","class_name_examples=LMX20 프리미엄, LX20 럭셔리, LX20 프리미어, X20 워너비, LX20 모던, LX20 스마트팩, LX20 월드컵 스페셜 에디션, X20 디럭스, X20 럭셔리, X20 스마트 | level_name_examples=2.0 가솔린, 2.0 디젤 2WD, 2.0 디젤 4WD | launch_price_range_krw=18700000~30110000 | displacement_range_cc=1995~1998 | body_length_range_mm=4410~4410"
hyundai,팰리세이드,"['VIP', '익스클루시브', '캘리그래피', '프레스티지']","['2.2 디젤 2WD', '2.2 디젤 4WD', '3.8 가솔린 2WD', '3.8 가솔린 4WD']","class_name_examples=VIP, 익스클루시브, 캘리그래피, 프레스티지 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD, 3.8 가솔린 2WD, 3.8 가솔린 4WD | launch_price_range_krw=0~55620000 | displacement_range_cc=2199~3778 | body_length_range_mm=4980~4980"
hyundai,포레스트,"['디럭스', '스탠다드', '엔트리']",['2.5 디젤 캠핑카'],"class_name_examples=디럭스, 스탠다드, 엔트리 | level_name_examples=2.5 디젤 캠핑카 | launch_price_range_krw=48990000~77060000 | displacement_range_cc=2497~2497 | body_length_range_mm=5680~5680"
hyundai,포터2,"['초장축 플러스', '모던플러스', '스마트', '스타일']","['CRDi 더블캡', '슈퍼캡 내장탑차']","class_name_examples=초장축 플러스, 모던플러스, 스마트, 스타일 | level_name_examples=CRDi 더블캡, 슈퍼캡 내장탑차 | launch_price_range_krw=0~0 | displacement_range_cc=2497~2497 | body_length_range_mm=5120~5170"
kgm,G4 렉스턴,"['럭셔리', '마제스티', '마제스티 스페셜', '유라시아 에디션', '프라임', '헤리티지', '헤리티지 스페셜', '화이트 에디션']","['2.2 디젤 2WD 5인승', '2.2 디젤 4WD 5인승', '2.2 디젤 4WD 7인승']","class_name_examples=럭셔리, 마제스티, 마제스티 스페셜, 유라시아 에디션, 프라임, 헤리티지, 헤리티지 스페셜, 화이트 에디션 | level_name_examples=2.2 디젤 2WD 5인승, 2.2 디젤 4WD 5인승, 2.2 디젤 4WD 7인승 | launch_price_range_krw=0~46090000 | displacement_range_cc=2157~2157 | body_length_range_mm=4850~4850"
kgm,뉴 로디우스,"['RD400 EZ 스페셜', 'RD400 최고급형', 'RD500 EZ 스페셜', 'RD500 최고급형', '플래티넘', 'RD400']","['2.7 디젤 2WD 9인승', '2.7 디젤 4WD 11인승']","class_name_examples=RD400 EZ 스페셜, RD400 최고급형, RD500 EZ 스페셜, RD500 최고급형, 플래티넘, RD400 | level_name_examples=2.7 디젤 2WD 9인승, 2.7 디젤 4WD 11인승 | launch_price_range_krw=0~32020000 | displacement_range_cc=2696~2696 | body_length_range_mm=5125~5130"
kgm,뉴 스타일 코란도 C,"['DX', 'KX', 'RX', 'RX 고급형', 'RX 최고급형', '익스트림', '익스트림 스포츠']","['2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=DX, KX, RX, RX 고급형, RX 최고급형, 익스트림, 익스트림 스포츠 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=23690000~30570000 | displacement_range_cc=2157~2157 | body_length_range_mm=4410~4410"
kgm,뉴 체어맨W,"['CW600 SVIP', 'CW600 럭셔리', 'CW600 프레스티지', 'CW600 VIP', 'CW700 VIP', 'CW700 VVIP', 'CW700 럭셔리', 'CW700 리무진', 'CW700 이그제큐티브', 'CW700 프레스티지']","['3.2', '3.2 AWD', '3.6', '3.6 AWD', '5.0']","class_name_examples=CW600 SVIP, CW600 럭셔리, CW600 프레스티지, CW600 VIP, CW700 VIP, CW700 VVIP, CW700 럭셔리, CW700 리무진, CW700 이그제큐티브, CW700 프레스티지 | level_name_examples=3.2, 3.2 AWD, 3.6, 3.6 AWD, 5.0 | launch_price_range_krw=55640000~114300000 | displacement_range_cc=3199~4966 | body_length_range_mm=5135~5435"
kgm,뉴 코란도 C,"['CVS 고급형', 'CVS 최고급형', 'CVT 고급형', 'CVT 최고급형', 'CVX 고급형', 'CVX 최고급형', 'DX', 'KX', 'RX 고급형', 'RX 최고급형']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=CVS 고급형, CVS 최고급형, CVT 고급형, CVT 최고급형, CVX 고급형, CVX 최고급형, DX, KX, RX 고급형, RX 최고급형 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=20710000~30520000 | displacement_range_cc=1998~2157 | body_length_range_mm=4410~4410"
kgm,뉴카이런,"['LV5', 'LV6', 'LV6 브라운 에디션', '최고급형', 'EV5 고급형', 'LV5 고급형', 'LV5 최고급형', 'LV7', 'LV7 고급형', 'LV7 최고급형']","['2.0 디젤 2WD 5인승', '2.0 디젤 2WD 7인승', '2.0 디젤 4WD 5인승', '2.0 디젤 4WD 7인승', '2.7 디젤 2WD 7인승', '2.7 디젤 4WD 7인승', '2.7 디젤 AWD 7인승']","class_name_examples=LV5, LV6, LV6 브라운 에디션, 최고급형, EV5 고급형, LV5 고급형, LV5 최고급형, LV7, LV7 고급형, LV7 최고급형 | level_name_examples=2.0 디젤 2WD 5인승, 2.0 디젤 2WD 7인승, 2.0 디젤 4WD 5인승, 2.0 디젤 4WD 7인승, 2.7 디젤 2WD 7인승, 2.7 디젤 4WD 7인승, 2.7 디젤 AWD 7인승 | launch_price_range_krw=22370000~35130000 | displacement_range_cc=1988~2696 | body_length_range_mm=4660~4710"
kgm,더 뉴 렉스턴 스포츠,"['노블레스', '와일드', '프레스티지', '와일드 쿨멘']","['2.2 디젤 2WD', '2.2 디젤 2WD 쿨멘', '2.2 디젤 4WD', '2.2 디젤 4WD 쿨멘']","class_name_examples=노블레스, 와일드, 프레스티지, 와일드 쿨멘 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 2WD 쿨멘, 2.2 디젤 4WD, 2.2 디젤 4WD 쿨멘 | launch_price_range_krw=0~35250000 | displacement_range_cc=2157~2157 | body_length_range_mm=5095~5095"
kgm,더 뉴 렉스턴 스포츠 칸,"['노블레스', '와일드', '익스페디션', '프레스티지', '쿨멘 노블레스']","['2.2 디젤 2WD', '2.2 디젤 2WD 쿨멘', '2.2 디젤 4WD', '2.2 디젤 4WD 쿨멘']","class_name_examples=노블레스, 와일드, 익스페디션, 프레스티지, 쿨멘 노블레스 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 2WD 쿨멘, 2.2 디젤 4WD, 2.2 디젤 4WD 쿨멘 | launch_price_range_krw=0~0 | displacement_range_cc=2157~2157 | body_length_range_mm=5405~5415"
kgm,더 뉴 코란도 스포츠,"['CX5 에코', 'CX5 클럽', 'CX7 매니아', 'CX7 비전', 'CX7 클럽', 'CX7 패션', '삼바 에디션', '익스트림']","['2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=CX5 에코, CX5 클럽, CX7 매니아, CX7 비전, CX7 클럽, CX7 패션, 삼바 에디션, 익스트림 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~0 | displacement_range_cc=2157~2157 | body_length_range_mm=4990~4990"
kgm,렉스턴 뉴 아레나,"['노블레스', '더 블랙', '프리미엄']",['2.2 디젤 4WD'],"class_name_examples=노블레스, 더 블랙, 프리미엄 | level_name_examples=2.2 디젤 4WD | launch_price_range_krw=39790000~51730000 | displacement_range_cc=2157~2157 | body_length_range_mm=4850~4850"
kgm,렉스턴 스포츠,"['노블레스', '어드벤처', '와일드', '프레스티지', '프레스티지 스페셜', '다이내믹 에디션', '캠핑카']","['2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=노블레스, 어드벤처, 와일드, 프레스티지, 프레스티지 스페셜, 다이내믹 에디션, 캠핑카 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~34400000 | displacement_range_cc=2157~2157 | body_length_range_mm=5095~5095"
kgm,렉스턴 스포츠 칸,"['5링크 노블레스', '5링크 프레스티지', '5링크 프레스티지 스페셜', '5링크 프로페셔널 S', '5링크 프로페셔널 X', '파워 리프 노블레스', '파워 리프 와일드', '파워 리프 파이오니어 S', '파워 리프 파이오니어 X', '파워 리프 프레스티지']","['2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=5링크 노블레스, 5링크 프레스티지, 5링크 프레스티지 스페셜, 5링크 프로페셔널 S, 5링크 프로페셔널 X, 파워 리프 노블레스, 파워 리프 와일드, 파워 리프 파이오니어 S, 파워 리프 파이오니어 X, 파워 리프 프레스티지 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~36900000 | displacement_range_cc=2157~2157 | body_length_range_mm=5405~5405"
kgm,렉스턴W,"['RX5 디럭스', 'RX7 디럭스', 'RX7 럭셔리', 'RX7 브라운 스페셜', 'RX7 프레스티지', 'RX7 마니아', '노블레스', '어드벤처 60주년 에디션']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 4WD']","class_name_examples=RX5 디럭스, RX7 디럭스, RX7 럭셔리, RX7 브라운 스페셜, RX7 프레스티지, RX7 마니아, 노블레스, 어드벤처 60주년 에디션 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 4WD | launch_price_range_krw=27330000~39480000 | displacement_range_cc=1998~2157 | body_length_range_mm=4755~4755"
kgm,무쏘,"['2000', '2000 프레스티지', '2300', '2300 프레스티지', '601', '602 EL', '602 프레스티지', '-', '프레스티지', 'EX']","['2.0 가솔린', '2.3 가솔린', '2.3 디젤', '2.9 디젤', '2.9 디젤 터보인터쿨러', '3.2 가솔린']","class_name_examples=2000, 2000 프레스티지, 2300, 2300 프레스티지, 601, 602 EL, 602 프레스티지, -, 프레스티지, EX | level_name_examples=2.0 가솔린, 2.3 가솔린, 2.3 디젤, 2.9 디젤, 2.9 디젤 터보인터쿨러, 3.2 가솔린 | launch_price_range_krw=17600000~32050000 | displacement_range_cc=1998~3199 | body_length_range_mm=4640~4640"
kgm,무쏘 스포츠,"['290S CT 고급형', '290S CT 기본형', '290S CT 최고급형', 'FX5 CT 고급형', 'FX5 CT 일반형', 'FX5 CT 최고급형', '290S 고급형', '290S 기본형', '290S 최고급형', 'FX5 고급형']","['2.9 디젤 2WD', '2.9 디젤 4WD']","class_name_examples=290S CT 고급형, 290S CT 기본형, 290S CT 최고급형, FX5 CT 고급형, FX5 CT 일반형, FX5 CT 최고급형, 290S 고급형, 290S 기본형, 290S 최고급형, FX5 고급형 | level_name_examples=2.9 디젤 2WD, 2.9 디젤 4WD | launch_price_range_krw=0~20870000 | displacement_range_cc=2874~2874 | body_length_range_mm=4745~4935"
kgm,베리 뉴 티볼리,"['R-PLUS', 'V1', 'V3', 'V3 스페셜', 'V5', 'V7', '리미티드 에디션', '업비트']","['1.5 가솔린 2WD', '1.5 가솔린 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=R-PLUS, V1, V3, V3 스페셜, V5, V7, 리미티드 에디션, 업비트 | level_name_examples=1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=16780000~28140000 | displacement_range_cc=1497~1597 | body_length_range_mm=4225~4225"
kgm,뷰티풀 코란도,"['C3', 'C3 플러스', 'C5', 'C5 프라임', 'C5 플러스', 'C7', 'R-플러스', '딜라이트', '딜라이트 플러스', '샤이니']","['1.5 가솔린 2WD', '1.5 가솔린 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=C3, C3 플러스, C5, C5 프라임, C5 플러스, C7, R-플러스, 딜라이트, 딜라이트 플러스, 샤이니 | level_name_examples=1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=22580000~30720000 | displacement_range_cc=1497~1597 | body_length_range_mm=4450~4450"
kgm,슈퍼 렉스턴,"['RX4 고급형', 'RX4 브라운', 'RX4 최고급형', 'RX5 고급형', 'RX6 고급형', 'RX6 최고급형', 'RX6 브라운 스페셜', 'RX6 브라운 에디션', 'RX7', 'RX7 AWD 브라운 에디션']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.7 디젤 2WD', '2.7 디젤 4WD', '2.7 디젤 AWD']","class_name_examples=RX4 고급형, RX4 브라운, RX4 최고급형, RX5 고급형, RX6 고급형, RX6 최고급형, RX6 브라운 스페셜, RX6 브라운 에디션, RX7, RX7 AWD 브라운 에디션 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.7 디젤 2WD, 2.7 디젤 4WD, 2.7 디젤 AWD | launch_price_range_krw=24950000~40700000 | displacement_range_cc=1998~2696 | body_length_range_mm=4735~4735"
kgm,액티언 2세대,"['S8 하이브리드', 'S7', 'S8', 'S9']","['1.5 HEV 2WD', '1.5 가솔린 2WD', '1.5 가솔린 AWD', '1.5 바이퓨얼 2WD', '1.5 바이퓨얼 AWD']","class_name_examples=S8 하이브리드, S7, S8, S9 | level_name_examples=1.5 HEV 2WD, 1.5 가솔린 2WD, 1.5 가솔린 AWD, 1.5 바이퓨얼 2WD, 1.5 바이퓨얼 AWD | launch_price_range_krw=0~0 | displacement_range_cc=1497~1498 | body_length_range_mm=4740~4740"
kgm,올 뉴 렉스턴,"['럭셔리', '프레스티지', '더 블랙', '마스터', '시그니처']","['2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=럭셔리, 프레스티지, 더 블랙, 마스터, 시그니처 | level_name_examples=2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~50180000 | displacement_range_cc=2157~2157 | body_length_range_mm=4850~4850"
kgm,체어맨H 뉴 클래식,"['500S VIP', '500S 고급형', '500S 브라운 에디션', '500S 최고급형', '600S VIP', '600S 브라운 에디션', '600S 최고급형']","['2.8', '3.2']","class_name_examples=500S VIP, 500S 고급형, 500S 브라운 에디션, 500S 최고급형, 600S VIP, 600S 브라운 에디션, 600S 최고급형 | level_name_examples=2.8, 3.2 | launch_price_range_krw=35750000~47730000 | displacement_range_cc=2799~3199 | body_length_range_mm=5050~5050"
kgm,코란도 C,"['시크', '시크 K룩', '시크 리미티드', '시크 비트', '시크 쿨', '클래시', '클래시 럭셔리', '클래시 컴포트', '클러비', '클러비 K룩']","['2.0 디젤 2WD', '2.0 디젤 4WD']","class_name_examples=시크, 시크 K룩, 시크 리미티드, 시크 비트, 시크 쿨, 클래시, 클래시 럭셔리, 클래시 컴포트, 클러비, 클러비 K룩 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD | launch_price_range_krw=0~27850000 | displacement_range_cc=1998~1998 | body_length_range_mm=4410~4410"
kgm,코란도 스포츠,"['CX5 에코', 'CX5 클럽', 'CX5 패션', 'CX7 레저', 'CX7 매니아', 'CX7 비전', 'CX7 클럽', 'CX7 패션', '어드벤처 60th 에디션']","['2.0 디젤 2WD', '2.0 디젤 4WD']","class_name_examples=CX5 에코, CX5 클럽, CX5 패션, CX7 레저, CX7 매니아, CX7 비전, CX7 클럽, CX7 패션, 어드벤처 60th 에디션 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD | launch_price_range_krw=0~25600000 | displacement_range_cc=1998~1998 | body_length_range_mm=4410~4990"
kgm,코란도 투리스모,"['GT 11인승', 'GT 9인승', 'LT 11인승', 'LT 9인승', 'RT 11인승', 'RT 9인승', '익스트림 11인승', '익스트림 9인승', '샤토 11인승', '샤토 9인승']","['2.0 디젤 2WD', '2.0 디젤 4WD', '2.2 디젤 2WD', '2.2 디젤 4WD']","class_name_examples=GT 11인승, GT 9인승, LT 11인승, LT 9인승, RT 11인승, RT 9인승, 익스트림 11인승, 익스트림 9인승, 샤토 11인승, 샤토 9인승 | level_name_examples=2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD | launch_price_range_krw=0~50540000 | displacement_range_cc=1998~2157 | body_length_range_mm=5130~5130"
kgm,토레스,"['T5', 'T7', 'TX', '블랙 에디션', 'TL5', 'TL7']","['1.5 가솔린 2WD', '1.5 가솔린 4WD', '1.5 바이퓨얼 2WD']","class_name_examples=T5, T7, TX, 블랙 에디션, TL5, TL7 | level_name_examples=1.5 가솔린 2WD, 1.5 가솔린 4WD, 1.5 바이퓨얼 2WD | launch_price_range_krw=0~35240000 | displacement_range_cc=1497~1497 | body_length_range_mm=4700~4705"
kgm,티볼리,"['LX', 'LX 고급형', 'LX 최고급형', 'TX', 'TX 스타일', 'VX', '삼바 에디션', '엣지 에디션']","['1.6 가솔린 2WD', '1.6 가솔린 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=LX, LX 고급형, LX 최고급형, TX, TX 스타일, VX, 삼바 에디션, 엣지 에디션 | level_name_examples=1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=0~26270000 | displacement_range_cc=1597~1597 | body_length_range_mm=4195~4195"
kgm,티볼리 아머,"['LX', 'TX', 'VX', '기어 II 드라이빙 기어', '기어 II 스타일링 기어', '기어 에디션', '기어 플러스', '기어 플러스 I', '기어 플러스 II']","['1.6 가솔린 2WD', '1.6 가솔린 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=LX, TX, VX, 기어 II 드라이빙 기어, 기어 II 스타일링 기어, 기어 에디션, 기어 플러스, 기어 플러스 I, 기어 플러스 II | level_name_examples=1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=17830000~26000000 | displacement_range_cc=1597~1597 | body_length_range_mm=4205~4205"
kgm,티볼리 에어,"['A1', 'A3', '업비트', 'AX', 'IX', 'RX']","['1.5 가솔린 2WD', '1.6 가솔린 2WD', '1.6 가솔린 4WD', '1.6 디젤 2WD', '1.6 디젤 4WD']","class_name_examples=A1, A3, 업비트, AX, IX, RX | level_name_examples=1.5 가솔린 2WD, 1.6 가솔린 2WD, 1.6 가솔린 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD | launch_price_range_krw=18760000~25860000 | displacement_range_cc=1497~1597 | body_length_range_mm=4440~4480"
kia,K3,"['W 스페셜', '노블레스', '디럭스', '럭셔리', '럭셔리 에코플러스', '에코 플러스', '트렌디', '프레스티지', '럭셔리 트렌디']","['1.6', '1.6 디젤', '유로 1.6']","class_name_examples=W 스페셜, 노블레스, 디럭스, 럭셔리, 럭셔리 에코플러스, 에코 플러스, 트렌디, 프레스티지, 럭셔리 트렌디 | level_name_examples=1.6, 1.6 디젤, 유로 1.6 | launch_price_range_krw=14030000~21950000 | displacement_range_cc=1582~1591 | body_length_range_mm=4350~4560"
kia,K3 쿱,"['럭셔리', '프레스티지', '노블레스', '트렌디']","['1.6', '1.6 터보']","class_name_examples=럭셔리, 프레스티지, 노블레스, 트렌디 | level_name_examples=1.6, 1.6 터보 | launch_price_range_krw=17720000~22950000 | displacement_range_cc=1591~1591 | body_length_range_mm=4530~4530"
kia,K5,"['노블레스', '디럭스', '럭셔리', '스마트', '스마트 스페셜', '트렌디', '프레스티지', '프레스티지 브라운', '프레스티지 에코플러스']","['2.0', '2.0 LPi', '2.0 터보', '2.4']","class_name_examples=노블레스, 디럭스, 럭셔리, 스마트, 스마트 스페셜, 트렌디, 프레스티지, 프레스티지 브라운, 프레스티지 에코플러스 | level_name_examples=2.0, 2.0 LPi, 2.0 터보, 2.4 | launch_price_range_krw=0~29650000 | displacement_range_cc=1998~2359 | body_length_range_mm=4845~4845"
