brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,흰색,62306.0,4200
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,2.08,흰색,20602.0,6400
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2024,2.17,흰색,51384.0,2650
kgm,티볼리 에어,RX,suv,27.849928,2018,8.42,회색,119851.0,960
hyundai,그랜저IG,프리미엄,sedan,64.010283,2019,7.58,흰색,96350.0,1590
kia,더 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2024,2.33,미색,80109.0,1000
kia,K5,프레스티지,sedan,27.377892,2021,4.75,미색,40000.0,2330
kgm,뷰티풀 코란도,C5 플러스,suv,32.395382,2022,3.92,회색,29150.0,1850
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2021,4.75,초록(연두),48164.0,2390
hyundai,제네시스 DH,모던,sedan,89.010283,2016,9.75,회색,43322.0,1590
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,검정,129903.0,3400
chevrolet,트래버스,RS,suv,99.422799,2021,4.5,흰색,25833.0,2850
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,회색,121209.0,2990
kia,올 뉴 카니발,럭셔리,van,71.038251,2018,8.58,회색,181385.0,830
kia,디 올 뉴 스포티지 하이브리드,노블레스 그래비티,suv,52.886003,2024,1.5,검정,7382.0,3550
hyundai,제네시스,프레스티지,sedan,89.845758,2021,5.0,검정,82598.0,4450
kia,더 뉴 K7,프레스티지,sedan,73.650386,2015,10.92,회색,88781.0,920
kia,K5,노블레스,sedan,27.377892,2016,10.25,회색,60127.0,1200
kia,더 뉴 쏘렌토 4세대,시그니처,suv,79.292929,2021,4.92,회색,18006.0,3450
hyundai,제네시스 DH,프레스티지,sedan,90.231362,2015,12.0,쥐색,151233.0,1290
hyundai,코나 하이브리드,모던 스페셜,suv,4.834055,2020,6.42,흰색,50479.0,1900
kia,니로,프레스티지,suv,13.131313,2017,9.83,검정색,128253.0,1250
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,3.58,검정,27683.0,1630
kia,올 뉴 카니발,프레지던트,van,73.770492,2016,10.75,흰색,118180.0,1620
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.42,미색,160938.0,570
hyundai,아반떼AD,오리지널,sedan,7.390746,2018,7.92,흰색,95651.0,1150
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.25,흰색,92110.0,4990
kia,모닝 어반,,hatchback,22.797927,2021,5.0,흰색,13069.0,850
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.5,흰색,53293.0,1390
kia,디 올 뉴 니로,시그니처,suv,17.965368,2023,3.33,초록(연두),59551.0,2770
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.08,흰색,137865.0,3180
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.17,회색,69905.0,1470
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.08,검정,41603.0,2400
hyundai,LF쏘나타,스마트,sedan,56.041131,2015,10.92,흰색,174100.0,750
hyundai,싼타페TM,프레스티지,suv,70.707071,2020,6.17,초록(연두),74729.0,2370
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2017,9.33,회색,136036.0,450
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2022,3.5,흰색,69041.0,5690
kgm,렉스턴 스포츠,프레스티지 스페셜,truck,51.219512,2020,5.83,검정,184254.0,1390
kgm,렉스턴 스포츠,프레스티지,truck,55.487805,2019,7.17,검정,195955.0,1260
kgm,렉스턴 스포츠,노블레스,truck,55.487805,2018,8.0,회색,108726.0,1750
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2022,3.67,회색,41568.0,2490
hyundai,베뉴,모던,suv,2.380952,2020,6.5,회색,85997.0,1290
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,3.17,검정,122629.0,2050
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.92,검정,108463.0,3200
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,2024,2.92,흰색,61437.0,1950
kia,모하비 더 마스터,마스터즈,suv,89.177489,2021,5.17,검정색,78394.0,3490
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2020,5.5,남색,146133.0,3690
hyundai,제네시스 DH,모던,sedan,89.010283,2016,10.5,검정색,178368.0,970
hyundai,캐스퍼,디 에센셜,suv,0.721501,2024,1.83,흰색,20279.0,1590
kia,더 뉴 K3,트렌디,sedan,4.691517,2016,9.83,회색,28983.0,999
kia,레이,,hatchback,53.367876,2018,7.17,흰색,83501.0,700
chevrolet,올란도,LT 세이프티,van,20.491803,2015,10.83,회색,143800.0,580
hyundai,그랜저IG 하이브리드,익스클루시브 스페셜,sedan,64.010283,2019,7.17,흰색,120357.0,1690
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2022,4.25,흰색,112344.0,3130
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.0,흰색,151060.0,1680
hyundai,더 뉴 코나,모던,suv,7.503608,2021,5.0,흰색,99520.0,1750
kia,셀토스,프레스티지,suv,21.933622,2020,6.58,검정,88454.0,1670
hyundai,아반떼AD,모던,sedan,6.233933,2016,10.17,흰색,95242.0,1040
hyundai,베뉴,모던 플러스,suv,2.380952,2022,4.42,"파랑(남색,곤색)",32638.0,2120
kia,K8,플래티넘,sedan,75.835476,2022,4.17,검정,62397.0,3150
hyundai,쏘나타 DN8,인스퍼레이션,sedan,32.51928,2020,6.58,검정,82712.0,2050
chevrolet,트레일블레이저,RS,suv,29.076479,2021,6.0,회색,61686.0,1890
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,2.75,회색,27255.0,3100
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2022,3.58,검정,129878.0,3700
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,"파랑(남색,곤색)",92635.0,3750
renault,클리오,인텐스,hatchback,46.632124,2018,7.42,흰색,121991.0,740
kgm,뉴 코란도 C,RX 고급형,suv,43.506494,2016,10.42,흰색,111667.0,650
kgm,티볼리 아머,VX,suv,15.800866,2018,7.75,"파랑(남색,곤색)",73017.0,1070
renault,SM6,SE,sedan,48.071979,2019,7.33,회색,120339.0,740
hyundai,아반떼MD,M16 스마트,sedan,2.377892,2015,11.5,회색,137155.0,500
hyundai,더 뉴 그랜드스타렉스,2WD,van,60.10929,2022,4.17,흰색,62460.0,2650
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.25,흰색,39800.0,3150
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,11.17,회색,131837.0,580
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.17,회색,65400.0,3900
kgm,렉스턴 스포츠,다이내믹 에디션,truck,59.146341,2021,5.5,흰색,61462.0,1990
hyundai,코나,모던 팝,suv,6.709957,2018,7.75,흰색,47000.0,1740
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2016,10.42,검정,141067.0,490
kia,더 뉴 쏘렌토 4세대 하이브리드,시그니처,suv,69.84127,2024,1.92,검정,74495.0,4150
kia,카니발 4세대,시그니처,van,92.896175,2021,5.42,미색,108702.0,2870
hyundai,올 뉴 아반떼 하이브리드 [CN7],모던,sedan,11.182519,2023,3.5,흰색,117832.0,1590
kia,스팅어,플래티넘,sedan,19.40874,2018,7.83,"파랑(남색,곤색)",96163.0,1899
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.25,회색,101970.0,1870
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2019,7.0,미색,101213.0,1750
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,2021,5.75,흰색,26882.0,1990
kia,쏘렌토 4세대,프레스티지,suv,75.901876,2022,4.33,흰색,83820.0,2490
kgm,티볼리 아머,기어 플러스,suv,14.213564,2018,7.25,흰색,58151.0,1190
hyundai,스타리아,9인승,van,75.956284,2022,4.58,회색,146830.0,2390
kia,더 뉴 K5,디럭스,sedan,28.984576,2015,11.33,검정,178000.0,650
renault,SM5 노바,RE,sedan,67.159383,2015,11.08,회색,58765.0,700
kia,스팅어 마이스터,마스터즈,sedan,20.051414,2021,5.17,미색,143114.0,1950
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.75,흰색,42450.0,5540
kia,카니발 4세대,시그니처,van,92.896175,2021,4.92,검정,106856.0,2950
kia,더 뉴 카니발,노블레스 스페셜,van,66.393443,2019,7.83,검정,194353.0,1290
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,4.42,흰색,41945.0,2700
chevrolet,더 뉴 트랙스,프리미어,suv,23.593074,2018,8.75,흰색,156254.0,690
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2019,7.67,검정,225711.0,1130
kgm,더 뉴 렉스턴 스포츠 칸,노블레스,truck,85.365854,2024,1.83,미색,49864.0,3150
kia,올 뉴 쏘렌토,럭셔리,suv,65.873016,2016,10.0,회색,191051.0,840
kia,카니발 4세대,시그니처,van,92.896175,2023,2.92,미색,71845.0,3190
hyundai,스타리아,11인승,van,85.245902,2024,2.0,흰색,63516.0,2750
kia,더 뉴 K3 [2세대],시그니처,sedan,10.539846,2022,3.83,회색,52325.0,2200
kia,K5,프레스티지,sedan,27.377892,2019,7.0,미색,130130.0,1190
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2026,0.92,검정,22489.0,6280
hyundai,벨로스터 N,퍼포먼스팩,hatchback,73.056995,2021,5.17,검정,55821.0,1950
kia,카니발 4세대,시그니처,van,92.896175,2023,3.0,미색,44199.0,3450
hyundai,그랜드스타렉스,CVX 럭셔리,van,56.010929,2016,10.75,회색,81097.0,1180
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2018,8.08,흰색,78817.0,1600
hyundai,디 올 뉴 코나 하이브리드,인스퍼레이션,suv,24.603175,2024,2.33,흰색,17418.0,3460
hyundai,스타리아,모던,van,75.956284,2023,3.0,회색,50038.0,2850
renault,SM6,RE,sedan,48.071979,2016,9.83,흰색,55776.0,1250
kia,더 뉴 K5,프레스티지,sedan,28.984576,2019,7.5,흰색,75159.0,1470
kia,더 뉴 쏘렌토 4세대,시그니처,suv,79.292929,2026,0.42,미색,12156.0,4350
hyundai,더 뉴 캐스퍼,디 에센셜,suv,0.721501,2026,0.25,흰색,342.0,2180
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2017,9.33,흰색,139977.0,890
kia,올 뉴 카니발,프레스티지,van,71.038251,2015,11.08,흰색,177195.0,1150
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2017,8.83,빨간색,117690.0,850
renault,QM6,RE,suv,57.792208,2024,2.67,흰색,67730.0,2000
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.75,회색,173679.0,1200
hyundai,더 뉴 그랜저 하이브리드,캘리그래피,sedan,76.928021,2021,5.25,흰색,102013.0,2999
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2019,7.0,검정,49470.0,1020
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,3.17,흰색,56233.0,2490
kia,올 뉴 K7,럭셔리,sedan,77.634961,2018,7.42,회색,141853.0,1290
kia,카니발 4세대,시그니처,van,92.896175,2023,2.83,미색,13010.0,3690
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2020,6.33,회색,74821.0,1850
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.0,검정,100023.0,2150
chevrolet,올란도,LTZ 프리미엄,van,20.491803,2017,9.17,흰색,69802.0,980
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2024,2.25,검정,12793.0,2850
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2017,8.5,미색,117675.0,730
renault,QM3,RE,suv,3.751804,2016,10.33,미색,128288.0,540
kia,올 뉴 카니발,프레지던트,van,73.770492,2018,8.67,회색,168359.0,1290
hyundai,싼타페DM,익스클루시브 스페셜,suv,59.307359,2019,7.42,흰색,98765.0,2050
kia,올 뉴 카렌스,트렌디,van,8.743169,2016,10.08,흰색,144305.0,870
hyundai,스타리아,인스퍼레이션,van,75.956284,2022,4.33,회색,113685.0,3490
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.75,회색,158131.0,960
hyundai,올 뉴 아반떼 하이브리드 [CN7],모던,sedan,11.182519,2022,4.17,회색,118049.0,1460
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,6.5,미색,26272.0,1110
kia,카니발 4세대,노블레스,van,69.398907,2023,2.33,회색,108395.0,2850
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,8.0,흰색,59543.0,1350
kia,디 올 뉴 스포티지 하이브리드,시그니처,suv,47.763348,2022,3.67,회색,39912.0,3220
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2016,10.5,흰색,128310.0,1290
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,초록(연두),54781.0,4450
kia,올 뉴 쏘렌토,노블레스 스페셜,suv,68.686869,2015,10.92,검정색,203010.0,950
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.58,미색,124630.0,290
kia,올 뉴 카니발,프레스티지,van,71.038251,2018,8.75,회색,115231.0,1350
chevrolet,더 넥스트 스파크,에코 LTZ,hatchback,7.253886,2015,10.58,청색,26532.0,680
hyundai,쏘나타 디 엣지 하이브리드,인스퍼레이션,sedan,41.709512,2025,0.58,회색,8683.0,3810
kia,셀토스,프레스티지,suv,21.933622,2020,6.17,회색,92500.0,1850
hyundai,올 뉴 투싼,프리미엄,suv,38.095238,2018,8.5,흰색,72661.0,1710
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.83,흰색,56299.0,1490
hyundai,싼타페DM,프리미엄,suv,59.307359,2019,7.58,흰색,62966.0,2120
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,46980.0,2670
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.83,미색,64551.0,690
kia,디 올 뉴 스포티지 하이브리드,시그니처,suv,47.763348,2023,3.08,회색,62860.0,3299
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.92,검정,139040.0,1150
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.42,검정,190939.0,970
hyundai,스타리아,11인승,van,85.245902,2024,2.17,회색,28959.0,2890
renault,SM3 네오,RE,sedan,20.694087,2015,11.5,흰색,177627.0,330
hyundai,코나,모던,suv,5.122655,2018,8.25,흰색,89000.0,1350
kia,K3,트렌디,sedan,5.462725,2015,11.33,미색,124871.0,600
hyundai,그랜드스타렉스,CVX 럭셔리,van,56.010929,2016,11.0,노랑,61891.0,1130
kia,더 뉴 K3,트렌디,sedan,4.691517,2016,9.92,미색,134634.0,690
hyundai,그랜저IG,프리미엄,sedan,64.010283,2017,9.25,검정,136487.0,1450
kia,디 올 뉴 스포티지,시그니처,suv,53.391053,2022,4.25,"파랑(남색,곤색)",23285.0,2930
kia,셀토스,시그니처,suv,25.036075,2021,5.17,미색,86899.0,2040
kia,더 뉴 쏘렌토,프레스티지,suv,67.676768,2020,6.33,미색,24281.0,2350
hyundai,벨로스터 N,퍼포먼스팩,hatchback,73.056995,2021,5.5,회색,137940.0,1690
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2022,4.0,회색,181120.0,1790
kia,K5,노블레스,sedan,27.377892,2020,6.75,미색,98396.0,1399
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,2.75,회색,33076.0,2870
kia,더 뉴 모하비,프레지던트,suv,89.75469,2019,6.58,미색,124012.0,2090
kia,K5,프레스티지,sedan,27.377892,2022,4.17,검정,92419.0,1630
kia,더 뉴 레이,럭셔리,van,3.005464,2020,6.0,쥐색,23414.0,880
hyundai,올 뉴 투싼,모던,suv,37.950938,2017,9.75,흰색,95300.0,1350
kia,쏘렌토 4세대 하이브리드,노블레스,suv,68.326118,2022,3.92,미색,80792.0,3360
hyundai,싼타페 더 프라임,밸류 플러스,suv,60.17316,2017,8.67,회색,102896.0,1350
hyundai,스타리아,특장업체,van,50.273224,2022,4.42,검정색,49000.0,3600
renault,SM7 노바,,sedan,82.77635,2019,7.0,회색,142001.0,620
hyundai,더 뉴 그랜저,고급형,sedan,80.912596,2023,3.67,흰색,180500.0,1650
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2022,3.83,검정,34898.0,2490
renault,마스터,S,van,89.89071,2020,6.33,회색,68792.0,2260
kia,셀토스,노블레스,suv,25.252525,2020,6.42,흰색,45721.0,2250
hyundai,코나,모던 테크,suv,6.709957,2018,7.42,회색,31807.0,1530
kia,더 뉴 K3,디럭스,sedan,4.691517,2016,9.58,회색,114950.0,710
kia,K8,노블레스,sedan,75.835476,2022,4.33,회색,46073.0,2590
kia,K8,노블레스,sedan,75.835476,2022,4.17,회색,75348.0,2590
kgm,베리 뉴 티볼리,V3 스페셜,suv,20.41847,2021,5.83,"파랑(남색,곤색)",116790.0,1290
kgm,티볼리 아머,VX,suv,15.800866,2018,7.75,흰색,135830.0,800
kia,카니발 4세대,노블레스,van,69.398907,2023,2.67,미색,53654.0,2900
kia,더 뉴 K9 [RJ],플래티넘,sedan,94.987147,2023,3.25,검정,52057.0,3850
hyundai,쏘나타 하이브리드 [DN8],프리미엄 플러스,sedan,32.51928,2022,4.25,회색,108106.0,1850
hyundai,그랜저IG 하이브리드,익스클루시브,sedan,64.010283,2023,3.58,검정,85315.0,2550
kia,K8,노블레스,sedan,75.835476,2022,4.42,검정,69257.0,1990
kia,K8,노블레스,sedan,75.835476,2022,4.0,검정,43117.0,2580
hyundai,아반떼 N,,sedan,13.881748,2025,1.08,하늘색,6627.0,3430
renault,XM3,인스파이어,suv,26.262626,2024,2.08,"파랑(남색,곤색)",15357.0,2450
kia,더 뉴 K8 하이브리드,시그니처,sedan,62.017995,2026,0.5,미색,19154.0,5490
kia,카니발 4세대,노블레스,van,69.398907,2022,4.08,미색,110217.0,2650
kgm,렉스턴 스포츠,프레스티지,truck,55.487805,2021,5.58,회색,67157.0,1950
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2022,4.17,회색,18377.0,2950
kgm,G4 렉스턴,마제스티,suv,93.145743,2018,8.83,흰색,190593.0,1250
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2021,5.17,흰색,50239.0,1070
hyundai,그랜저HG 하이브리드,프리미엄,sedan,60.539846,2015,11.75,검정,196461.0,590
kia,쏘렌토 4세대 하이브리드,시그니처,suv,68.326118,2021,4.92,회색,76980.0,3370
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.33,"파랑(남색,곤색)",109028.0,2150
renault,QM6,RE 시그니처,suv,57.792208,2023,3.75,회색,23431.0,2190
kia,카니발 4세대,시그니처,van,92.896175,2021,4.75,검정,73459.0,3750
hyundai,쏘나타 하이브리드 [DN8],인스퍼레이션,sedan,32.51928,2021,5.83,흰색,34972.0,2450
hyundai,그랜드스타렉스,스마트,van,60.10929,2016,10.0,회색,208808.0,660
kgm,뷰티풀 코란도,C5 프라임,suv,31.890332,2020,6.08,흰색,121465.0,1250
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2020,6.17,흰색,73546.0,780
hyundai,디 올 뉴 그랜저,고급형,sedan,84.511568,2025,1.33,흰색,79000.0,2599
kia,더 뉴 쏘렌토 4세대 하이브리드,그래비티,suv,69.84127,2025,0.92,미색,16349.0,4980
kia,올 뉴 쏘렌토,노블레스,suv,66.305916,2015,10.83,회색,152309.0,1250
hyundai,제네시스,럭셔리,sedan,89.33162,2021,5.17,검정색,134936.0,3860
kia,스포티지 4세대,노블레스 플러스,suv,41.269841,2018,8.5,미색,128658.0,1380
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,8.17,흰색,63145.0,1260
renault,QM6,RE 시그니처,suv,57.792208,2023,3.08,회색,58399.0,2120
kia,올 뉴 카니발,럭셔리,van,71.038251,2015,11.67,미색,238136.0,630
kia,올 뉴 카니발,노블레스,van,41.803279,2017,9.58,검정색,235229.0,780
kia,더 뉴 모하비,프레지던트,suv,89.75469,2017,9.33,회색,123979.0,1720
hyundai,더 뉴 팰리세이드,프레스티지,suv,95.526696,2023,3.08,흰색,18649.0,3870
hyundai,제네시스,프레스티지,sedan,89.845758,2018,7.83,검정,176505.0,2150
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2024,2.67,흰색,51462.0,4500
hyundai,디 올 뉴 코나,프리미엄,suv,22.943723,2023,2.92,회색,43088.0,2500
kia,더 뉴 니로,프레스티지,suv,13.131313,2021,5.17,미색,91456.0,1750
renault,SM6,RE,sedan,48.071979,2019,7.92,검정색,150685.0,890
hyundai,싼타페DM,익스클루시브,suv,59.307359,2020,6.33,회색,86775.0,2230
chevrolet,리얼 뉴 콜로라도,Z71-X,truck,64.02439,2021,4.58,빨간색,94998.0,2190
kia,쏘렌토 4세대,트렌디,suv,74.603175,2021,5.58,미색,76400.0,2540
chevrolet,크루즈,LTZ 더 퍼펙트 블랙,sedan,17.802057,2016,9.92,검정색,100924.0,490
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,2024,2.67,흰색,22663.0,2190
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,16344.0,2750
chevrolet,말리부,LT 프리미엄팩,sedan,46.59383,2015,10.5,흰색,93404.0,600
kia,디 올 뉴 니로,시그니처,suv,17.965368,2022,3.75,미색,46960.0,2930
hyundai,캐스퍼,모던,suv,0.721501,2023,3.92,흰색,42899.0,1600
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,"파랑(남색,곤색)",100345.0,3740
chevrolet,올 뉴 말리부,LTZ,sedan,51.863753,2017,8.42,흰색,53041.0,1090
kgm,티볼리,LX,suv,15.007215,2017,9.33,흰색,236541.0,870
hyundai,엑센트 (신형),모던,sedan,1.478149,2016,10.08,회색,63817.0,680
hyundai,디 올 뉴 코나,모던,suv,22.366522,2024,2.25,회색,31278.0,2480
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.92,회색,103415.0,1430
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,3.83,회색,56000.0,3250
hyundai,싼타페TM,익스클루시브,suv,70.707071,2020,6.75,회색,109634.0,2150
kia,올 뉴 카니발,노블레스,van,41.803279,2016,10.08,검정,178492.0,1750
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,9.83,검정색,173540.0,830
hyundai,쏘나타 DN8,프리미엄,sedan,32.51928,2023,3.17,흰색,145691.0,1494
kia,K3,프레스티지,sedan,5.462725,2021,5.67,"파랑(남색,곤색)",106884.0,1130
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2026,0.33,회색,15432.0,4080
kia,더 뉴 K7,프레스티지,sedan,73.650386,2016,10.42,미색,170000.0,650
kgm,렉스턴 스포츠 칸,5링크 프로페셔널 X,truck,85.365854,2019,6.75,회색,94932.0,1700
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.25,회색,65771.0,1380
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.17,흰색,46593.0,1490
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.92,미색,140900.0,520
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.25,미색,98937.0,2690
kia,더 뉴 레이,시그니처,van,3.005464,2022,4.25,흰색,33556.0,1560
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,2021,5.83,흰색,95271.0,1790
hyundai,팰리세이드,프레스티지,suv,90.11544,2021,5.42,흰색,70560.0,3050
kia,모하비 더 마스터,마스터즈 그래비티,suv,89.177489,2021,4.25,검정,62545.0,3950
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.0,검정색,43712.0,4690
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.33,흰색,84528.0,2200
hyundai,그랜저IG 하이브리드,익스클루시브 스페셜,sedan,64.010283,2018,8.0,회색,108616.0,1880
kia,K5,노블레스,sedan,27.377892,2019,8.08,검정,50249.0,1790
kia,K3,프레스티지,sedan,5.462725,2021,4.83,미색,86980.0,1190
kia,더 뉴 레이,프레스티지 베스트셀렉션,van,3.005464,2022,3.83,검정,31339.0,1490
hyundai,디 올 뉴 그랜저 하이브리드,프리미엄,sedan,63.303342,2023,3.08,검정,85454.0,3200
hyundai,더 뉴 코나 하이브리드,모던,suv,5.627706,2021,4.58,흰색,150064.0,1300
kia,K7 프리미어,노블레스,sedan,78.534704,2020,6.0,검정,108976.0,1850
hyundai,더 뉴 아반떼AD,스타일,sedan,12.14653,2019,6.83,회색,37157.0,1250
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.5,검정,127235.0,1790
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,5.25,회색,18838.0,1790
hyundai,스타리아,프레스티지 캠퍼 4인승,van,85.245902,2023,3.17,흰색,74927.0,4890
hyundai,올 뉴 투싼,모던,suv,37.950938,2020,6.0,흰색,57893.0,1870
hyundai,스타리아,9인승,van,75.956284,2023,3.08,흰색,44100.0,3260
kia,더 뉴 봉고3,초장축 GLS,truck,23.780488,2023,3.17,흰색,100370.0,1630
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,5.75,검정색,35551.0,1280
kia,올 뉴 카니발,노블레스,van,41.803279,2017,8.92,검정색,166526.0,1180
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,12.0,베이지,238937.0,790
kia,더 뉴 K7,프레스티지,sedan,73.650386,2015,11.0,진회색,130000.0,950
hyundai,LF쏘나타 하이브리드,프리미엄,sedan,57.647815,2019,7.75,흰색,110000.0,1550
kia,더 뉴 카렌스,디럭스,van,10.655738,2018,8.58,회색,193842.0,680
kia,올 뉴 K3,럭셔리,sedan,14.203085,2019,6.83,미색,71369.0,1250
kia,스팅어 마이스터,GT 아크로 에디션,sedan,23.77892,2023,3.42,미색,30539.0,4550
chevrolet,이쿼녹스,프리미어 익스클루시브,suv,46.681097,2018,7.5,검정,180000.0,890
kia,올 뉴 K7,리미티드,sedan,72.686375,2018,7.75,미색,95840.0,1530
hyundai,코나,아이언맨 에디션,suv,7.792208,2019,7.08,회색,60735.0,1790
hyundai,스타리아,9인승,van,75.956284,2023,3.08,흰색,20694.0,3490
hyundai,LF쏘나타 하이브리드,프리미엄,sedan,57.647815,2018,8.0,흰색,136698.0,1360
renault,SM6,RE,sedan,48.071979,2016,9.33,회색,75689.0,890
kia,K8,시그니처,sedan,73.200514,2022,4.17,검정색,37002.0,3050
kia,카니발 4세대,시그니처,van,92.896175,2023,3.92,검정,52318.0,3490
kia,쏘울,,suv,7.936508,2016,9.5,흰색,112689.0,890
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.75,회색,17012.0,3150
renault,SM6,LE,sedan,43.573265,2016,9.33,검정,181805.0,600
kgm,토레스,블랙 에디션,suv,62.698413,2024,2.33,초록(연두),28307.0,2550
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.0,흰색,65258.0,1550
kia,K5,프레스티지,sedan,27.377892,2021,4.83,검정,61384.0,2159
kia,스포티지 4세대,노블레스 플러스,suv,41.269841,2018,8.83,미색,73115.0,1500
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,11.17,흰색,46707.0,800
