brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon
kgm,티볼리 에어,IX,suv,27.849928,2017,9.42,흰색,142561.0,650
hyundai,캐스퍼,모던,suv,0.721501,2022,4.42,흰색,44844.0,1550
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2021,5.25,검정,141151.0,1300
kgm,더 뉴 렉스턴 스포츠 칸,익스페디션,truck,85.365854,2024,2.17,회색,113325.0,2760
hyundai,올 뉴 아반떼 하이브리드 [CN7],스마트,sedan,11.182519,2021,5.42,흰색,85354.0,1620
hyundai,LF쏘나타,스마트,sedan,56.041131,2015,11.75,회색,250374.0,400
kia,올 뉴 쏘렌토,프레스티지,suv,66.305916,2017,8.75,회색,120030.0,1390
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.17,검정,26908.0,2940
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,2.58,검정,78062.0,7100
kgm,더 뉴 렉스턴 스포츠 칸,노블레스,truck,85.365854,2022,4.0,검정,46022.0,2850
kia,더 뉴 레이,프레스티지,van,3.005464,2022,4.33,흰색,100686.0,770
kgm,더 뉴 렉스턴 스포츠 칸,프레스티지,truck,85.365854,2021,4.75,카키색,48926.0,2470
kia,카니발 4세대,노블레스,van,69.398907,2021,4.83,미색,50653.0,3090
kia,디 올 뉴 스포티지,시그니처 그래비티,suv,57.503608,2022,4.33,미색,60151.0,2900
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,2023,2.83,흰색,44066.0,1690
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.08,회색,45501.0,7350
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2025,0.83,미색,13510.0,4380
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.08,흰색,63485.0,3020
kia,올 뉴 카니발,프레스티지,van,71.038251,2018,8.67,미색,119648.0,1400
kgm,티볼리 에어,RX,suv,27.849928,2018,8.33,흰색,108855.0,1090
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2019,7.33,미색,69144.0,2300
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.42,검정,20401.0,2730
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.33,빨강(주홍),98536.0,3600
kia,더 뉴 스포티지R,에이스,suv,39.53824,2016,10.58,흰색,155373.0,890
hyundai,캐스퍼,모던,suv,0.721501,2023,3.5,흰색,65961.0,1350
hyundai,베뉴,모던,suv,2.380952,2021,5.17,빨강(주홍),93600.0,1260
chevrolet,트레일블레이저,RS,suv,29.076479,2021,6.08,빨강(주홍),73056.0,1830
hyundai,싼타페 더 프라임,스마트,suv,58.658009,2017,9.25,흰색,88250.0,1090
kia,디 올 뉴 스포티지,시그니처 그래비티,suv,57.503608,2024,2.42,미색,35636.0,3400
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.92,흰색,211703.0,1570
renault,QM6,RE 플러스,suv,52.525253,2017,8.58,회색,161612.0,870
kia,카니발 4세대,노블레스,van,69.398907,2021,5.17,,,2850
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.25,,,1390
chevrolet,더 뉴 말리부,레드라인,sedan,53.663239,2021,4.58,검정,52602.0,1990
hyundai,더 뉴 팰리세이드,프레스티지,suv,95.526696,2023,3.25,흰색,67433.0,3250
kia,스포티지 더 볼드,노블레스,suv,42.063492,2017,9.08,청색,173021.0,899
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.08,흰색,6097.0,5299
hyundai,디 올 뉴 그랜저 하이브리드,익스클루시브,sedan,63.303342,2023,3.08,검정,108705.0,3390
kia,카니발 4세대,시그니처,van,92.896175,2021,4.92,미색,153464.0,2490
kia,카니발 4세대,노블레스,van,69.398907,2023,3.08,미색,78873.0,2850
hyundai,스타리아,프레스티지,van,75.956284,2024,2.5,검정,85096.0,2850
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,5.75,흰색,60831.0,1370
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.25,검정,77596.0,2480
hyundai,디 올 뉴 그랜저 하이브리드,익스클루시브,sedan,63.303342,2023,2.83,회색,82112.0,3300
kia,올 뉴 K7 하이브리드,노블레스,sedan,72.686375,2017,9.17,미색,252223.0,870
hyundai,LF쏘나타,모던,sedan,57.647815,2018,8.92,회색,179000.0,990
kia,더 뉴 K3,노블레스,sedan,6.683805,2022,4.75,회색,79450.0,1890
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.83,회색,10530.0,2900
hyundai,베뉴,모던,suv,2.380952,2019,6.5,회색,121642.0,1290
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2026,0.33,흰색,2131.0,3360
hyundai,싼타페DM,익스클루시브 스페셜,suv,59.307359,2019,7.67,회색,184500.0,1670
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.17,흰색,17683.0,4299
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.83,회색,61322.0,3899
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.33,회색,95783.0,1800
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2021,5.0,검정,116932.0,4150
kia,카니발 4세대,노블레스,van,69.398907,2023,3.17,미색,33398.0,3610
kgm,토레스,T5,suv,62.265512,2023,3.67,흰색,124886.0,1750
kia,셀토스,노블레스,suv,25.252525,2020,6.58,미색,111643.0,1620
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,3.92,흰색,111496.0,1290
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.33,미색,61951.0,520
kia,K5,프레스티지,sedan,27.377892,2019,7.83,회색,118384.0,1450
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2023,2.33,회색,19809.0,2550
kia,더 뉴 모하비,프레지던트,suv,89.75469,2017,9.92,검정,121010.0,1690
hyundai,그랜저IG,프리미엄,sedan,64.010283,2018,8.25,회색,125469.0,1350
kia,더 뉴 기아 레이,프레스티지,hatchback,53.367876,2024,2.17,"파랑(남색,곤색)",9908.0,1490
hyundai,그랜저HG,모던,sedan,61.568123,2015,10.92,흰색,151215.0,690
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.5,검정,161170.0,670
kgm,더 뉴 렉스턴 스포츠 칸,와일드,truck,85.365854,2023,3.0,회색,86766.0,2140
kgm,더 뉴 렉스턴 스포츠 칸,와일드,truck,85.365854,2022,3.5,회색,52442.0,2260
kia,K8,플래티넘,sedan,75.835476,2022,4.42,검정,76471.0,2660
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.33,회색,104866.0,1890
renault,뉴 QM3,RE 파노라믹 에디션,suv,3.751804,2018,8.08,회색,133214.0,810
kia,더 뉴 K3,트렌디,sedan,4.691517,2022,4.42,미색,24709.0,1490
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,7.67,갈색(밤색),71720.0,1910
kia,봉고3,탑,truck,47.560976,2020,6.0,흰색,66521.0,2050
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,5.67,흰색,68254.0,2800
kia,더 뉴 쏘렌토,노블레스 스페셜,suv,68.903319,2018,8.17,검정색,130600.0,1950
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,3.67,흰색,12000.0,4700
hyundai,그랜드스타렉스,스마트,van,60.10929,2017,9.08,회색,100020.0,1250
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2017,9.0,미색,49500.0,850
kia,K8,시그니처,sedan,73.200514,2022,4.0,검정색,128174.0,2650
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.33,흰색,5720.0,8990
hyundai,디 올 뉴 투싼 하이브리드,인스퍼레이션,suv,45.310245,2021,5.33,흰색,78487.0,2800
hyundai,캐스퍼,인스퍼레이션,suv,0.721501,2022,4.17,초록(연두),11254.0,1780
hyundai,아반떼AD,모던 스페셜,sedan,8.033419,2016,10.17,흰색,118510.0,1060
hyundai,더 뉴 그랜저,르블랑,sedan,80.141388,2022,3.92,검정,67676.0,2800
renault,클리오,인텐스,hatchback,46.632124,2018,7.42,흰색,111331.0,790
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2019,7.33,회색,161594.0,1190
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2015,11.33,회색,267586.0,450
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,39207.0,2690
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,30727.0,2750
kia,카니발 4세대,시그니처,van,92.896175,2021,5.42,미색,95267.0,3300
kia,K5 하이브리드,노블레스,sedan,28.984576,2023,2.33,검정,36965.0,2750
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.25,검정,103044.0,3400
kia,카니발 4세대,프레스티지,van,44.808743,2023,3.25,미색,95951.0,2550
hyundai,스타리아,모던,van,75.956284,2022,4.17,회색,99232.0,2200
kia,셀토스,프레스티지,suv,21.933622,2020,6.08,회색,64810.0,1620
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.58,검정,124340.0,2320
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.42,검정,37010.0,4450
hyundai,팰리세이드,익스클루시브,suv,90.11544,2019,7.08,"파랑(남색,곤색)",68203.0,2790
kgm,G4 렉스턴,프라임,suv,93.145743,2018,8.83,흰색,169337.0,1290
hyundai,더 뉴 투싼,모던,suv,51.803752,2021,5.0,흰색,116602.0,1870
hyundai,더 뉴 그랜저,고급형,sedan,80.912596,2022,4.0,회색,201982.0,1480
kia,올 뉴 카니발,VIP,van,41.803279,2017,9.17,미색,157533.0,1290
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.17,검정,103551.0,2440
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.17,검정,125843.0,3350
hyundai,쏘나타 DN8,프리미엄 플러스,sedan,32.51928,2022,4.0,검정,74919.0,2090
kia,디 올 뉴 니로,트렌디,suv,17.965368,2023,3.25,"파랑(남색,곤색)",123083.0,1790
renault,QM3,RE,suv,3.751804,2015,10.75,"파랑(남색,곤색)",121078.0,630
kia,더 뉴 K5,노블레스,sedan,28.984576,2019,6.83,회색,61447.0,1590
hyundai,그랜저IG 하이브리드,익스클루시브,sedan,64.010283,2022,4.25,검정색,87621.0,2470
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2016,10.92,회색,160246.0,920
hyundai,싼타페 더 프라임,프리미엄,suv,60.02886,2016,10.67,은색,100564.0,1390
hyundai,벨로스터,D 스펙 DCT,hatchback,71.502591,2016,10.67,회색,108743.0,700
kia,더 뉴 K8,시그니처,sedan,79.820051,2025,1.42,검정,45950.0,3830
kia,봉고3,더블캡,truck,26.829268,2019,6.67,흰색,4400.0,1680
chevrolet,트래버스,레드라인,suv,99.422799,2021,4.92,검정,99643.0,1990
kia,카니발 4세대,노블레스,van,69.398907,2023,3.17,검정,100565.0,2880
kia,더 뉴 레이,시그니처,van,3.005464,2021,5.0,검정,31740.0,1490
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2017,9.17,검정,96268.0,1639
hyundai,팰리세이드,프레스티지,suv,90.11544,2020,6.33,흰색,128560.0,2850
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2020,5.75,흰색,72651.0,2350
kia,레이,,hatchback,53.367876,2021,5.0,검정,74427.0,899
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,38472.0,1350
kia,더 뉴 레이,프레스티지 스페셜,van,3.005464,2022,3.67,검정,91709.0,899
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,32660.0,1350
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2024,1.67,검정,33795.0,1350
kia,카니발 4세대,프레스티지,van,44.808743,2023,3.58,흰색,85468.0,2450
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.25,검정색,96514.0,1770
hyundai,싼타페TM,인스퍼레이션,suv,70.707071,2020,6.83,흰색,93191.0,2450
hyundai,캐스퍼,디 에센셜,suv,0.721501,2024,2.0,흰색,27672.0,1630
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.33,회색,130889.0,800
kia,카니발 4세대,시그니처,van,92.896175,2022,4.17,미색,62177.0,3850
hyundai,아반떼MD,M16 스마트,sedan,2.377892,2016,10.5,흰색,123716.0,630
kia,더 뉴 카니발,노블레스 스페셜,van,66.393443,2019,7.0,흰색,84982.0,2720
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.92,흰색,95046.0,650
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.5,회색,39962.0,3860
kia,올 뉴 쏘렌토,노블레스 스페셜,suv,68.686869,2016,9.83,검정,165705.0,1180
kgm,렉스턴 스포츠 칸,5링크 프레스티지 스페셜,truck,85.365854,2021,5.5,회색,70517.0,1820
kia,올 뉴 카렌스,럭셔리,van,8.743169,2016,10.0,회색,179672.0,690
hyundai,엑센트 (신형),모던,sedan,1.478149,2016,10.42,회색,102839.0,490
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2020,6.17,미색,79407.0,1750
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2019,7.08,흰색,70274.0,950
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,3.42,"파랑(남색,곤색)",25895.0,3050
kia,셀토스,시그니처,suv,25.036075,2022,5.17,미색,99018.0,1650
kia,더 뉴 카니발,럭셔리,van,54.098361,2018,7.42,미색,69844.0,1580
chevrolet,올 뉴 말리부,LT 디럭스,sedan,51.863753,2017,8.92,검정,170912.0,590
kia,모하비 더 마스터,마스터즈 그래비티,suv,89.177489,2022,3.58,검정,44090.0,4600
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2019,6.75,흰색,167213.0,1400
hyundai,싼타페TM,프레스티지,suv,70.707071,2019,7.17,회색,82887.0,2350
kia,더 뉴 모하비,프레지던트,suv,89.75469,2018,8.17,검정,178679.0,1450
renault,SM7 노바,LE,sedan,82.77635,2015,11.42,회색,148928.0,450
hyundai,그랜저IG 하이브리드,프리미엄,sedan,64.010283,2022,4.25,검정,138000.0,1990
kia,올 뉴 카니발,노블레스 스페셜,van,41.803279,2018,8.75,미색,134596.0,1480
hyundai,스타리아,11인승,van,85.245902,2022,4.33,회색,56260.0,2200
hyundai,디 올 뉴 그랜저 하이브리드,캘리그래피,sedan,63.303342,2023,2.33,회색,24572.0,4150
hyundai,그랜저IG,익스클루시브 스페셜,sedan,72.043702,2017,9.08,쥐색,141178.0,1550
kia,더 뉴 K5 3세대,시그니처,sedan,34.640103,2024,2.25,미색,6459.0,3400
kia,올 뉴 K7 하이브리드,노블레스 스페셜,sedan,72.686375,2018,7.58,검정색,79361.0,1720
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2019,7.58,검정,119000.0,1690
kia,K8 하이브리드,시그니처,sedan,62.724936,2022,4.67,회색,66942.0,3150
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2024,2.0,미색,25752.0,4750
kia,더 뉴 K5 3세대,시그니처,sedan,34.640103,2024,2.33,미색,15515.0,3190
hyundai,디 올 뉴 그랜저,익스클루시브,sedan,84.511568,2023,3.17,갈색(밤색),46192.0,3190
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.25,미색,95849.0,2650
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2018,8.83,검정,103829.0,1630
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.67,미색,34384.0,730
hyundai,더 뉴 그랜드스타렉스,익스클루시브,van,89.071038,2019,7.67,흰색,61682.0,2790
kia,셀토스,노블레스,suv,25.252525,2020,5.92,미색,90025.0,1850
kia,K5,노블레스,sedan,27.377892,2021,4.92,미색,94258.0,2120
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2018,8.17,"파랑(남색,곤색)",89413.0,660
kia,디 올 뉴 니로,프레스티지,suv,17.965368,2022,4.08,회색,93820.0,2080
kia,니로,노블레스,suv,13.131313,2018,7.25,검정색,137514.0,1480
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.5,검정,114445.0,890
kgm,토레스,T7,suv,62.265512,2023,3.42,흰색,9729.0,2590
kia,더 뉴 쏘렌토 4세대 하이브리드,시그니처,suv,69.84127,2024,2.5,미색,77016.0,4130
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,2.75,검정,48735.0,6800
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.67,검정,26573.0,7799
kia,스팅어,마스터즈,sedan,23.77892,2018,7.92,빨강(주홍),178126.0,1640
kia,K5,프레스티지,sedan,27.377892,2020,5.5,미색,83347.0,1950
hyundai,LF쏘나타,모던,sedan,57.647815,2018,8.25,흰색,74832.0,1480
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2024,2.17,흰색,14295.0,7450
hyundai,디 올 뉴 코나,인스퍼레이션,suv,24.819625,2024,1.75,흰색,4410.0,2999
kia,디 올 뉴 니로,시그니처,suv,17.965368,2026,0.42,미색,3234.0,3400
kgm,렉스턴 스포츠 칸,5링크 다이나믹 에디션,truck,85.365854,2021,5.42,회색,71838.0,2050
kia,카니발 4세대,노블레스,van,69.398907,2022,4.25,회색,80454.0,3120
hyundai,더 뉴 그랜드스타렉스,모던,van,64.754098,2019,6.83,검정색,187483.0,1260
hyundai,더 뉴 그랜저,캘리그래피,sedan,80.141388,2021,4.58,흰색,67687.0,2950
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.0,흰색,87512.0,3899
kia,카니발 4세대,노블레스,van,69.398907,2021,4.92,검정,89755.0,2860
kgm,렉스턴 스포츠 칸,5링크 노블레스,truck,85.365854,2021,5.08,회색,120223.0,2000
hyundai,싼타페DM,익스클루시브,suv,59.307359,2020,6.25,검정,125245.0,1790
kia,더 뉴 레이,프레스티지 스페셜,van,3.005464,2021,5.08,흰색,123618.0,630
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2016,10.92,흰색,338643.0,590
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.75,미색,134321.0,490
kia,셀토스,시그니처,suv,25.036075,2023,4.17,미색,31642.0,2400
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.17,미색,110130.0,590
hyundai,팰리세이드,프레스티지,suv,90.11544,2020,6.33,진청색,130347.0,2180
kia,더 뉴 K5 3세대,시그니처,sedan,34.640103,2024,1.83,회색,17633.0,2990
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2018,7.83,회색,72917.0,840
kgm,렉스턴 스포츠,노블레스,truck,55.487805,2021,5.75,흰색,114409.0,1890
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2016,10.25,회색,63864.0,610
kia,셀토스,시그니처,suv,25.036075,2023,3.83,미색,19085.0,2540
hyundai,캐스퍼,스마트,suv,0.721501,2022,4.33,흰색,67112.0,1290
hyundai,더 뉴 그랜저,캘리그래피,sedan,80.141388,2020,6.17,회색,104038.0,2230
kia,더 뉴 기아 레이,트렌디,hatchback,53.367876,2024,1.5,흰색,6932.0,1290
hyundai,더 뉴 투싼,프리미엄,suv,51.803752,2023,3.08,회색,67730.0,2250
hyundai,더 뉴 그랜저,르블랑,sedan,80.141388,2022,4.33,검정,79934.0,2750
kgm,더 뉴 렉스턴 스포츠 칸,프레스티지,truck,85.365854,2023,3.42,흰색,34602.0,2799
kia,스포티지 더 볼드,인텔리전트,suv,42.063492,2019,7.08,미색,140183.0,1840
kia,봉고3,더블캡,truck,26.829268,2019,6.67,흰색,69100.0,2350
kia,니로,럭셔리,suv,13.131313,2018,7.75,"파랑(남색,곤색)",140878.0,1040
kia,K5,노블레스,sedan,27.377892,2021,5.0,회색,90880.0,2110
kia,레이,프레스티지,hatchback,53.367876,2016,9.67,초록(연두),94261.0,860
hyundai,아반떼AD,스마트 스페셜,sedan,7.712082,2017,9.67,회색,123887.0,1020
kia,더 뉴 카렌스,프레스티지,van,9.836066,2017,8.92,회색,106219.0,1050
kia,디 올 뉴 스포티지 하이브리드,프레스티지,suv,47.763348,2023,3.33,미색,76882.0,2580
kia,더 뉴 니로,노블레스,suv,13.131313,2020,6.83,회색,19558.0,2120
kia,카니발 4세대,노블레스,van,69.398907,2022,4.17,검정,24888.0,3470
renault,더 뉴 QM6,프리미에르,suv,56.709957,2023,3.42,회색,71249.0,2450
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.67,검정,120795.0,2320
hyundai,올 뉴 투싼,모던,suv,37.950938,2016,10.5,흰색,106800.0,1280
hyundai,올 뉴 투싼,모던,suv,37.950938,2016,10.92,흰색,129345.0,1180
hyundai,그랜드스타렉스,스마트,van,60.10929,2017,9.92,회색,258644.0,630
hyundai,베라크루즈,익스클루시브 스페셜,suv,96.392496,2015,10.67,흰색,159256.0,1180
kia,디 올 뉴 니로,프레스티지,suv,17.965368,2022,3.75,초록(연두),102528.0,2150
kia,쏘렌토 4세대,트렌디,suv,74.603175,2022,4.25,미색,71692.0,2620
chevrolet,캡티바,LTZ,suv,64.935065,2018,7.83,흰색,149849.0,790
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2019,6.83,회색,94823.0,1680
renault,SM3 네오,SE,sedan,20.694087,2015,11.75,회색,85345.0,330
chevrolet,캡티바,LTZ,suv,64.935065,2015,11.58,회색,94341.0,550
kia,카니발 4세대,시그니처,van,92.896175,2022,4.33,미색,96722.0,3199
hyundai,캐스퍼,모던,suv,0.721501,2023,3.83,흰색,67460.0,1550
kgm,베리 뉴 티볼리,V5,suv,18.686869,2021,5.17,흰색,61592.0,1390
kia,올 뉴 카니발,프레스티지,van,71.038251,2017,9.17,검정색,103330.0,1330
hyundai,코나,모던 팝,suv,6.709957,2019,7.0,빨강(주홍),56861.0,1630
renault,XM3,LE 플러스,suv,27.200577,2020,5.25,흰색,72460.0,1250
kia,더 뉴 카니발,노블레스 스페셜,van,66.393443,2020,5.92,검정색,99494.0,2000
kia,더 뉴 쏘렌토,프레스티지,suv,67.676768,2019,7.83,흰색,71837.0,1850
hyundai,캐스퍼,디 에센셜,suv,0.721501,2023,2.92,흰색,50100.0,1680
kia,K5,럭셔리,sedan,27.377892,2016,10.17,미색,121841.0,790
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.0,흰색,36384.0,4750
hyundai,싼타페TM,익스클루시브 스페셜,suv,70.41847,2019,7.0,청색,124913.0,2070
renault,XM3,RE 시그니처,suv,25.685426,2020,5.42,검정색,52000.0,1550
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2021,4.92,흰색,27443.0,1160
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.67,미색,191716.0,730
kia,K5,럭셔리,sedan,27.377892,2016,10.08,검정,208859.0,499
hyundai,아슬란,G300 모던 스페셜,sedan,74.100257,2016,10.25,검정,152767.0,850
hyundai,쏘나타 DN8,스마트,sedan,32.51928,2022,4.5,검정,125718.0,1390
kgm,티볼리 아머,LX,suv,15.800866,2018,7.67,흰색,121750.0,890
chevrolet,더 뉴 트랙스,LT,suv,23.593074,2021,5.25,검정,101997.0,850
kia,카니발 4세대,프레스티지,van,44.808743,2023,3.33,검정,99627.0,2450
kia,올 뉴 카니발,럭셔리,van,71.038251,2015,11.08,미색,158000.0,850
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2025,1.25,회색,17160.0,4190
kia,올 뉴 K7,프레스티지,sedan,75.064267,2017,9.17,미색,131538.0,1520
kia,쏘렌토 4세대,프레스티지,suv,75.901876,2023,3.08,미색,100737.0,2770
kgm,토레스,T7,suv,62.265512,2024,2.58,흰색,15034.0,2520
kia,봉고3,더블캡,truck,26.829268,2015,10.92,청색,125697.0,1030
hyundai,제네시스,모던 스페셜,sedan,88.431877,2023,2.42,회색,71028.0,4350
hyundai,디 올 뉴 싼타페,프레스티지,suv,84.848485,2024,2.5,흰색,23525.0,3660
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.17,미색,161381.0,1100
kgm,G4 렉스턴,럭셔리,suv,93.145743,2018,8.75,흰색,151318.0,1320
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,9.5,미색,44625.0,1550
kia,디 올 뉴 니로,프레스티지,suv,17.965368,2023,3.17,흰색,32196.0,2980
kia,카니발 4세대,노블레스,van,69.398907,2021,5.33,미색,77030.0,3320
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.75,흰색,71557.0,540
hyundai,그랜저IG 하이브리드,익스클루시브,sedan,64.010283,2021,5.25,"파랑(남색,곤색)",90726.0,2520
kia,디 올 뉴 스포티지,프레스티지,suv,53.391053,2023,3.42,미색,63362.0,2550
chevrolet,크루즈,LTZ,sedan,17.802057,2016,9.58,흰색,35200.0,680
kia,더 뉴 레이,프레스티지,van,3.005464,2022,3.92,미색,90145.0,1270
kia,쏘렌토 4세대 하이브리드,그래비티,suv,68.326118,2022,4.42,빨강(주홍),82936.0,2990
kia,더 뉴 프라이드,럭셔리,hatchback,48.445596,2015,10.92,회색,55809.0,690
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.67,청색,151670.0,540
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.92,검정,109823.0,3500
chevrolet,더 뉴 트랙스,LT 코어,suv,23.593074,2019,6.75,검정,57584.0,1130
hyundai,그랜저IG,프리미엄,sedan,64.010283,2017,9.08,회색,107653.0,1470
hyundai,더 뉴 아반떼AD,스마트,sedan,12.14653,2019,7.17,"파랑(남색,곤색)",89295.0,1090
hyundai,그랜저IG 하이브리드,프리미엄,sedan,64.010283,2023,3.42,회색,109809.0,2380
renault,SM6,LE,sedan,43.573265,2017,8.33,회색,57480.0,1190
chevrolet,더 뉴 말리부,레드라인,sedan,53.663239,2022,4.08,흰색,31472.0,2420
hyundai,올 뉴 투싼,모던,suv,37.950938,2020,5.5,흰색,127162.0,1630
kia,카니발 4세대,시그니처,van,92.896175,2022,4.08,검정,60714.0,3450
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,7.58,흰색,114428.0,1070
hyundai,디 올 뉴 그랜저,캘리그래피,sedan,84.511568,2023,2.25,흰색,34135.0,3899
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,9.67,미색,123132.0,1399
kia,디 올 뉴 스포티지,프레스티지,suv,53.391053,2022,4.17,흰색,68983.0,2500
kia,더 뉴 쏘렌토 4세대 하이브리드,그래비티,suv,69.84127,2024,2.17,회색,35637.0,4340
hyundai,디 올 뉴 그랜저,프리미엄,sedan,84.511568,2023,2.92,검정색,63776.0,3200
kia,올 뉴 K7,럭셔리,sedan,77.634961,2016,9.67,미색,138300.0,1200
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2017,8.33,회색,81281.0,860
hyundai,캐스퍼,모던,suv,0.721501,2022,4.25,흰색,79022.0,1450
kgm,티볼리,LX 최고급형,suv,15.007215,2015,11.0,흰색,117583.0,900
hyundai,그랜드스타렉스,스마트,van,60.10929,2017,9.33,회색,195617.0,799
kia,올 뉴 카니발,럭셔리,van,71.038251,2016,10.08,검정색,264041.0,630
hyundai,코나,스마트,suv,5.122655,2018,7.42,흰색,114452.0,1250
kia,더 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2024,2.42,흰색,15362.0,1610
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.17,회색,57526.0,4250
hyundai,아반떼AD,스마트,sedan,8.033419,2017,9.75,회색,121245.0,950
kia,K8,노블레스,sedan,75.835476,2022,4.17,회색,117457.0,2490
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2023,3.67,회색,92989.0,2490
