title,registration_number,price_manwon,model_year,first_registration_yyyymm,color,mileage_km
[현대] 더 뉴코나 2.0 2WD 스마트,365보7493,1580,2022,202203,흰색,113020
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V5,315머2049,1350,2020,201911,흰색,107945
[기아] 더 뉴쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 노블레스,392모8527,4230,2024,202405,미색,28137
[르노(삼성)] XM3 1.6 GTe LE 플러스,331두6772,1060,2020,202012,흰색,128099
[KG모빌리티(쌍용)] 티볼리 가솔린 2WD LX 최고급형,50다5955,990,2016,201511,"파랑(남색,곤색)",62309
[쉐보레(대우)] 트랙스 크로스오버 1.2 가솔린 터보 액티브,142소4963,2450,2025,202404,흰색,31662
[제네시스] G80 3.3 GDi 럭셔리,141서9248,1950,2019,201907,흰색,113257
[기아] 셀토스 1.6 가솔린 2WD 그래비티,126고2459,2350,2022,202109,미색,34720
[제네시스] GV70 2.5T AWD 기본형,284서8278,4290,2023,202207,흰색,48635
[기아] 신형 K5(DL3) 2.0 가솔린 프레스티지,236더6293,1950,2020,202009,회색,82198
[현대] LF쏘나타 2.0 CVVL 스마트,60구3436,920,2015,201408,흰색,107955
[기아] 셀토스 1.6 가솔린 2WD 트렌디,154가1883,1560,2020,202004,미색,92290
[기아] 신형 스포티지 R2.0 2WD 노블레스 스페셜,13마0761,1220,2016,201510,검정,106162
[기아] 올 뉴K7 3.0 LPI 렌터카 프레스티지,61다0204,1050,2016,201609,미색,194144
[현대] 포터II 윙바디 수동식,81너0863,1180,2018,201709,흰색,153809
[현대] 그랜저HG 디젤 HG 220 모던,56부4755,550,2015,201410,회색,193012
[현대] 포터II CRDi 일반캡 초장축 슈퍼,87무4684,1799,2016,201505,흰색,130227
[현대] 더 뉴팰리세이드 2.2 디젤 2WD 캘리그래피,199로2939,4762,2023,202207,흰색,64335
[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡,879노1710,1099,2019,201805,흰색,99178
[기아] 셀토스 1.6 가솔린 2WD 시그니처,132너2952,1950,2022,202112,"파랑(남색,곤색)",55182
[기아] 신형 카니발(KA4) 하이리무진 7인승 가솔린 시그니처,123구9027,4290,2023,202306,미색,34419
[기아] 더 뉴셀토스 1.6 가솔린 터보 2WD 시그니처,131모9616,2670,2023,202301,미색,24916
[현대] 포터II 냉동탑차 슈퍼캡 트윈컴프,92누7187,1990,2020,202011,흰색,81354
[현대] 더 뉴싼타페 하이브리드 1.6 HEV 2WD 프레스티지,373누5376,3040,2022,202110,흰색,53429
[현대] 더 뉴그랜드스타렉스 어린이버스 15인승 LPi,71주8310,1950,2018,201807,노란색,98109
[KG모빌리티(쌍용)] 코란도 스포츠 CX7 4WD 클럽,83무3777,599,2015,201501,검정색,190604
[현대] 포터II CRDi 슈퍼캡 초장축 스마트,96저4504,1600,2022,202110,흰색,109287
[KG모빌리티(쌍용)] 더 뉴코란도 스포츠 2.2 2WD CX5 클럽,83루6890,1100,2018,201712,회색,111138
[제네시스] G80 3.3 GDi AWD 프리미엄 럭셔리,270머3946,1950,2019,201908,회색,153475
[현대] 그랜저HG HG 240 모던 컬렉션,01소0431,950,2017,201609,흰색,120551
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,241나5363,950,2020,201911,미색,30690
[현대] 캐스퍼 가솔린 1.0 터보 디 에센셜,141머2343,1720,2023,202303,회색,19477
[현대] 신형 투싼 2.0 디젤 2WD 프리미엄,128거4124,2040,2019,201912,쥐색,44185
[현대] 싼타페(DM) 디젤 R2.0 2WD 익스클루시브,56라9293,1100,2015,201404,청색,106000
[기아] 신형쏘렌토(MQ4) 2.2 디젤 4WD 시그니처,278더6475,3200,2022,202110,갈색(밤색),105603
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 4WD 그래비티,387수7836,3730,2022,202109,미색,77542
[현대] 포터II 파워게이트 슈퍼캡,96서2218,2250,2022,202205,흰색,46125
[현대] 제네시스DH G380 AWD 파이니스트 에디션,106마1746,1650,2016,201601,검정,140207
[현대] 제네시스DH G330 프리미엄,145어6499,1570,2016,201601,검정,86809
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,274두5950,2960,2021,202103,흰색,111639
[현대] 캐스퍼 가솔린 1.0 인스퍼레이션,103수9646,1620,2023,202205,흰색,67698
[기아] 신형 카니발(KA4) 하이리무진 7인승 디젤 시그니처,264다4948,4250,2023,202304,검정,86131
[현대] 베뉴 1.6 가솔린 플럭스,399마9760,1950,2022,202111,회색,32302
[기아] 올 뉴카니발 9인승 디젤 프레스티지,54주0673,790,2016,201605,검정,227503
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,312다3255,3390,2021,202105,미색,79324
[현대] 아반떼(CN7) 1.6 가솔린 인스퍼레이션,313모5503,1890,2021,202103,흰색,40294
[르노(삼성)] QM6 2.0 dCi 4WD RE 시그니처,26너6901,1370,2017,201708,회색,79156
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,204무5583,4190,2024,202311,흰색,22244
[제네시스] G90 3.3T AWD 프리미엄 럭셔리,107무8732,2900,2019,201811,검정,176551
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,331두6780,830,2019,201903,하늘색,85756
[현대] LF쏘나타 LPi 렌터카 모던,116우4784,590,2015,201411,회색,209105
[현대] 그랜저IG 2.4 GDi 프리미엄 스페셜,04서8313,1630,2018,201802,검정색,103178
[기아] 더 뉴봉고Ⅲ화물 1.2톤 표준캡 초장축 GLS,803부7204,1900,2022,202206,흰색,89820
[현대] 포터II CRDi 더블캡 초장축 프리미엄,89고0486,930,2018,201709,미색,285520
[현대] 포터II CRDi 4WD 더블캡 장축 스마트,88구0792,1499,2019,201811,흰색,81280
[제네시스] 더 올뉴G80 가솔린 2.5 2WD 기본형,166소9012,3650,2021,202007,검정,84208
[현대] 더 뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,128머5776,3490,2022,202208,초록(연두),90636
[제네시스] G70 2.0T AWD 스포츠 패키지,32도5232,2170,2019,201907,검정,108922
[현대] 쏘나타(DN8) 1.6 터보 프리미엄 플러스,105로3468,2390,2022,202106,흰색,50499
[기아] 더 뉴니로 1.6 GDI HEV 노블레스 스페셜,180거1978,1750,2020,201905,회색,134671
[현대] 팰리세이드 3.8 가솔린 캘리그래피,202고4943,3130,2022,202203,"파랑(남색,곤색)",78904
[기아] 더 뉴카니발 하이브리드(KA4) 1.6 HEV 9인승 노블레스,123구9037,4699,2024,202404,검정색,24314
[현대] 포터II CRDi 일반캡 초장축 슈퍼,808보6736,790,2015,201503,흰색,152566
[현대] 디 올뉴그랜저 하이브리드 1.6 하이브리드 프리미엄,333누9055,3870,2023,202311,회색,18992
[현대] 포터II CRDi 슈퍼캡,814가8646,1760,2022,202204,흰색,92796
[기아] 레이 가솔린 럭셔리,69고1590,490,2016,201601,미색,237423
[현대] LF쏘나타 2.0 CVVL 스마트,183너6936,799,2016,201509,검정,153420
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 다이내믹 에디션,81무0628,2130,2021,202008,회색,76076
[쉐보레(대우)] 올 뉴말리부 2.0 터보 LTZ 프리미엄,62거0404,759,2017,201609,흰색,148280
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 그래비티,127보5475,3650,2022,202111,미색,44629
[기아] 더 뉴K9(RJ) 3.8 가솔린 AWD 플래티넘 베스트셀렉션Ⅰ,357가8649,3590,2023,202210,검정,104123
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,47조6943,1220,2020,201906,회색,126177
[현대] 팰리세이드 2.2 디젤 프레스티지,363마4877,3340,2022,202203,흰색,79953
[현대] 팰리세이드 2.2 디젤 프레스티지,205라5994,3140,2022,202204,흰색,93189
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,66가3727,945,2020,201908,흰색,40741
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 프레스티지,274노4299,3230,2022,202203,흰색,69852
[기아] 더 뉴모닝 가솔린 디럭스,19서9026,550,2016,201701,미색,70749
[쉐보레(대우)] 더 넥스트 스파크 LTZ,64가5089,650,2017,201612,검정,103000
[기아] 더 뉴모닝 밴 고급형,117무3817,350,2016,201609,흰색,122210
[쉐보레(대우)] 더 뉴트랙스 1.4 터보 퍼펙트 블랙,05오6115,1380,2019,201907,검정,66925
[KG모빌리티(쌍용)] 티볼리 아머 1.6 가솔린 LX,60다4787,1270,2018,201710,흰색,65587
[기아] 올 뉴카니발 9인승 디젤 프레스티지,20오1860,930,2016,201510,미색,180100
[기아] 올 뉴모닝(JA) 가솔린 프레스티지,36거6911,810,2018,201804,흰색,73993
[제네시스] GV70 2.5T 2WD 기본형,356두1782,3450,2021,202102,회색,52729
[기아] 니로 1.6 하이브리드 프레스티지,67도0592,1550,2017,201607,회색,59101
[현대] 그랜저IG 3.0 LPi 렌터카 모던 베이직,289가4932,1550,2019,201807,흰색,100908
[쉐보레(대우)] 트레일블레이저 1.35 가솔린 프리미어,297더3116,1690,2021,202009,흰색,81116
[현대] LF쏘나타 1.7 디젤 스타일,14마2375,790,2016,201509,회색,109062
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,259너8736,3650,2023,202210,검정색,36554
[현대] 그랜저IG 2.4 GDi 프리미엄 스페셜,390러1143,1070,2017,201612,검정,188461
[현대] 신형 싼타페 R2.0 2WD 익스클루시브,14너7656,2180,2019,201907,갈색,91946
[현대] 포터II 하이냉동탑차 LPG 슈퍼캡 트윈컴프,807라6609,2700,2024,202406,흰색,30822
[현대] LF쏘나타 뉴라이즈 LPi 렌터카 스타일,143너5371,1330,2019,201901,,
[현대] 아이오닉 6 롱레인지 2WD 프레스티지,68루8321,3990,2023,202309,은색,24000
[기아] 봉고Ⅲ화물 워크스루밴,94모0957,1020,2019,201810,흰색,199895
[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡,816라7725,999,2018,201801,흰색,158139
[기아] 봉고Ⅲ화물 CRDi 킹캡 초장축,820거3708,999,2017,201703,흰색,133758
[제네시스] G70 2.0T 어드밴스드,301부4222,2260,2018,201802,흰색,69576
[기아] 더 뉴레이 밴 프레스티지 스페셜,105다2576,1230,2022,202206,초록(연두),23420
[현대] 그랜저HG HG 240 모던,231로8362,630,2016,201602,회색,166000
[기아] 신형 K5 2.0 LPI 렌터카 프레스티지 MX,109부5157,1090,2017,201703,미색,104695
[기아] 더 뉴봉고Ⅲ화물 윙바디 수동식,94러0141,1490,2020,201912,흰색,71388
[쉐보레(대우)] 올란도 2.0 LPGi LS 고급형,12어0917,600,2016,201604,흰색,109701
[현대] 뉴투싼 ix 디젤 R2.0 2WD 스마트 스페셜,48누9434,690,2015,201411,흰색,187660
[현대] 팰리세이드 2.2 디젤 익스클루시브,100서1048,2150,2019,201902,검정,126389
[기아] 신형 카니발(KA4) 하이리무진 특장 기타,251서3388,4400,2023,202208,검정색,45000
[기아] 올 뉴쏘울 1.6 디젤 프레스티지,16주7228,750,2015,201502,흰색,132404
[KG모빌리티(쌍용)] 코란도 투리스모 2.0 4WD 9인승 익스트림,03다0546,430,2015,201509,미색,223331
[현대] 그랜저HG HG 240 모던,32다0971,690,2015,201509,검정,135531
[현대] 더 뉴그랜저IG 가솔린 2.5 캘리그래피,174오3924,2590,2020,202005,회색,64957
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스 스페셜,49마0525,1330,2016,201510,회색,135519
[르노(삼성)] 뉴 QM6 2.0 LPe RE 시그니처,379무4047,1480,2022,202111,쥐색,120307
[현대] 더 올뉴투싼 1.6 터보 2WD 인스퍼레이션,132러2800,2729,2023,202209,회색,47336
[기아] 더 뉴K5 2.0 CVVL 트렌디,11보3857,730,2015,201506,미색,153656
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 와일드,93루8165,2270,2021,202109,회색,22974
[현대] 그랜저IG 3.0 LPi 렌터카 모던,166우1414,1620,2019,201910,검정,97403
[기아] 스팅어 3.3 터보 AWD GT,115마7590,1940,2019,201810,빨간색,87368
[기아] 더 뉴봉고Ⅲ화물 1톤 4WD 킹캡 장축 GL라이트,81러6361,2120,2021,202103,"파랑(남색,곤색)",41100
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,183서3449,3750,2023,202307,검정,55744
[제네시스] EQ900 3.3 터보 럭셔리,390고7127,1990,2016,201605,검정,105198
[현대] 그랜저HG 하이브리드 2.4 HEV 프리미엄,46라0732,1450,2016,201511,흰색,40259
[기아] 더 뉴셀토스 1.6 가솔린 터보 2WD 시그니처,241라8166,2420,2023,202212,흰색,74027
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스,41오5404,960,2015,201507,회색,246490
[현대] 더 뉴팰리세이드 2.2 디젤 2WD 캘리그래피,369서7493,4990,2023,202306,흰색,49170
[현대] 싼타페(DM) 디젤 R2.0 2WD 익스클루시브,47노6599,990,2015,201407,흰색,146174
[르노(삼성)] XM3 1.3 TCe RE 시그니처,274너5230,1550,2020,202005,흰색,69223
[르노(삼성)] 더 뉴SM6 TCe 260 필,144너2167,1820,2023,202211,흰색,34230
[기아] 올 뉴K7 3.0 LPI 렌터카 럭셔리,170다5862,1100,2016,201611,미색,115328
[현대] 포터II LPG 슈퍼캡 초장축 스마트,801부6410,2370,2024,202405,흰색,27250
[기아] 디 올뉴스포티지 2.0 디젤 2WD 프레스티지,392모8533,2340,2022,202110,검정,94357
[현대] 팰리세이드 2.2 디젤 AWD 프레스티지,123누5937,3600,2021,202110,흰색,54683
[기아] 모닝 어반 1.0 가솔린 프레스티지,356두1791,1150,2021,202102,미색,71399
[현대] 그랜드스타렉스 5인승 디젤 밴 스마트,89소1019,1080,2018,201707,회색,180137
[쉐보레(대우)] 더 넥스트 스파크 LTZ,15부2957,630,2016,201509,회색,76467
[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 스마트,90조3162,1350,2019,201905,흰색,106020
[현대] 팰리세이드 2.2 디젤 AWD 프레스티지,138고2493,3599,2021,202103,흰색,90174
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 프레스티지,335수3990,3650,2023,202310,흰색,26273
[기아] 더 뉴셀토스 1.6 가솔린 터보 2WD 트렌디,200소3367,2360,2025,202409,미색,29895
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,225오7946,3450,2021,202008,검정색,128000
[현대] 메가트럭 덤프 4.5톤,83무8516,4900,2017,201611,흰색,800093
[기아] 올 뉴카니발 9인승 디젤 프레스티지,323더4813,1220,2016,201603,회색,280323
[기아] 니로 EV 프레스티지,57오3972,1370,2019,201811,흰색,182322
[제네시스] G80 스포츠 3.3T AWD,248구8080,2190,2017,201703,"파랑(남색,곤색)",94785
[현대] 쏘나타(DN8) G2.0 스마트,269라2750,1290,2020,202005,회색,100353
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 어드벤처,89고0938,1440,2018,201803,흰색,109617
[현대] 더 뉴싼타페 가솔린 2.5 2WD 익스클루시브,260머3533,2750,2022,202206,흰색,75042
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,356두1702,1260,2021,202007,흰색,102135
[현대] 스타리아 2.2 디젤 투어러 9인승 4WD 모던,366무5499,2390,2022,202106,회색,272718
[기아] 스포티지 더 볼드 R2.0 디젤 2WD 프레스티지,41더2080,1530,2019,201907,"파랑(남색,곤색)",77610
[현대] 더 뉴그랜저IG 하이브리드 2.4 HEV 르블랑,168두9192,3120,2022,202110,흰색,61341
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 트렌디,352누5071,2290,2020,202009,쥐색,83424
[기아] 더 뉴카니발(YP) 리무진 7인승 디젤 VIP,196두4860,1890,2020,201910,검정색,107817
[기아] 봉고Ⅲ화물 1.2톤 킹캡 초장축,845부4185,1270,2018,201706,"파랑(남색,곤색)",128253
[현대] 코나 1.6 가솔린 2WD 모던 초이스,247소9769,1790,2020,202005,빨강(주홍),36882
[기아] 신형 K5(DL3) 2.0 가솔린 노블레스,182머1610,1890,2021,202102,회색,71993
[현대] 아반떼AD 1.6 GDi 스타일,57버0836,1220,2017,201605,흰색,16172
[현대] 더 올뉴투싼 1.6 터보 2WD 모던,378어1974,2290,2023,202210,흰색,76440
[KG모빌리티(쌍용)] 티볼리 아머 1.6 디젤 VX,58저6971,500,2018,201805,흰색,222076
[쉐보레(대우)] 스파크 가솔린 LS+,368우9341,390,2015,201506,회색,133287
[기아] 더 뉴니로 1.6 GDI HEV 노블레스,240오6822,2250,2022,202109,까치투톤,57477
[현대] 포터II CRDi 슈퍼캡 초장축 모던,89고3785,1050,2017,201704,"파랑(남색,곤색)",98550
[기아] 봉고Ⅲ화물 냉동탑차 1톤 킹캡,857수8749,1250,2018,201712,흰색,106625
[현대] 더 뉴아반떼MD 1.6 GDi 스마트,28라2876,680,2015,201502,회색,84327
[기아] 올 뉴쏘렌토 R2.0 2WD 럭셔리,29노2471,1099,2015,201411,회색,117630
[기아] 신형 K5 하이브리드 노블레스,21부0569,1020,2017,201609,검정,127539
[기아] 봉고Ⅲ화물 윙바디 1톤,808보6778,970,2019,201808,흰색,210864
[쉐보레(대우)] 더 뉴스파크 프리미어,247러4305,930,2021,202011,회색,58426
[기아] K8 2.5 GDI 시그니처,103다2711,3650,2023,202207,검정,7735
[KG모빌리티(쌍용)] 티볼리 가솔린 2WD VX,13보0831,1220,2016,201602,흰색,15019
[KG모빌리티(쌍용)] 올 뉴코란도 1.5 가솔린 2WD C5 플러스,117무7929,1750,2022,202107,흰색,89019
[현대] 그랜저IG 2.4 GDi 모던,31서4179,1390,2018,201803,검정,160000
[기아] 셀토스 1.6 가솔린 2WD 트렌디,272구6192,1980,2023,202205,미색,88188
[KG모빌리티(쌍용)] 티볼리 가솔린 2WD LX 최고급형,41소1081,650,2015,201503,흰색,174562
[기아] 더 K9(RJ) 3.8 GDI AWD 플래티넘Ⅱ,231무4641,1950,2019,201807,회색,151877
[현대] 베뉴 1.6 가솔린 모던,352어4393,1570,2020,201909,진청,54837
[기아] 셀토스 1.6 가솔린 2WD 시그니처,392부9955,1970,2023,202204,흰색,82345
[현대] 캐스퍼 일렉트릭 인스퍼레이션,33도8368,2750,2025,202502,베이지,11570
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,25라7552,860,2018,201812,빨간색,31612
[기아] 모닝 어반 1.0 가솔린 프레스티지,356두1770,990,2022,202111,미색,26048
[르노(삼성)] XM3 1.6 GTe LE,288가4276,1550,2023,202207,흰색,40332
[현대] 싼타페(DM) 디젤 R2.0 2WD 프리미엄,42오8402,980,2015,201507,흰색,168236
[기아] 올 뉴K3 1.6 가솔린 노블레스,01다2150,1650,2019,201905,흰색,62640
[KG모빌리티(쌍용)] 더 뉴코란도 스포츠 2.2 4WD CX7 클럽,83가0308,1150,2017,201703,미색,125710
[현대] 쏘나타(DN8) G2.0 프리미엄 플러스,260도1832,2280,2022,202202,흰색,39426
[현대] 팰리세이드 2.2 디젤 AWD 캘리그래피,226무7859,3190,2021,202103,회색,132161
[현대] 그랜저IG 하이브리드 2.4 HEV 익스클루시브 스페셜,50나4336,1130,2018,201709,검정,229607
[제네시스] G90 3.8 AWD 럭셔리,369루1780,3350,2019,202001,"파랑(남색,곤색)",78028
[현대] 그랜저IG 3.0 GDi 익스클루시브,38너2512,1580,2018,201705,회색,96885
[기아] 더 뉴K8 하이브리드 HEV 시그니처,227너6289,4460,2025,202502,회색,11494
[현대] 그랜저HG LPI 장애인,62주5975,599,2015,201503,검정,200070
[제네시스] G90 3.8 AWD 럭셔리,197루9958,4080,2020,201912,검정,46533
[제네시스] 더 뉴G70 가솔린 2.0T AWD 기본형,329보5230,3430,2021,202101,빨간색,56090
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,148라8766,4300,2023,202301,회색,33588
[현대] 제네시스DH G380 AWD 익스클루시브,15우0307,1150,2015,201408,회색,125010
[쉐보레(대우)] 어매이징 크루즈 4도어 1.8 LT 디럭스팩,11로6888,550,2015,201506,흰색,82500
[기아] 더 뉴레이 1.0 가솔린 스탠다드,234나6961,1120,2021,202105,흰색,49317
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,342서2069,2999,2023,202212,검정색,101777
[KG모빌리티(쌍용)] 뉴 코란도C 2.2 2WD RX 고급형,23고0898,590,2016,201602,흰색,128995
[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 모던,97서0754,1450,2019,201906,군청색,125809
[현대] 캐스퍼 가솔린 1.0 터보 인스퍼레이션,114더1767,1570,2022,202111,회색,73963
[현대] 포터II CRDi 슈퍼캡 초장축 골드,83누2032,1150,2017,201604,"파랑(남색,곤색)",70313
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,364버3352,1230,2022,202110,미색,91542
[현대] 포터II 냉동탑차 저상,97머0742,1600,2020,202007,흰색,87959
[현대] 스타리아 2.2 디젤 라운지 9인승 2WD 프레스티지,203부6158,2770,2022,202110,검정색,119521
[현대] 스타리아 2.2 디젤 라운지 7인승 4WD 인스퍼레이션,291거6417,4050,2024,202401,흰색,31346
[기아] 니로 플러스 택시 라이트,50두7174,1240,2023,202209,흰색,260101
[제네시스] GV80 2.5 가솔린 AWD 기본형,206다3813,6399,2023,202301,흰색,49252
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,388너9141,1350,2021,202009,흰색,84427
[현대] 더 뉴팰리세이드 2.2 디젤 AWD 르블랑,247루9027,4599,2024,202404,검정색,17916
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,244서5972,3390,2023,202306,미색,41148
[현대] 신형 투싼 2.0 디젤 AWD 스마트,269두6864,1590,2019,201903,회색,63082
[현대] 디 올뉴싼타페 가솔린 2.5 AWD 캘리그래피,192주8403,3850,2024,202309,흰색,40830
[현대] 메가트럭,86구2762,4600,2015,201406,흰색,430098
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV AWD 캘리그래피,325다8979,4370,2024,202311,흰색,29873
[현대] 그랜저IG 2.4 GDi 익스클루시브 스페셜,258누4926,1620,2019,201811,흰색,121269
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD T7,136어2346,2490,2023,202212,미색,31232
[현대] 포터II 하이내장탑차 슈퍼캡,854모1584,750,2017,201703,흰색,232020
[현대] 싼타페 더 프라임 디젤 R2.0 2WD 익스클루시브 스페셜,13구0298,1650,2016,201603,회색,65801
[기아] 봉고Ⅲ화물 1.2톤 킹캡 초장축,86나9446,1190,2015,201506,"파랑(남색,곤색)",61048
[현대] 더 뉴코나 하이브리드 1.6 HEV 모던,316모4356,1300,2021,202101,흰색,155455
[현대] 그랜드스타렉스 5인승 디젤 밴 스마트,85모5641,790,2017,201607,회색,191952
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,365조5907,4050,2024,202403,흰색,30663
[현대] 쏘나타(DN8) G2.0 프리미엄 플러스,234머4920,2100,2022,202111,검정,86136
[현대] LF쏘나타 뉴라이즈 2.0 CVVL 스마트스페셜,47오4686,1310,2019,201812,검정,78396
[기아] 스포티지 더 볼드 R2.0 디젤 4WD 프레스티지,244서5945,1900,2020,202007,미색,96896
[현대] 코나 일렉트릭 EV 모던,34구6306,1730,2020,202005,흰색,102949
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,202루6814,4280,2023,202311,흰색,13922
[현대] 더 뉴그랜드스타렉스 11인승 디젤 스마트,78오6744,1570,2019,201811,회색,101342
[르노(삼성)] 클리오 1.5 디젤 인텐스,46어4180,830,2019,201812,흰색,120000
[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡,823조8653,899,2018,201801,흰색,148013
[현대] 스타리아 2.2 디젤 라운지 9인승 4WD 인스퍼레이션,316모4313,3900,2022,202207,검정,51248
[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 스마트,87고0923,1530,2019,201903,"파랑(남색,곤색)",105819
[기아] 신형 스포티지 R2.0 2WD 프레스티지,40다5646,1820,2018,201704,미색,11378
[기아] 더 뉴쏘렌토 디젤 R2.0 2WD 노블레스,209다5124,2620,2020,201903,회색,25875
[기아] 셀토스 1.6 가솔린 2WD 노블레스,355도7116,2070,2020,201909,미색,69707
[기아] 더 뉴레이 1.0 가솔린 시그니처,307주3697,1250,2022,202109,미색,65160
[현대] 팰리세이드 2.2 디젤 AWD 프레스티지,29거3157,2980,2019,201902,흰색,100503
[기아] 신형쏘렌토(MQ4) 2.2 디젤 4WD 노블레스,316모4305,2850,2021,202005,검정,72364
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트,232보7027,1390,2020,202003,은색,69059
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 프레스티지,109다8903,4250,2024,202311,회색,10249
[기아] 올 뉴K7 2.4 GDi 리미티드,58서8096,1400,2017,201707,회색,54568
[기아] 더 뉴카니발 하이브리드(KA4) 1.6 HEV 하이리무진 7인승 시그니처,375라1335,6600,2025,202406,검정,34058
[제네시스] G80 3.8 GDi AWD 파이니스트,09서6391,1799,2018,201801,검정,200480
[KG모빌리티(쌍용)] 티볼리 가솔린 2WD VX,68수7573,780,2015,201503,"파랑(남색,곤색)",91196
[현대] 더 뉴아반떼(CN7) 가솔린 1.6 모던,287부7521,2199,2024,202305,검정색,41249
[KG모빌리티(쌍용)] 뉴 티볼리 에어 1.5 가솔린 터보 A7,233가8927,2190,2023,202306,흰색,3393
[제네시스] G80 3.3 GDi 프리미엄 럭셔리,56마6424,1899,2018,201706,검정색,97113
[르노(삼성)] QM6 2.0 dCi 2WD RE 시그니처,272다2481,980,2017,201706,흰색,110261
[현대] 더 뉴코나 2.0 2WD 스마트,168두9101,1580,2022,202203,흰색,120227
[쉐보레(대우)] 더 뉴트랙스 1.6 디젤 퍼펙트 블랙,112도8825,950,2018,201801,검정,93543
[기아] 더 뉴스포티지R 디젤 R2.0 4WD 트렌디,210나3732,650,2015,201501,회색,176992
[현대] 더 올뉴투싼 1.6 터보 2WD 인스퍼레이션,259더8254,2799,2023,202302,회색,22218
[현대] 스타리아 3.5 LPG 카고 5인승 모던,840어2656,2730,2024,202311,검정색,17867
[기아] K3 1.6 GDI 디럭스,51머6369,530,2015,201501,회색,106909
[기아] 더 뉴K9(KH) 3.3 GDI 프레스티지,07고0146,1690,2016,201611,검정,49623
[기아] 모닝 어반 1.0 가솔린 프레스티지,270도7949,1410,2023,202303,회색,24877
[현대] LF쏘나타 뉴라이즈 LPi 택시 스타일,120고4174,650,2018,201803,검정,276563
[현대] 더 뉴맥스크루즈 가솔린 3.3 4WD 파이니스트 에디션,04보2445,1490,2018,201711,갈색(밤색),136741
[쉐보레(대우)] 뉴다마스 5인승 코치 슈퍼,76모5160,490,2019,201811,"파랑(남색,곤색)",89717
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,250루4352,2790,2023,202310,검정,92184
[기아] 더 뉴봉고Ⅲ화물 1톤 표준캡 초장축 L,833로1254,1550,2022,202206,청색,75008
[현대] 메가트럭 4.5톤 단축,85버0557,4900,2019,201907,흰색,217288
[기아] 더 뉴카니발(KA4) 9인승 디젤 프레스티지,123로6176,3600,2025,202405,흰색,89416
[제네시스] EQ900 3.8 GDi AWD 프리미엄 럭셔리,60구1458,2790,2018,201806,검정,122392
[현대] 그랜드스타렉스 12인승 디젤 모던스페셜,70두7936,1292,2016,201602,회색,153394
[KG모빌리티(쌍용)] 더 뉴코란도 스포츠 2.2 4WD CX7 익스트림,81소7346,920,2017,201612,빨강(주홍),138465
[현대] 더 뉴코나 하이브리드 1.6 HEV 모던,244서5988,1490,2021,202101,흰색,139114
[제네시스] GV80 2.5 가솔린 AWD 기본형,226버2806,5980,2023,202309,흰색,15271
