brand,model_name,class_name,major_category,size_score,source_row_count
kia,더 뉴 모닝,-,hatchback,22.797927,1
kia,더 뉴 모닝,고급형,hatchback,22.797927,1
kia,더 뉴 모닝,디럭스,hatchback,22.797927,1
kia,더 뉴 모닝,럭셔리,hatchback,22.797927,3
kia,더 뉴 모닝,스마트,hatchback,22.797927,2
kia,더 뉴 모닝,스포츠 런 하이,hatchback,22.797927,2
kia,더 뉴 모닝,스프츠 런,hatchback,22.797927,1
kia,더 뉴 모닝 [JA],GT-Line,hatchback,22.797927,1
kia,더 뉴 모닝 [JA],시그니처,hatchback,22.797927,1
kia,더 뉴 모닝 [JA],트렌디,hatchback,22.797927,1
kia,더 뉴 모닝 [JA],프레스티지,hatchback,22.797927,1
kia,모닝 어반,-,hatchback,22.797927,1
kia,모닝 어반,스탠다드,hatchback,22.797927,1
kia,모닝 어반,스탠다드 마이너스,hatchback,22.797927,1
kia,모닝 어반,스페셜,hatchback,22.797927,1
kia,모닝 어반,시그니처,hatchback,22.797927,1
kia,모닝 어반,시그니처 엣지-업,hatchback,22.797927,1
kia,모닝 어반,프레스티지,hatchback,22.797927,1
kia,올 뉴 모닝,W 스페셜,hatchback,22.797927,1
kia,올 뉴 모닝,디럭스,hatchback,22.797927,3
kia,올 뉴 모닝,디럭스 스페셜,hatchback,22.797927,2
kia,올 뉴 모닝,디럭스 트렌디,hatchback,22.797927,1
kia,올 뉴 모닝,럭셔리,hatchback,22.797927,3
kia,올 뉴 모닝,럭셔리 스포츠,hatchback,22.797927,1
kia,올 뉴 모닝,스마트,hatchback,22.797927,3
kia,올 뉴 모닝,스마트 스페셜,hatchback,22.797927,2
kia,올 뉴 모닝,스포츠,hatchback,22.797927,1
kia,올 뉴 모닝,에코 다이나믹스 스마트,hatchback,22.797927,1
kia,올 뉴 모닝,에코 다이나믹스 트렌디,hatchback,22.797927,1
kia,올 뉴 모닝,에코플러스 디럭스 스페셜,hatchback,22.797927,1
kia,올 뉴 모닝,에코플러스 럭셔리,hatchback,22.797927,1
kia,올 뉴 모닝,에코플러스 스마트,hatchback,22.797927,1
kia,올 뉴 모닝,트렌디,hatchback,22.797927,2
kia,올 뉴 모닝 [JA],-,hatchback,22.797927,1
kia,올 뉴 모닝 [JA],고급형,hatchback,22.797927,1
kia,올 뉴 모닝 [JA],디럭스,hatchback,22.797927,4
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,5
kia,올 뉴 모닝 [JA],레이디,hatchback,22.797927,1
kia,올 뉴 모닝 [JA],베이직 플러스,hatchback,22.797927,2
kia,올 뉴 모닝 [JA],트렌디,hatchback,22.797927,2
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,4
chevrolet,더 뉴 스파크,LS,hatchback,35.233161,1
chevrolet,더 뉴 스파크,LS 베이직,hatchback,35.233161,1
chevrolet,더 뉴 스파크,LT,hatchback,35.233161,1
chevrolet,더 뉴 스파크,레드픽 에디션,hatchback,35.233161,1
chevrolet,더 뉴 스파크,마이핏 LT,hatchback,35.233161,1
chevrolet,더 뉴 스파크,마이핏 에디션,hatchback,35.233161,1
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,1
chevrolet,스파크,L,hatchback,40.414508,9
chevrolet,스파크,LS,hatchback,40.414508,8
chevrolet,스파크,LS 스타,hatchback,40.414508,8
chevrolet,스파크,LS 플러스,hatchback,40.414508,4
chevrolet,스파크,LT,hatchback,40.414508,10
chevrolet,스파크,LT 스페셜 에디션,hatchback,40.414508,3
chevrolet,스파크,비트 에디션,hatchback,40.414508,1
chevrolet,스파크,스트라이프 에디션,hatchback,40.414508,1
chevrolet,스파크,시티 팝 에디션,hatchback,40.414508,1
chevrolet,스파크,씨티런 에디션,hatchback,40.414508,2
chevrolet,스파크,타투 에디션,hatchback,40.414508,3
chevrolet,스파크,트랜스포머 에디션,hatchback,40.414508,1
chevrolet,스파크,팝 에디션,hatchback,40.414508,2
kia,더 뉴 프라이드,디럭스,hatchback,44.300518,3
kia,올 뉴 프라이드,스마트 스페셜,hatchback,44.300518,8
hyundai,i20,(08~11년),hatchback,45.077720,1
renault,클리오,스틸,hatchback,46.632124,1
renault,클리오,아이코닉,hatchback,46.632124,1
renault,클리오,인텐스,hatchback,46.632124,1
renault,클리오,인텐스 파노라믹,hatchback,46.632124,1
renault,클리오,젠,hatchback,46.632124,1
kia,더 뉴 프라이드,럭셔리,hatchback,48.445596,3
kia,올 뉴 프라이드,럭셔리,hatchback,48.445596,8
kia,더 뉴 기아 레이,X-Line,hatchback,53.367876,1
kia,더 뉴 기아 레이,그래비티,hatchback,53.367876,1
kia,더 뉴 기아 레이,스탠다드,hatchback,53.367876,1
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,1
kia,더 뉴 기아 레이,트렌디,hatchback,53.367876,1
kia,더 뉴 기아 레이,프레스티지,hatchback,53.367876,3
kia,더 뉴 기아 레이,프레스티지 스페셜,hatchback,53.367876,2
kia,레이,-,hatchback,53.367876,1
kia,레이,고급형,hatchback,53.367876,2
kia,레이,기본형,hatchback,53.367876,2
kia,레이,디럭스,hatchback,53.367876,5
kia,레이,디럭스 스페셜,hatchback,53.367876,3
kia,레이,럭셔리,hatchback,53.367876,8
kia,레이,럭셔리 에코플러스,hatchback,53.367876,1
kia,레이,프레스티지,hatchback,53.367876,10
kia,레이,프레스티지 에코 다이나믹스,hatchback,53.367876,1
kia,레이,프레스티지 에코플러스,hatchback,53.367876,1
hyundai,i20,(12~14년),hatchback,58.031088,1
kia,올 뉴 프라이드,디럭스,hatchback,59.067358,6
kia,올 뉴 프라이드,스마트,hatchback,59.067358,6
kia,올 뉴 프라이드,트렌디,hatchback,59.067358,4
kia,더 뉴 프라이드,스마트,hatchback,60.362694,2
kia,더 뉴 프라이드,트렌디,hatchback,60.362694,2
hyundai,벨로스터 [JS],모던,hatchback,61.398964,1
hyundai,벨로스터 [JS],모던 코어,hatchback,61.398964,1
hyundai,더 뉴 벨로스터,PYL,hatchback,63.730570,1
hyundai,더 뉴 벨로스터,PYL DCT,hatchback,63.730570,1
hyundai,더 뉴 벨로스터,유니크,hatchback,63.730570,1
hyundai,벨로스터,DCT팩,hatchback,63.730570,1
hyundai,벨로스터,PYL,hatchback,63.730570,2
hyundai,벨로스터,PYL DCT팩,hatchback,63.730570,2
hyundai,벨로스터,유니크,hatchback,63.730570,3
kia,올 뉴 프라이드,럭셔리 에코 플러스,hatchback,66.321244,2
kia,올 뉴 프라이드,프레스티지,hatchback,66.321244,6
kia,올 뉴 프라이드,프레스티지 에코 플러스,hatchback,66.321244,2
kia,더 뉴 프라이드,프레스티지,hatchback,67.357513,2
hyundai,벨로스터,익스트림,hatchback,67.875648,2
hyundai,벨로스터 [JS],JBL 익스트림 사운드 에디션,hatchback,69.170984,1
hyundai,벨로스터 [JS],스포츠,hatchback,69.170984,1
hyundai,벨로스터 [JS],스포츠 코어,hatchback,69.170984,1
hyundai,벨로스터 [JS],익스트림 드라이빙 에디션,hatchback,69.170984,1
hyundai,더 뉴 벨로스터,D 스펙,hatchback,71.502591,1
hyundai,벨로스터,D 스펙,hatchback,71.502591,2
hyundai,벨로스터,D 스펙 DCT,hatchback,71.502591,1
hyundai,벨로스터,D 스펙 TUIX 레이싱,hatchback,71.502591,1
hyundai,벨로스터,마멀레이드 스페셜 에디션,hatchback,71.502591,1
hyundai,벨로스터 N,퍼포먼스팩,hatchback,73.056995,1
hyundai,벨로스터 N,-,hatchback,73.575130,3
hyundai,i30 PD,모던,hatchback,75.388601,3
hyundai,i30 PD,스마트,hatchback,75.388601,3
hyundai,i30 PD,스타일,hatchback,75.388601,2
hyundai,i30 PD,스타일 베스트핏,hatchback,75.388601,1
hyundai,i30 PD,튜너 패키지,hatchback,75.388601,2
hyundai,i30 PD,프리미엄,hatchback,75.388601,4
chevrolet,더 뉴 아베오,LS,hatchback,77.461140,6
chevrolet,더 뉴 아베오,LT,hatchback,77.461140,6
kia,포르테 해치백,디럭스,hatchback,79.015544,2
kia,포르테 해치백,럭셔리,hatchback,79.015544,2
kia,포르테 해치백,프레스티지,hatchback,79.015544,2
kia,포르테 해치백,프레스티지 브라운,hatchback,79.015544,1
hyundai,i30,트랜디,hatchback,80.310881,1
hyundai,i30,디럭스,hatchback,82.383420,5
hyundai,i30,럭셔리,hatchback,82.383420,11
hyundai,i30,월드컵 스페셜 에디션,hatchback,82.383420,1
hyundai,i30,트렌디,hatchback,82.383420,3
hyundai,i30,프리미어,hatchback,82.383420,7
hyundai,i30,프리미어 브라운,hatchback,82.383420,1
hyundai,i30,프리미어 브라운 스페셜,hatchback,82.383420,1
hyundai,i30,유니크,hatchback,84.715026,1
hyundai,더 뉴 i30,튜익스 블랙 라이트,hatchback,84.715026,1
hyundai,뉴 i30,PYL,hatchback,86.528497,4
hyundai,뉴 i30,PYL 튜익스 블랙 라이트,hatchback,86.528497,4
hyundai,뉴 i30,PYL 튜익스 크레용,hatchback,86.528497,2
hyundai,뉴 i30,유니크,hatchback,86.528497,6
hyundai,뉴 i30,익스트림,hatchback,86.528497,2
hyundai,뉴 i30,블루세이버,hatchback,88.082902,1
hyundai,i30 PD,N 라인,hatchback,89.378238,1
hyundai,i30 PD,N 라인 스포츠 에센스 에디션,hatchback,89.378238,1
hyundai,i30 PD,스포츠,hatchback,89.378238,2
hyundai,i30 PD,스포츠 프리미엄,hatchback,89.378238,2
hyundai,i30,익스트림,hatchback,90.673575,4
hyundai,더 뉴 i30,PYL,hatchback,91.709845,2
hyundai,더 뉴 i30,유니크,hatchback,91.709845,2
hyundai,더 뉴 i30,튜익스,hatchback,91.709845,2
chevrolet,더 뉴 아베오,L,hatchback,92.746114,3
hyundai,뉴 i30,D 스펙,hatchback,93.523316,2
hyundai,더 뉴 i30,D 스펙,hatchback,93.523316,1
hyundai,더 뉴 아이오닉 플러그인,N,hatchback,96.891192,1
hyundai,더 뉴 아이오닉 플러그인,Q,hatchback,96.891192,1
hyundai,더 뉴 아이오닉 하이브리드,I,hatchback,96.891192,1
hyundai,더 뉴 아이오닉 하이브리드,N,hatchback,96.891192,1
hyundai,더 뉴 아이오닉 하이브리드,Q,hatchback,96.891192,1
hyundai,아이오닉 플러그인,N,hatchback,96.891192,2
hyundai,아이오닉 플러그인,Q,hatchback,96.891192,2
hyundai,아이오닉 하이브리드,I,hatchback,96.891192,3
hyundai,아이오닉 하이브리드,N,hatchback,96.891192,3
hyundai,아이오닉 하이브리드,Q,hatchback,96.891192,3
hyundai,아이오닉 하이브리드,밸류 플러스,hatchback,96.891192,1
chevrolet,볼트 (VOLT),-,hatchback,100.000000,2
hyundai,아반떼MD,-,sedan,0.000000,1
hyundai,더 뉴 i40,-,sedan,0.128535,1
hyundai,그랜저IG,-,sedan,0.257069,1
hyundai,엑센트 (신형),모던 스페셜,sedan,0.385604,2
hyundai,엑센트 (신형),프리미엄,sedan,0.514139,26
hyundai,엑센트 (신형),블루세이버,sedan,0.642674,10
hyundai,엑센트 (신형),밸류 플러스,sedan,0.835476,2
hyundai,엑센트 (신형),스마트 스페셜,sedan,0.835476,2
hyundai,엑센트 (신형),럭셔리,sedan,1.092545,4
hyundai,엑센트 (신형),스타일,sedan,1.092545,10
hyundai,엑센트 (신형),모던,sedan,1.478149,23
hyundai,엑센트 (신형),스마트,sedan,1.478149,14
hyundai,엑센트 (신형),스타일 플러스,sedan,1.478149,1
hyundai,엑센트 (신형),프리미어,sedan,1.478149,10
hyundai,엑센트 (신형),탑,sedan,1.799486,4
hyundai,아반떼MD,M16 디럭스,sedan,2.377892,2
hyundai,아반떼MD,M16 럭셔리,sedan,2.377892,2
hyundai,아반떼MD,M16 블루세이버,sedan,2.377892,2
hyundai,아반떼MD,M16 스마트,sedan,2.377892,1
hyundai,아반떼MD,M16 스타일,sedan,2.377892,1
hyundai,아반떼MD,M16 에비뉴,sedan,2.377892,1
hyundai,아반떼MD,M16 탑,sedan,2.377892,1
hyundai,아반떼MD,M16 프리미어,sedan,2.377892,1
hyundai,더 뉴 아반떼,모던 튜익스 에디션 II,sedan,3.277635,2
hyundai,더 뉴 아반떼,스마트 튜익스 에디션 I,sedan,3.277635,2
hyundai,더 뉴 아반떼,월드컵 에디션,sedan,3.277635,2
hyundai,더 뉴 아반떼,텐 밀리언 리미티드,sedan,3.277635,2
hyundai,더 뉴 아반떼,텐 밀리언 튜익스 에디션 II,sedan,3.277635,2
hyundai,더 뉴 아반떼,프리미엄 튜익스 에디션 II,sedan,3.277635,2
hyundai,더 뉴 아반떼,모던,sedan,3.984576,6
hyundai,더 뉴 아반떼,스마트,sedan,3.984576,7
hyundai,더 뉴 아반떼,스타일,sedan,3.984576,7
hyundai,아반떼MD,M16 모던,sedan,3.984576,5
hyundai,아반떼MD,M16 프리미엄,sedan,3.984576,3
kia,K3,럭셔리 트렌디,sedan,4.370180,1
kia,K3,W 스페셜,sedan,4.691517,2
kia,더 뉴 K3,디럭스,sedan,4.691517,6
kia,더 뉴 K3,트렌디,sedan,4.691517,6
kia,더 뉴 K3,트렌디 스타일,sedan,4.691517,4
kia,K3,노블레스,sedan,5.462725,6
kia,K3,디럭스,sedan,5.462725,3
kia,K3,럭셔리,sedan,5.462725,5
kia,K3,럭셔리 에코플러스,sedan,5.462725,1
kia,K3,에코 플러스,sedan,5.462725,1
kia,K3,트렌디,sedan,5.462725,4
kia,K3,프레스티지,sedan,5.462725,6
kia,더 뉴 K3,프레스티지 스페셜,sedan,5.462725,5
hyundai,더 뉴 아반떼,프리미엄,sedan,6.041131,4
hyundai,아반떼AD,모던,sedan,6.233933,6
hyundai,아반떼AD,스타일,sedan,6.233933,10
kia,더 뉴 K3,노블레스,sedan,6.683805,4
kia,더 뉴 K3,트렌디 A,sedan,6.683805,2
kia,더 뉴 K3,트렌디 C,sedan,6.683805,2
kia,더 뉴 K3,트렌디 E,sedan,6.683805,2
kia,더 뉴 K3,프레스티지,sedan,6.683805,4
kia,올 뉴 K3,GT 시그니처,sedan,7.069409,1
hyundai,아반떼AD,DCT,sedan,7.390746,2
hyundai,아반떼AD,M/T,sedan,7.390746,2
hyundai,아반떼AD,오리지널,sedan,7.390746,1
hyundai,아반떼AD,익스트림 셀렉션,sedan,7.390746,2
hyundai,아반떼AD,스마트 스페셜,sedan,7.712082,3
hyundai,아반떼AD,모던 스페셜,sedan,8.033419,1
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2
hyundai,아반떼AD,스마트,sedan,8.033419,11
hyundai,아반떼AD,프리미엄,sedan,8.033419,8
kia,포르테,Si 블랙,sedan,8.354756,3
kia,포르테,S 고급형,sedan,9.318766,5
kia,포르테,S 기본형,sedan,9.318766,3
kia,포르테,SLi,sedan,9.318766,3
kia,포르테,Si,sedan,9.318766,6
kia,포르테,W 에디션,sedan,9.318766,1
kia,포르테,디럭스,sedan,9.318766,2
kia,포르테,디럭스 에코플러스,sedan,9.318766,2
kia,포르테,럭셔리,sedan,9.318766,3
kia,포르테,럭셔리 에코플러스,sedan,9.318766,2
kia,포르테,프레스티지,sedan,9.318766,2
kia,포르테,프레스티지 브라운,sedan,9.318766,1
kia,포르테,프리미엄 SLi 블랙 스페셜,sedan,9.318766,4
kia,포르테,프리미엄 Si 브라운,sedan,9.318766,2
kia,포르테,프리미엄 Si 블랙,sedan,9.318766,4
kia,올 뉴 K3,GT 베이직,sedan,10.347044,2
kia,올 뉴 K3,GT 플러스,sedan,10.347044,2
kia,더 뉴 K3 [2세대],시그니처,sedan,10.539846,2
kia,포르테,고급형,sedan,10.796915,2
kia,포르테,기본형,sedan,10.796915,2
kia,포르테,최고급형,sedan,10.796915,2
hyundai,올 뉴 아반떼 하이브리드 [CN7],모던,sedan,11.182519,1
hyundai,올 뉴 아반떼 하이브리드 [CN7],스마트,sedan,11.182519,1
hyundai,올 뉴 아반떼 하이브리드 [CN7],인스퍼레이션,sedan,11.182519,1
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,3
hyundai,올 뉴 아반떼 [CN7],스마트,sedan,11.568123,3
hyundai,올 뉴 아반떼 [CN7],스타일,sedan,11.568123,2
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,1
hyundai,더 뉴 아반떼AD,모던,sedan,12.146530,3
hyundai,더 뉴 아반떼AD,스마트,sedan,12.146530,4
hyundai,더 뉴 아반떼AD,스타일,sedan,12.146530,4
hyundai,더 뉴 아반떼AD,프리미엄,sedan,12.146530,3
hyundai,더 뉴 아반떼AD,스마트 베스트 초이스팩,sedan,12.532134,1
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,1
hyundai,더 뉴 아반떼 하이브리드 [CN7],모던,sedan,12.853470,1
hyundai,더 뉴 아반떼 하이브리드 [CN7],스마트,sedan,12.853470,1
hyundai,더 뉴 아반떼 하이브리드 [CN7],인스퍼레이션,sedan,12.853470,1
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,4
hyundai,더 뉴 아반떼 [CN7],스마트,sedan,13.174807,3
hyundai,더 뉴 아반떼 [CN7],인스퍼레이션,sedan,13.367609,2
hyundai,올 뉴 아반떼 [CN7],N 라인 모던,sedan,13.624679,1
hyundai,올 뉴 아반떼 [CN7],N 라인 스포츠,sedan,13.624679,1
hyundai,올 뉴 아반떼 [CN7],N 라인 인스퍼레이션,sedan,13.624679,1
hyundai,아반떼 N,-,sedan,13.881748,1
kia,올 뉴 K3,노블레스,sedan,14.203085,2
kia,올 뉴 K3,럭셔리,sedan,14.203085,2
kia,올 뉴 K3,트렌디,sedan,14.203085,2
kia,올 뉴 K3,프레스티지,sedan,14.203085,2
kia,더 뉴 K3 [2세대],노블레스,sedan,14.652956,1
kia,더 뉴 K3 [2세대],트렌디,sedan,14.652956,1
kia,더 뉴 K3 [2세대],프레스티지,sedan,14.652956,1
kia,올 뉴 K3,시그니처,sedan,14.910026,1
hyundai,더 뉴 아반떼 하이브리드 [CN7],N라인,sedan,15.038560,1
hyundai,더 뉴 아반떼 [CN7],N라인,sedan,15.167095,1
chevrolet,크루즈,LTZ 플러스 스타일팩,sedan,15.295630,2
chevrolet,크루즈,LT 플러스 래더팩,sedan,15.424165,2
chevrolet,크루즈,LTZ 플러스 더 퍼펙트 블랙,sedan,15.552699,12
chevrolet,어메이징 뉴 크루즈,프레셜 에디션 퍼펙트 블랙,sedan,15.681234,1
chevrolet,어메이징 뉴 크루즈,LTZ,sedan,15.809769,8
hyundai,아반떼 LPi 하이브리드,Ⅰ기본형,sedan,16.195373,3
hyundai,아반떼 LPi 하이브리드,Ⅰ이지팩,sedan,16.195373,3
hyundai,아반떼 LPi 하이브리드,Ⅱ기본형,sedan,16.195373,3
hyundai,아반떼 LPi 하이브리드,Ⅲ기본형,sedan,16.195373,3
hyundai,아반떼 LPi 하이브리드,Ⅲ어드밴스팩,sedan,16.195373,1
chevrolet,크루즈,LT 플러스 레더팩,sedan,16.580977,2
chevrolet,어메이징 뉴 크루즈,LT 디럭스팩,sedan,16.709512,5
chevrolet,올 뉴 크루즈,LS,sedan,16.902314,1
chevrolet,올 뉴 크루즈,LTZ 디럭스,sedan,16.902314,1
chevrolet,어메이징 뉴 크루즈,LS,sedan,17.802057,1
chevrolet,어메이징 뉴 크루즈,LT,sedan,17.802057,1
chevrolet,어메이징 뉴 크루즈,퍼펙트 블랙,sedan,17.802057,1
chevrolet,크루즈,LS,sedan,17.802057,1
chevrolet,크루즈,LS 플러스,sedan,17.802057,1
chevrolet,크루즈,LT,sedan,17.802057,9
chevrolet,크루즈,LT 스타일팩,sedan,17.802057,1
chevrolet,크루즈,LT 플러스,sedan,17.802057,10
chevrolet,크루즈,LTZ,sedan,17.802057,11
chevrolet,크루즈,LTZ 더 퍼펙트 블랙,sedan,17.802057,4
chevrolet,크루즈,LTZ 스타일팩,sedan,17.802057,1
chevrolet,크루즈,LTZ 플러스,sedan,17.802057,19
kia,스팅어,알칸타라 에디션,sedan,18.701799,2
kia,스팅어,익스트림 팩,sedan,18.701799,2
chevrolet,올 뉴 크루즈,LT,sedan,19.023136,2
chevrolet,올 뉴 크루즈,LT 디럭스,sedan,19.023136,2
chevrolet,올 뉴 크루즈,LTZ,sedan,19.023136,2
kia,스팅어,드림 에디션,sedan,19.408740,4
kia,스팅어,프라임,sedan,19.408740,6
kia,스팅어,플래티넘,sedan,19.408740,6
chevrolet,크루즈,LT 레더팩,sedan,19.665810,1
kia,스팅어,프라임 라이트,sedan,19.794344,1
kia,스팅어 마이스터,마스터즈,sedan,20.051414,2
kia,스팅어 마이스터,마스터즈 아크로 에디션,sedan,20.051414,2
kia,스팅어 마이스터,플래티넘,sedan,20.051414,2
renault,SM3 네오,LE,sedan,20.694087,8
renault,SM3 네오,LE 스페셜,sedan,20.694087,1
renault,SM3 네오,PE,sedan,20.694087,6
renault,SM3 네오,R4U,sedan,20.694087,1
renault,SM3 네오,RE,sedan,20.694087,5
renault,SM3 네오,SE,sedan,20.694087,8
renault,SM3 네오,SE 스페셜,sedan,20.694087,1
renault,SM3 네오,SE 플러스,sedan,21.208226,2
renault,SM3 네오,SE 플러스 아트,sedan,22.365039,1
renault,SM3 네오,XE,sedan,22.365039,1
renault,SM3 네오,XE 리미티드 에디션,sedan,22.365039,1
renault,뉴 SM3,LE,sedan,22.365039,2
renault,뉴 SM3,LE 썸머 에디션,sedan,22.365039,1
renault,뉴 SM3,LE 익스클루시브,sedan,22.365039,1
renault,뉴 SM3,LE 플러스,sedan,22.365039,1
renault,뉴 SM3,PE,sedan,22.365039,5
renault,뉴 SM3,RE,sedan,22.365039,3
renault,뉴 SM3,RE 썸머 에디션,sedan,22.365039,1
renault,뉴 SM3,SE,sedan,22.365039,3
renault,뉴 SM3,SE 블랙,sedan,22.365039,2
renault,뉴 SM3,SE 블랙 썸머 에디션,sedan,22.365039,1
renault,뉴 SM3,SE 플러스,sedan,22.365039,1
renault,뉴 SM3,SE 플러스 아트,sedan,22.365039,1
renault,뉴 SM3,XE,sedan,22.365039,1
renault,뉴 SM3,XE 리미티드 에디션,sedan,22.365039,1
kia,스팅어,GT,sedan,23.778920,3
kia,스팅어,마스터즈,sedan,23.778920,2
kia,스팅어 마이스터,GT,sedan,23.778920,2
kia,스팅어 마이스터,GT 마스터즈 터보팩,sedan,23.778920,2
kia,스팅어 마이스터,GT 아크로 에디션,sedan,23.778920,2
renault,뉴 SM3,보스 스페셜 에디션,sedan,24.164524,2
renault,뉴 SM3,LE20,sedan,24.614396,1
renault,뉴 SM3,LE20 썸머 에디션,sedan,24.614396,1
renault,뉴 SM3,LE20 익스클루시브,sedan,24.614396,1
renault,뉴 SM3,RE20,sedan,24.614396,2
renault,뉴 SM3,RE20 썸머 에디션,sedan,24.614396,1
renault,뉴 SM3,SE20,sedan,24.614396,2
hyundai,i40 살룬,PYL,sedan,25.192802,4
hyundai,i40 살룬,디 스팩,sedan,25.192802,4
hyundai,i40 살룬,유니크,sedan,25.192802,3
hyundai,i40 살룬,모던,sedan,25.578406,2
hyundai,i40 살룬,스마트,sedan,25.578406,2
hyundai,i40 살룬,프리미엄,sedan,25.578406,2
hyundai,더 뉴 i40 살룬,D 스펙,sedan,25.964010,2
hyundai,더 뉴 i40 살룬,PYL,sedan,25.964010,2
hyundai,더 뉴 i40 살룬,유니크,sedan,25.964010,2
