brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon,price_manwon_log1p
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.67,흰색,48635.0,4290,8.364275
kia,K5,프레스티지,sedan,27.377892,2020,5.5,회색,82198.0,1950,7.576097
hyundai,LF쏘나타,스마트,sedan,56.041131,2015,11.58,흰색,107955.0,920,6.82546
kia,셀토스,트렌디,suv,20.923521,2020,5.92,미색,92290.0,1560,7.353082
kia,스포티지 4세대,노블레스 스페셜,suv,41.269841,2016,10.42,검정,106162.0,1220,7.107425
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,9.5,미색,194144.0,1050,6.957497
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.42,회색,193012.0,550,6.311735
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,3.67,흰색,64335.0,4762,8.468633
kia,셀토스,시그니처,suv,25.036075,2022,4.25,"파랑(남색,곤색)",55182.0,1950,7.576097
kia,카니발 4세대,시그니처,van,92.896175,2023,2.75,미색,34419.0,4290,8.364275
kia,더 뉴 셀토스,시그니처,suv,26.479076,2023,3.17,미색,24916.0,2670,7.890208
hyundai,디 올 뉴 싼타페 하이브리드,프레스티지,suv,82.900433,2022,4.42,흰색,53429.0,3040,8.019942
hyundai,더 뉴 그랜드스타렉스,15인승,van,81.693989,2018,7.67,노란색,98109.0,1950,7.576097
kgm,코란도 스포츠,CX7 클럽,truck,32.317073,2015,11.17,검정색,190604.0,599,6.39693
kgm,더 뉴 코란도 스포츠,CX5 클럽,truck,42.073171,2018,8.25,회색,111138.0,1100,7.003974
hyundai,그랜저HG,모던 컬렉션,sedan,61.568123,2017,9.5,흰색,120551.0,950,6.857514
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,6.33,미색,30690.0,950,6.857514
hyundai,캐스퍼,디 에센셜,suv,0.721501,2023,3.0,회색,19477.0,1720,7.450661
hyundai,올 뉴 투싼,프리미엄,suv,38.095238,2019,6.25,쥐색,44185.0,2040,7.621195
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,11.92,청색,106000.0,1100,7.003974
kia,더 뉴 쏘렌토 4세대,시그니처,suv,79.292929,2022,4.42,갈색(밤색),105603.0,3200,8.071219
kia,쏘렌토 4세대 하이브리드,그래비티,suv,68.326118,2022,4.5,미색,77542.0,3730,8.224432
hyundai,제네시스 DH,파이니스트 에디션,sedan,90.231362,2016,10.17,검정,140207.0,1650,7.409136
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.17,검정,86809.0,1570,7.359468
kia,카니발 4세대,시그니처,van,92.896175,2021,5.0,흰색,111639.0,2960,7.993282
hyundai,캐스퍼,인스퍼레이션,suv,0.721501,2023,3.83,흰색,67698.0,1620,7.390799
kia,카니발 4세대,시그니처,van,92.896175,2023,2.92,검정,86131.0,4250,8.35491
hyundai,베뉴,플럭스,suv,2.741703,2022,4.33,회색,32302.0,1950,7.576097
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,9.83,검정,227503.0,790,6.673298
kia,카니발 4세대,시그니처,van,92.896175,2021,4.83,미색,79324.0,3390,8.12888
hyundai,올 뉴 아반떼 [CN7],인스퍼레이션,sedan,11.825193,2021,5.0,흰색,40294.0,1890,7.544861
renault,QM6,RE 시그니처,suv,57.792208,2017,8.58,회색,79156.0,1370,7.223296
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2024,2.33,흰색,22244.0,4190,8.340695
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2019,7.0,하늘색,85756.0,830,6.72263
hyundai,LF쏘나타,모던,sedan,57.647815,2015,11.33,회색,209105.0,590,6.381816
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2018,8.08,검정색,103178.0,1630,7.396949
kia,더 뉴 봉고3,초장축 GLS,truck,23.780488,2022,3.75,흰색,89820.0,1900,7.550135
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.67,검정,84208.0,3650,8.202756
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2022,3.58,초록(연두),90636.0,3490,8.157944
hyundai,제네시스,프레스티지,sedan,89.845758,2019,6.67,검정,108922.0,2170,7.682943
hyundai,쏘나타 DN8,프리미엄 플러스,sedan,32.51928,2022,4.75,흰색,50499.0,2390,7.779467
kia,더 뉴 니로,노블레스 스페셜,suv,13.131313,2020,6.83,회색,134671.0,1750,7.467942
hyundai,팰리세이드,캘리그래피,suv,94.877345,2022,4.0,"파랑(남색,곤색)",78904.0,3130,8.049108
kia,더 뉴 K8 하이브리드,노블레스,sedan,62.017995,2024,1.92,검정색,24314.0,4699,8.455318
hyundai,디 올 뉴 그랜저 하이브리드,프리미엄,sedan,63.303342,2023,2.33,회색,18992.0,3870,8.261268
hyundai,더 뉴 제네시스 쿠페,D,coupe_convertible,59.090909,2022,3.92,흰색,92796.0,1760,7.473637
kia,레이,럭셔리,hatchback,53.367876,2016,10.17,미색,237423.0,490,6.196444
hyundai,LF쏘나타,스마트,sedan,56.041131,2016,10.5,검정,153420.0,799,6.684612
kgm,렉스턴 스포츠,다이내믹 에디션,truck,59.146341,2021,5.58,회색,76076.0,2130,7.664347
chevrolet,올 뉴 말리부,LTZ 프리미엄,sedan,54.627249,2017,9.5,흰색,148280.0,759,6.633318
kia,쏘렌토 4세대 하이브리드,그래비티,suv,68.326118,2022,4.33,미색,44629.0,3650,8.202756
kia,더 뉴 K9 [RJ],플래티넘,sedan,94.987147,2023,3.42,검정,104123.0,3590,8.186186
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.75,회색,126177.0,1220,7.107425
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,4.0,흰색,79953.0,3340,8.114025
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,3.92,흰색,93189.0,3140,8.052296
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,6.58,흰색,40741.0,945,6.852243
kia,쏘렌토 4세대 하이브리드,프레스티지,suv,68.326118,2022,4.0,흰색,69852.0,3230,8.080547
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,9.17,미색,70749.0,550,6.311735
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2017,9.25,검정,103000.0,650,6.47851
chevrolet,더 뉴 트랙스,퍼펙트 블랙,suv,23.593074,2019,6.67,검정,66925.0,1380,7.230563
kgm,티볼리 아머,LX,suv,15.800866,2018,8.42,흰색,65587.0,1270,7.147559
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.42,미색,180100.0,930,6.836259
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2018,7.92,흰색,73993.0,810,6.698268
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.08,회색,52729.0,3450,8.146419
kia,니로,프레스티지,suv,13.131313,2017,9.67,회색,59101.0,1550,7.346655
hyundai,그랜저IG,모던 베이직 (렌터카),sedan,72.043702,2019,7.67,흰색,100908.0,1550,7.346655
chevrolet,트레일블레이저,프리미어,suv,28.354978,2021,5.5,흰색,81116.0,1690,7.433075
hyundai,LF쏘나타,스타일,sedan,57.647815,2016,10.5,회색,109062.0,790,6.673298
kia,카니발 4세대,시그니처,van,92.896175,2023,3.42,검정색,36554.0,3650,8.202756
hyundai,그랜저IG,프리미엄 스페셜,sedan,64.010283,2017,9.25,검정,188461.0,1070,6.976348
hyundai,싼타페DM,익스클루시브,suv,59.307359,2019,6.67,갈색,91946.0,2180,7.687539
hyundai,더 뉴 아이오닉 하이브리드,I,hatchback,96.891192,2024,1.75,흰색,30822.0,2700,7.901377
hyundai,LF쏘나타,스타일,sedan,57.647815,2019,7.17,,,1330,7.193686
kia,봉고3,,truck,47.560976,2019,7.42,흰색,199895.0,1020,6.928538
hyundai,제네시스,모던 스페셜,sedan,88.431877,2018,8.08,흰색,69576.0,2260,7.723562
kia,더 뉴 레이,프레스티지 스페셜,van,3.005464,2022,3.75,초록(연두),23420.0,1230,7.115582
hyundai,그랜저HG,모던,sedan,61.568123,2016,10.08,회색,166000.0,630,6.447306
kia,K5,프레스티지,sedan,27.377892,2017,9.0,미색,104695.0,1090,6.99485
chevrolet,올란도,LS 고급형,van,20.491803,2016,9.92,흰색,109701.0,600,6.398595
hyundai,뉴 투싼ix,스마트 스페셜,suv,33.982684,2015,11.33,흰색,187660.0,690,6.53814
hyundai,팰리세이드,익스클루시브,suv,90.11544,2019,7.08,검정,126389.0,2150,7.673688
kia,더 뉴 카니발,하이루프 특장차,van,71.038251,2023,3.58,검정색,45000.0,4400,8.389587
kia,올 뉴 쏘울,프레스티지,suv,11.111111,2015,11.08,흰색,132404.0,750,6.621406
kgm,코란도 투리스모,익스트림 9인승,van,29.781421,2015,10.5,미색,223331.0,430,6.066108
hyundai,그랜저HG,모던,sedan,61.568123,2015,10.5,검정,135531.0,690,6.53814
hyundai,더 뉴 그랜저,캘리그래피,sedan,80.141388,2020,5.83,회색,64957.0,2590,7.859799
kia,올 뉴 쏘렌토,노블레스 스페셜,suv,68.686869,2016,10.42,회색,135519.0,1330,7.193686
renault,QM6,RE 시그니처,suv,57.792208,2022,4.33,쥐색,120307.0,1480,7.300473
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,3.5,회색,47336.0,2729,7.912057
kia,더 뉴 K5,트렌디,sedan,28.984576,2015,10.75,미색,153656.0,730,6.594413
kgm,더 뉴 렉스턴 스포츠,와일드,truck,51.219512,2021,4.5,회색,22974.0,2270,7.727976
hyundai,그랜저IG,모던,sedan,70.694087,2019,6.42,검정,97403.0,1620,7.390799
kia,스팅어,GT,sedan,23.77892,2019,7.42,빨간색,87368.0,1940,7.570959
kia,카니발 4세대,노블레스,van,69.398907,2023,2.67,검정,55744.0,3750,8.229778
hyundai,제네시스,럭셔리,sedan,89.33162,2016,9.83,검정,105198.0,1990,7.596392
hyundai,그랜저HG 하이브리드,프리미엄,sedan,60.539846,2016,10.33,흰색,40259.0,1450,7.280008
kia,더 뉴 셀토스,시그니처,suv,26.479076,2023,3.25,흰색,74027.0,2420,7.791936
kia,올 뉴 쏘렌토,노블레스,suv,66.305916,2015,10.67,회색,246490.0,960,6.867974
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,2.75,흰색,49170.0,4990,8.515392
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,11.67,흰색,146174.0,990,6.898715
renault,XM3,RE 시그니처,suv,25.685426,2020,5.83,흰색,69223.0,1550,7.346655
renault,더 뉴 SM6,필,sedan,44.151671,2023,3.33,흰색,34230.0,1820,7.507141
kia,올 뉴 K7,럭셔리,sedan,77.634961,2016,9.33,미색,115328.0,1100,7.003974
kia,디 올 뉴 스포티지,프레스티지,suv,53.391053,2022,4.42,검정,94357.0,2340,7.758333
hyundai,팰리세이드,프레스티지,suv,90.11544,2021,4.42,흰색,54683.0,3600,8.188967
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,5.08,미색,71399.0,1150,7.048386
hyundai,그랜드스타렉스,스마트,van,60.10929,2018,8.67,회색,180137.0,1080,6.985642
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2016,10.5,회색,76467.0,630,6.447306
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2019,6.83,흰색,106020.0,1350,7.2086
hyundai,팰리세이드,프레스티지,suv,90.11544,2021,5.0,흰색,90174.0,3599,8.188689
hyundai,디 올 뉴 싼타페 하이브리드,프레스티지,suv,82.900433,2023,2.42,흰색,26273.0,3650,8.202756
kia,더 뉴 셀토스,트렌디,suv,24.314574,2025,1.5,미색,29895.0,2360,7.766841
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.58,검정색,128000.0,3450,8.146419
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.0,회색,280323.0,1220,7.107425
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2017,9.0,"파랑(남색,곤색)",94785.0,2190,7.692113
hyundai,쏘나타 DN8,스마트,sedan,32.51928,2020,5.83,회색,100353.0,1290,7.163172
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2018,8.0,흰색,109617.0,1440,7.273093
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2022,3.75,흰색,75042.0,2750,7.91972
kgm,베리 뉴 티볼리,V3,suv,18.686869,2021,5.67,흰색,102135.0,1260,7.13966
hyundai,스타리아,9인승,van,75.956284,2022,4.75,회색,272718.0,2390,7.779467
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2019,6.67,"파랑(남색,곤색)",77610.0,1530,7.333676
hyundai,더 뉴 그랜저 하이브리드,르블랑,sedan,76.928021,2022,4.42,흰색,61341.0,3120,8.045909
kia,쏘렌토 4세대,트렌디,suv,74.603175,2020,5.5,쥐색,83424.0,2290,7.736744
kia,더 뉴 카니발,VIP,van,41.803279,2020,6.42,검정색,107817.0,1890,7.544861
hyundai,코나,모던 초이스,suv,5.339105,2020,5.83,빨강(주홍),36882.0,1790,7.490529
kia,K5,노블레스,sedan,27.377892,2021,5.08,회색,71993.0,1890,7.544861
hyundai,아반떼AD,스타일,sedan,6.233933,2017,9.83,흰색,16172.0,1220,7.107425
hyundai,더 뉴 투싼,모던,suv,51.803752,2023,3.42,흰색,76440.0,2290,7.736744
kgm,티볼리 아머,VX,suv,15.800866,2018,7.83,흰색,222076.0,500,6.216606
chevrolet,스파크,LS 플러스,hatchback,40.414508,2015,10.75,회색,133287.0,390,5.968708
kia,더 뉴 니로,노블레스,suv,13.131313,2022,4.5,까치투톤,57477.0,2250,7.71913
kia,봉고3,탑,truck,47.560976,2018,8.25,흰색,106625.0,1250,7.131699
hyundai,아반떼MD,M16 스마트,sedan,2.377892,2015,11.08,회색,84327.0,680,6.523562
kia,올 뉴 쏘렌토,럭셔리,suv,65.873016,2015,11.33,회색,117630.0,1099,7.003065
kia,K5 하이브리드,노블레스,sedan,28.984576,2017,9.5,검정,127539.0,1020,6.928538
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2021,5.33,회색,58426.0,930,6.836259
kia,K8,시그니처,sedan,73.200514,2023,3.67,검정,7735.0,3650,8.202756
kgm,티볼리,VX,suv,15.007215,2016,10.08,흰색,15019.0,1220,7.107425
kgm,뷰티풀 코란도,C5 플러스,suv,32.395382,2022,4.67,흰색,89019.0,1750,7.467942
hyundai,그랜저IG,모던,sedan,70.694087,2018,8.0,검정,160000.0,1390,7.237778
kia,셀토스,트렌디,suv,20.923521,2023,3.83,미색,88188.0,1980,7.591357
kgm,티볼리,LX 최고급형,suv,15.007215,2015,11.0,흰색,174562.0,650,6.47851
kia,더 K9,플래티넘Ⅱ,sedan,95.437018,2019,7.67,회색,151877.0,1950,7.576097
hyundai,베뉴,모던,suv,2.380952,2020,6.5,진청,54837.0,1570,7.359468
kia,셀토스,시그니처,suv,25.036075,2023,3.92,흰색,82345.0,1970,7.586296
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2018,7.25,빨간색,31612.0,860,6.758095
kia,모닝 어반,프레스티지,hatchback,22.797927,2022,4.33,미색,26048.0,990,6.898715
renault,XM3,LE,suv,27.200577,2023,3.67,흰색,40332.0,1550,7.346655
hyundai,싼타페DM,프리미엄,suv,59.307359,2015,10.67,흰색,168236.0,980,6.888572
kia,올 뉴 K3,노블레스,sedan,14.203085,2019,6.83,흰색,62640.0,1650,7.409136
kgm,더 뉴 코란도 스포츠,CX7 클럽,truck,42.073171,2017,9.0,미색,125710.0,1150,7.048386
hyundai,쏘나타 DN8,프리미엄 플러스,sedan,32.51928,2022,4.08,흰색,39426.0,2280,7.732369
hyundai,팰리세이드,캘리그래피,suv,94.877345,2021,5.0,회색,132161.0,3190,8.06809
hyundai,그랜저IG 하이브리드,익스클루시브 스페셜,sedan,64.010283,2018,8.5,검정,229607.0,1130,7.030857
hyundai,제네시스,럭셔리,sedan,89.33162,2019,6.17,"파랑(남색,곤색)",78028.0,3350,8.117014
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2018,8.83,회색,96885.0,1580,7.365813
kia,더 뉴 K8 하이브리드,시그니처,sedan,62.017995,2025,1.08,회색,11494.0,4460,8.403128
hyundai,그랜저HG,,sedan,69.344473,2015,11.0,검정,200070.0,599,6.39693
hyundai,제네시스,럭셔리,sedan,89.33162,2020,6.25,검정,46533.0,4080,8.314097
kia,더 뉴 K7,기본형,sedan,65.29563,2021,5.17,빨간색,56090.0,3430,8.140607
kia,카니발 4세대,시그니처,van,92.896175,2023,3.17,회색,33588.0,4300,8.366603
hyundai,제네시스 DH,익스클루시브,sedan,90.231362,2015,11.58,회색,125010.0,1150,7.048386
chevrolet,크루즈,LT,sedan,17.802057,2015,10.75,흰색,82500.0,550,6.311735
kia,더 뉴 레이,스탠다드,van,3.005464,2021,4.83,흰색,49317.0,1120,7.021976
kia,카니발 4세대,노블레스,van,69.398907,2023,3.25,검정색,101777.0,2999,8.006368
kgm,뉴 코란도 C,RX 고급형,suv,43.506494,2016,10.08,흰색,128995.0,590,6.381816
hyundai,더 뉴 그랜드스타렉스,모던,van,64.754098,2019,6.75,군청색,125809.0,1450,7.280008
hyundai,캐스퍼,인스퍼레이션,suv,0.721501,2022,4.33,회색,73963.0,1570,7.359468
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,4.42,미색,91542.0,1230,7.115582
hyundai,스타리아,프레스티지,van,75.956284,2022,4.42,검정색,119521.0,2770,7.926964
hyundai,스타리아,인스퍼레이션,van,75.956284,2024,2.17,흰색,31346.0,4050,8.306719
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.17,흰색,49252.0,6399,8.764053
kgm,베리 뉴 티볼리,V3,suv,18.686869,2021,5.5,흰색,84427.0,1350,7.2086
hyundai,더 뉴 팰리세이드,르블랑,suv,91.919192,2024,1.92,검정색,17916.0,4599,8.433812
kia,카니발 4세대,노블레스,van,69.398907,2023,2.75,미색,41148.0,3390,8.12888
hyundai,올 뉴 투싼,스마트,suv,34.632035,2019,7.0,회색,63082.0,1590,7.372118
hyundai,디 올 뉴 싼타페,캘리그래피,suv,85.209235,2024,2.5,흰색,40830.0,3850,8.256088
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2024,2.33,흰색,29873.0,4370,8.382747
hyundai,그랜저IG,익스클루시브 스페셜,sedan,72.043702,2019,7.33,흰색,121269.0,1620,7.390799
kgm,토레스,T7,suv,62.265512,2023,3.25,미색,31232.0,2490,7.82044
hyundai,싼타페 더 프라임,익스클루시브 스페셜,suv,60.38961,2016,10.0,회색,65801.0,1650,7.409136
hyundai,더 뉴 코나 하이브리드,모던,suv,5.627706,2021,5.17,흰색,155455.0,1300,7.170888
hyundai,그랜드스타렉스,스마트,van,60.10929,2017,9.67,회색,191952.0,790,6.673298
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2024,2.0,흰색,30663.0,4050,8.306719
hyundai,쏘나타 DN8,프리미엄 플러스,sedan,32.51928,2022,4.33,검정,86136.0,2100,7.650169
hyundai,LF쏘나타,스마트 스페셜,sedan,53.984576,2019,7.25,검정,78396.0,1310,7.178545
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2020,5.67,미색,96896.0,1900,7.550135
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2023,2.33,흰색,13922.0,4280,8.361942
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2019,7.33,회색,101342.0,1570,7.359468
renault,클리오,인텐스,hatchback,46.632124,2019,7.25,흰색,120000.0,830,6.72263
hyundai,스타리아,인스퍼레이션,van,75.956284,2022,3.67,검정,51248.0,3900,8.268988
hyundai,더 뉴 그랜드스타렉스,스마트,van,64.754098,2019,7.0,"파랑(남색,곤색)",105819.0,1530,7.333676
kia,더 뉴 스포티지R,프레스티지,suv,39.53824,2018,8.92,미색,11378.0,1820,7.507141
kia,더 뉴 쏘렌토,노블레스,suv,67.676768,2020,7.0,회색,25875.0,2620,7.871311
kia,셀토스,노블레스,suv,25.252525,2020,6.5,미색,69707.0,2070,7.635787
kia,더 뉴 레이,시그니처,van,3.005464,2022,4.5,미색,65160.0,1250,7.131699
hyundai,팰리세이드,프레스티지,suv,90.11544,2019,7.08,흰색,100503.0,2980,8.000014
kia,쏘렌토 4세대,노블레스,suv,75.901876,2021,5.83,검정,72364.0,2850,7.955425
hyundai,더 뉴 아반떼AD,스마트,sedan,12.14653,2020,6.0,은색,69059.0,1390,7.237778
hyundai,디 올 뉴 싼타페 하이브리드,프레스티지,suv,82.900433,2024,2.33,회색,10249.0,4250,8.35491
kia,올 뉴 K7,리미티드,sedan,72.686375,2017,8.67,회색,54568.0,1400,7.244942
kia,더 뉴 K8 하이브리드,시그니처,sedan,62.017995,2025,1.75,검정,34058.0,6600,8.794976
kgm,티볼리,VX,suv,15.007215,2015,11.0,"파랑(남색,곤색)",91196.0,780,6.660575
hyundai,더 뉴 아반떼 [CN7],모던,sedan,13.174807,2024,2.83,검정색,41249.0,2199,7.696213
renault,QM6,RE 시그니처,suv,57.792208,2017,8.75,흰색,110261.0,980,6.888572
hyundai,더 뉴 코나,스마트,suv,7.503608,2022,4.0,흰색,120227.0,1580,7.365813
chevrolet,더 뉴 트랙스,퍼펙트 블랙,suv,23.593074,2018,8.17,검정,93543.0,950,6.857514
kia,더 뉴 스포티지R,트렌디,suv,39.53824,2015,11.17,회색,176992.0,650,6.47851
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,3.08,회색,22218.0,2799,7.937375
hyundai,스타리아,모던,van,75.956284,2024,2.33,검정색,17867.0,2730,7.912423
kia,K3,디럭스,sedan,5.462725,2015,11.17,회색,106909.0,530,6.274762
kia,더 뉴 K9,프레스티지,sedan,91.902314,2016,9.33,검정,49623.0,1690,7.433075
kia,모닝 어반,프레스티지,hatchback,22.797927,2023,3.0,회색,24877.0,1410,7.252054
hyundai,LF쏘나타,스타일,sedan,57.647815,2018,8.0,검정,276563.0,650,6.47851
hyundai,더 뉴 맥스크루즈,파이니스트 에디션,suv,76.839827,2018,8.33,갈색(밤색),136741.0,1490,7.307202
kia,올 뉴 카니발,5인승,van,41.803279,2019,7.33,"파랑(남색,곤색)",89717.0,490,6.196444
kia,카니발 4세대,노블레스,van,69.398907,2023,2.42,검정,92184.0,2790,7.934155
kia,더 뉴 봉고3,초장축 L,truck,23.780488,2022,3.75,청색,75008.0,1550,7.346655
kia,더 뉴 카니발 4세대,프레스티지,van,46.448087,2025,1.83,흰색,89416.0,3600,8.188967
kgm,더 뉴 코란도 스포츠,익스트림,truck,42.073171,2017,9.25,빨강(주홍),138465.0,920,6.82546
hyundai,더 뉴 코나 하이브리드,모던,suv,5.627706,2021,5.17,흰색,139114.0,1490,7.307202
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,2.5,흰색,15271.0,5980,8.696343
kgm,티볼리 아머,기어 에디션,suv,14.213564,2018,8.42,흰색,72327.0,1140,7.03966
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,4.75,회색,24956.0,1780,7.48493
kia,스포티지 더 볼드,프레스티지,suv,41.630592,2019,6.75,미색,52709.0,2020,7.611348
hyundai,싼타페DM,익스클루시브,suv,59.307359,2015,12.0,은색,144449.0,950,6.857514
hyundai,그랜저IG,익스클루시브 스페셜,sedan,72.043702,2018,8.5,검정색,99789.0,1650,7.409136
hyundai,더 뉴 그랜저,프리미엄 초이스,sedan,80.912596,2020,5.83,흰색,150102.0,1930,7.565793
chevrolet,올란도,LS 고급형,van,20.491803,2018,8.0,회색,71188.0,770,6.647688
kia,더 뉴 레이,프레스티지,van,3.005464,2021,4.67,흰색,95448.0,850,6.746412
hyundai,엑센트 (신형),모던,sedan,1.478149,2016,10.33,흰색,63436.0,699,6.55108
chevrolet,더 넥스트 스파크,스페셜 에디션 퍼펙트 블랙,hatchback,7.253886,2017,9.75,검정,104515.0,520,6.25575
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2023,3.83,흰색,54042.0,1980,7.591357
kia,올 뉴 K7,프레스티지,sedan,75.064267,2016,10.0,"파랑(남색,곤색)",105522.0,1290,7.163172
kia,카니발 4세대,시그니처,van,92.896175,2023,2.33,미색,40106.0,4350,8.378161
kgm,뷰티풀 코란도,C7,suv,32.395382,2023,3.08,회색,25799.0,1990,7.596392
kgm,티볼리,LX,suv,15.007215,2016,10.67,회색,163961.0,580,6.364751
renault,QM3,RE 시그니처 쇼콜라 브라운,suv,3.751804,2017,8.75,갈색(밤색),94669.0,930,6.836259
kia,더 뉴 K5,디럭스,sedan,28.984576,2015,11.33,회색,191970.0,390,5.968708
kgm,렉스턴 스포츠,프레스티지,truck,55.487805,2018,8.08,회색,36726.0,1580,7.365813
hyundai,제네시스,프레스티지,sedan,89.845758,2016,10.0,검정,168938.0,1790,7.490529
kia,더 뉴 레이,프레스티지 베스트셀렉션,van,3.005464,2022,3.75,미색,6247.0,1590,7.372118
hyundai,LF쏘나타,모던,sedan,57.647815,2019,7.67,회색,54524.0,1410,7.252054
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,3.17,흰색,90864.0,3690,8.213653
hyundai,더 뉴 그랜저,캘리그래피,sedan,80.141388,2023,3.67,검정,103025.0,2600,7.863651
kia,더 뉴 레이,프레스티지 베스트셀렉션,van,3.005464,2022,4.17,회색,26762.0,1460,7.286876
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,4.83,흰색,48579.0,3890,8.266421
kia,카니발 4세대,노블레스,van,69.398907,2023,2.75,미색,28288.0,3870,8.261268
kia,더 뉴 카니발 4세대,시그니처,van,73.224044,2025,1.67,회색,5826.0,4510,8.414274
chevrolet,더 넥스트 스파크,LTZ,hatchback,7.253886,2017,9.33,미색,16569.0,820,6.710523
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2024,2.5,초록(연두),30401.0,3199,8.070906
kgm,베리 뉴 티볼리,V5,suv,18.686869,2020,6.5,흰색,58552.0,1130,7.030857
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,8.75,검정,97398.0,600,6.398595
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2016,10.0,,,580,6.364751
kia,카니발 4세대,시그니처,van,92.896175,2023,3.5,검정,50100.0,4420,8.394121
hyundai,더 뉴 팰리세이드,캘리그래피,suv,95.526696,2023,2.83,"파랑(남색,곤색)",67502.0,4950,8.507345
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.5,회색,59648.0,3990,8.291797
kia,올 뉴 K3,럭셔리,sedan,14.203085,2020,6.5,"파랑(남색,곤색)",66419.0,1460,7.286876
chevrolet,더 넥스트 스파크,에코 LS,hatchback,7.253886,2016,10.17,흰색,79556.0,482,6.180017
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,5.08,흰색,84777.0,1120,7.021976
kia,더 뉴 쏘렌토 4세대,그래비티,suv,79.292929,2023,2.67,미색,48542.0,3875,8.262559
kgm,뷰티풀 코란도,C5 플러스,suv,32.395382,2020,6.08,회색,50903.0,1490,7.307202
hyundai,그랜저HG,익스클루시브 스페셜,sedan,70.308483,2016,10.25,검정,157314.0,930,6.836259
kia,모닝 어반,,hatchback,22.797927,2021,5.17,까치투톤,57354.0,750,6.621406
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.75,검정,20831.0,2890,7.969358
hyundai,그랜드스타렉스,스마트,van,60.10929,2016,10.08,회색,27300.0,1500,7.313887
kia,올 뉴 쏘렌토,프레스티지,suv,66.305916,2015,11.08,회색,103865.0,1390,7.237778
